closetime,closetheta,omega,,,,,,time,Cd,real_moment,omega,theta,Cip,-0.17722321
2.629,-0.189713746,-1.133546779,,,,,,,,,,,,
2.63,-0.19084354,-1.126034855,,,,,,,,,,,,
2.631,-0.191965801,-1.118478477,,,,,,,,,,,,
2.632,-0.193080483,-1.110877943,,,,,,,,,,,,
2.633,-0.194187542,-1.103233553,,,,,,,,,,,,
2.634,-0.195286935,-1.09554561,,,,,,,,,,,,
2.635,-0.196378619,-1.087814416,,,,,,,,,,,,
2.636,-0.19746255,-1.080040277,,,,,,,,,,,,
2.637,-0.198538685,-1.072223501,,,,,,,,,,,,
2.638,-0.199606983,-1.064364394,,,,,,,,,,,,
2.639,-0.2006674,-1.056463269,,,,,,,,,,,,
2.64,-0.201719895,-1.048520436,,,,,,,,,,,,
2.641,-0.202764427,-1.040536209,,,,,,,,,,,,
2.642,-0.203800954,-1.032510904,,,,,,,,,,,,
2.643,-0.204829435,-1.024444837,,,,,,,,,,,,
2.644,-0.20584983,-1.016338326,,,,,,,,,,,,
2.645,-0.206862099,-1.008191692,,,,,,,,,,,,
2.646,-0.2078662,-1.000005257,,,,,,,,,,,,
2.647,-0.208862096,-0.991779343,,,,,,,,,,,,
2.648,-0.209849746,-0.983514275,,,,,,,,,,,,
2.649,-0.210829111,-0.97521038,,,,,,,,,,,,
2.65,-0.211800154,-0.966867985,,,,,,,,,,,,
2.651,-0.212762835,-0.95848742,,,,,,,,,,,,
2.652,-0.213717116,-0.950069016,,,,,,,,,,,,
2.653,-0.21466296,-0.941613104,,,,,,,,,,,,
2.654,-0.21560033,-0.933120019,,,,,,,,,,,,
2.655,-0.216529188,-0.924590097,,,,,,,,,,,,
2.656,-0.217449498,-0.916023673,,,,,,,,,,,,
2.657,-0.218361223,-0.907421085,,,,,,,,,,,,
2.658,-0.219264328,-0.898782675,,,,,,,,,,,,
2.659,-0.220158777,-0.890108782,,,,,,,,,,,,
2.66,-0.221044534,-0.881399749,,,,,,,,,,,,
2.661,-0.221921565,-0.87265592,,,,,,,,,,,,
2.662,-0.222789834,-0.86387764,,,,,,,,,,,,
2.663,-0.223649309,-0.855065255,,,,,,,,,,,,
2.664,-0.224499954,-0.846219114,,,,,,,,,,,,
2.665,-0.225341736,-0.837339566,,,,,,,,,,,,
2.666,-0.226174622,-0.828426961,,,,,,,,,,,,
2.667,-0.226998579,-0.819481651,,,,,,,,,,,,
2.668,-0.227813574,-0.81050399,,,,,,,,,,,,
2.669,-0.228619576,-0.801494331,,,,,,,,,,,,
2.67,-0.229416552,-0.79245303,,,,,,,,,,,,
2.671,-0.230204472,-0.783380445,,,,,,,,,,,,
2.672,-0.230983303,-0.774276933,,,,,,,,,,,,
2.673,-0.231753015,-0.765142855,,,,,,,,,,,,
2.674,-0.232513579,-0.755978569,,,,,,,,,,,,
2.675,-0.233264963,-0.746784439,,,,,,,,,,,,
2.676,-0.234007138,-0.737560827,,,,,,,,,,,,
2.677,-0.234740075,-0.728308098,,,,,,,,,,,,
2.678,-0.235463744,-0.719026616,,,,,,,,,,,,
2.679,-0.236178118,-0.709716748,,,,,,,,,,,,
2.68,-0.236883168,-0.700378862,,,,,,,,,,,,
2.681,-0.237578867,-0.691013326,,,,,,,,,,,,
2.682,-0.238265186,-0.68162051,,,,,,,,,,,,
2.683,-0.238942099,-0.672200784,,,,,,,,,,,,
2.684,-0.239609579,-0.662754522,,,,,,,,,,,,
2.685,-0.240267599,-0.653282095,,,,,,,,,,,,
2.686,-0.240916134,-0.643783877,,,,,,,,,,,,
2.687,-0.241555158,-0.634260245,,,,,,,,,,,,
2.688,-0.242184646,-0.624711572,,,,,,,,,,,,
2.689,-0.242804573,-0.615138237,,,,,,,,,,,,
2.69,-0.243414915,-0.605540618,,,,,,,,,,,,
2.691,-0.244015647,-0.595919092,,,,,,,,,,,,
2.692,-0.244606745,-0.586274041,,,,,,,,,,,,
2.693,-0.245188187,-0.576605845,,,,,,,,,,,,
2.694,-0.245759949,-0.566914885,,,,,,,,,,,,
2.695,-0.246322009,-0.557201545,,,,,,,,,,,,
2.696,-0.246874345,-0.547466207,,,,,,,,,,,,
2.697,-0.247416935,-0.537709256,,,,,,,,,,,,
2.698,-0.247949756,-0.527931077,,,,,,,,,,,,
2.699,-0.24847279,-0.518132057,,,,,,,,,,,,
2.7,-0.248986014,-0.508312581,,,,,,,,,,,,
2.701,-0.249489408,-0.498473038,,,,,,,,,,,,
2.702,-0.249982953,-0.488613817,,,,,,,,,,,,
2.703,-0.250466629,-0.478735306,,,,,,,,,,,,
2.704,-0.250940418,-0.468837895,,,,,,,,,,,,
2.705,-0.251404299,-0.458921975,,,,,,,,,,,,
2.706,-0.251858255,-0.448987937,,,,,,,,,,,,
2.707,-0.252302269,-0.439036175,,,,,,,,,,,,
2.708,-0.252736322,-0.42906708,,,,,,,,,,,,
2.709,-0.253160397,-0.419081046,,,,,,,,,,,,
2.71,-0.253574479,-0.409078467,,,,,,,,,,,,
2.711,-0.253978549,-0.399059739,,,,,,,,,,,,
2.712,-0.254372593,-0.389025257,,,,,,,,,,,,
2.713,-0.254756594,-0.378975417,,,,,,,,,,,,
2.714,-0.255130539,-0.368910615,,,,,,,,,,,,
2.715,-0.255494411,-0.358831249,,,,,,,,,,,,
2.716,-0.255848196,-0.348737718,,,,,,,,,,,,
2.717,-0.256191882,-0.338630418,,,,,,,,,,,,
2.718,-0.256525453,-0.32850975,,,,,,,,,,,,
2.719,-0.256848897,-0.318376114,,,,,,,,,,,,
2.72,-0.257162201,-0.308229908,,,,,,,,,,,,
2.721,-0.257465353,-0.298071534,,,,,,,,,,,,
2.722,-0.25775834,-0.287901392,,,,,,,,,,,,
2.723,-0.258041152,-0.277719885,,,,,,,,,,,,
2.724,-0.258313776,-0.267527414,,,,,,,,,,,,
2.725,-0.258576203,-0.257324381,,,,,,,,,,,,
2.726,-0.258828422,-0.247111189,,,,,,,,,,,,
2.727,-0.259070422,-0.236888242,,,,,,,,,,,,
2.728,-0.259302195,-0.226655943,,,,,,,,,,,,
2.729,-0.259523731,-0.216414696,,,,,,,,,,,,
2.73,-0.259735021,-0.206164906,,,,,,,,,,,,
2.731,-0.259936058,-0.195906976,,,,,,,,,,,,
2.732,-0.260126833,-0.185641312,,,,,,,,,,,,
2.733,-0.260307338,-0.17536832,,,,,,,,,,,,
2.734,-0.260477567,-0.165088404,,,,,,,,,,,,
2.735,-0.260637513,-0.154801971,,,,,,,,,,,,
2.736,-0.260787169,-0.144509426,,,,,,,,,,,,
2.737,-0.26092653,-0.134211177,,,,,,,,,,,,
2.738,-0.26105559,-0.123907629,,,,,,,,,,,,
2.739,-0.261174343,-0.113599189,,,,,,,,,,,,
2.74,-0.261282787,-0.103286265,,,,,,,,,,,,
2.741,-0.261380915,-0.092969263,,,,,,,,,,,,
2.742,-0.261468724,-0.082648591,,,,,,,,,,,,
2.743,-0.261546211,-0.072324656,,,,,,,,,,,,
2.744,-0.261613372,-0.061997865,,,,,,,,,,,,
2.745,-0.261670206,-0.051668628,,,,,,,,,,,,
2.746,-0.261716709,-0.04133735,,,,,,,,,,,,
2.747,-0.26175288,-0.031004441,,,,,,,,,,,,
2.748,-0.261778717,-0.020670307,,,,,,,,,,,,
2.749,-0.26179422,-0.010335358,,,,,,,,,,,,
2.75,-0.261799388,-4.03E-15,,,,,,,,,,,,
2.751,-0.26179422,0.010335358,,,,,,,,,,,,
2.752,-0.261778717,0.020670307,,,,,,,,,,,,
2.753,-0.26175288,0.031004441,,,,,,,,,,,,
2.754,-0.261716709,0.04133735,,,,,,,,,,,,
2.755,-0.261670206,0.051668628,,,,,,,,,,,,
2.756,-0.261613372,0.061997865,,,,,,,,,,,,
2.757,-0.261546211,0.072324656,,,,,,,,,,,,
2.758,-0.261468724,0.082648591,,,,,,,,,,,,
2.759,-0.261380915,0.092969263,,,,,,,,,,,,
2.76,-0.261282787,0.103286265,,,,,,,,,,,,
2.761,-0.261174343,0.113599189,,,,,,,,,,,,
2.762,-0.26105559,0.123907629,,,,,,,,,,,,
2.763,-0.26092653,0.134211177,,,,,,,,,,,,
2.764,-0.260787169,0.144509426,,,,,,,,,,,,
2.765,-0.260637513,0.154801971,,,,,,,,,,,,
2.766,-0.260477567,0.165088404,,,,,,,,,,,,
2.767,-0.260307338,0.17536832,,,,,,,,,,,,
2.768,-0.260126833,0.185641312,,,,,,,,,,,,
2.769,-0.259936058,0.195906976,,,,,,,,,,,,
2.77,-0.259735021,0.206164906,,,,,,,,,,,,
2.771,-0.259523731,0.216414696,,,,,,,,,,,,
2.772,-0.259302195,0.226655943,,,,,,,,,,,,
2.773,-0.259070422,0.236888242,,,,,,,,,,,,
2.774,-0.258828422,0.247111189,,,,,,,,,,,,
2.775,-0.258576203,0.257324381,,,,,,,,,,,,
2.776,-0.258313776,0.267527414,,,,,,,,,,,,
2.777,-0.258041152,0.277719885,,,,,,,,,,,,
2.778,-0.25775834,0.287901392,,,,,,,,,,,,
2.779,-0.257465353,0.298071534,,,,,,,,,,,,
2.78,-0.257162201,0.308229908,,,,,,,,,,,,
2.781,-0.256848897,0.318376114,,,,,,,,,,,,
2.782,-0.256525453,0.32850975,,,,,,,,,,,,
2.783,-0.256191882,0.338630418,,,,,,,,,,,,
2.784,-0.255848196,0.348737718,,,,,,,,,,,,
2.785,-0.255494411,0.358831249,,,,,,,,,,,,
2.786,-0.255130539,0.368910615,,,,,,,,,,,,
2.787,-0.254756594,0.378975417,,,,,,,,,,,,
2.788,-0.254372593,0.389025257,,,,,,,,,,,,
2.789,-0.253978549,0.399059739,,,,,,,,,,,,
2.79,-0.253574479,0.409078467,,,,,,,,,,,,
2.791,-0.253160397,0.419081046,,,,,,,,,,,,
2.792,-0.252736322,0.42906708,,,,,,,,,,,,
2.793,-0.252302269,0.439036175,,,,,,,,,,,,
2.794,-0.251858255,0.448987937,,,,,,,,,,,,
2.795,-0.251404299,0.458921975,,,,,,,,,,,,
2.796,-0.250940418,0.468837895,,,,,,,,,,,,
2.797,-0.250466629,0.478735306,,,,,,,,,,,,
2.798,-0.249982953,0.488613817,,,,,,,,,,,,
2.799,-0.249489408,0.498473038,,,,,,,,,,,,
2.8,-0.248986014,0.508312581,,,,,,,,,,,,
2.801,-0.24847279,0.518132057,,,,,,,,,,,,
2.802,-0.247949756,0.527931077,,,,,,,,,,,,
2.803,-0.247416935,0.537709256,,,,,,,,,,,,
2.804,-0.246874345,0.547466207,,,,,,,,,,,,
2.805,-0.246322009,0.557201545,,,,,,,,,,,,
2.806,-0.245759949,0.566914885,,,,,,,,,,,,
2.807,-0.245188187,0.576605845,,,,,,,,,,,,
2.808,-0.244606745,0.586274041,,,,,,,,,,,,
2.809,-0.244015647,0.595919092,,,,,,,,,,,,
2.81,-0.243414915,0.605540618,,,,,,,,,,,,
2.811,-0.242804573,0.615138237,,,,,,,,,,,,
2.812,-0.242184646,0.624711572,,,,,,,,,,,,
2.813,-0.241555158,0.634260245,,,,,,,,,,,,
2.814,-0.240916134,0.643783877,,,,,,,,,,,,
2.815,-0.240267599,0.653282095,,,,,,,,,,,,
2.816,-0.239609579,0.662754522,,,,,,,,,,,,
2.817,-0.238942099,0.672200784,,,,,,,,,,,,
2.818,-0.238265186,0.68162051,,,,,,,,,,,,
2.819,-0.237578867,0.691013326,,,,,,,,,,,,
2.82,-0.236883168,0.700378862,,,,,,,,,,,,
2.821,-0.236178118,0.709716748,,,,,,,,,,,,
2.822,-0.235463744,0.719026616,,,,,,,,,,,,
2.823,-0.234740075,0.728308098,,,,,,,,,,,,
2.824,-0.234007138,0.737560827,,,,,,,,,,,,
2.825,-0.233264963,0.746784439,,,,,,,,,,,,
2.826,-0.232513579,0.755978569,,,,,,,,,,,,
2.827,-0.231753015,0.765142855,,,,,,,,,,,,
2.828,-0.230983303,0.774276933,,,,,,,,,,,,
2.829,-0.230204472,0.783380445,,,,,,,,,,,,
2.83,-0.229416552,0.79245303,,,,,,,,,,,,
2.831,-0.228619576,0.801494331,,,,,,,,,,,,
2.832,-0.227813574,0.81050399,,,,,,,,,,,,
2.833,-0.226998579,0.819481651,,,,,,,,,,,,
2.834,-0.226174622,0.828426961,,,,,,,,,,,,
2.835,-0.225341736,0.837339566,,,,,,,,,,,,
2.836,-0.224499954,0.846219114,,,,,,,,,,,,
2.837,-0.223649309,0.855065255,,,,,,,,,,,,
2.838,-0.222789834,0.86387764,,,,,,,,,,,,
2.839,-0.221921565,0.87265592,,,,,,,,,,,,
2.84,-0.221044534,0.881399749,,,,,,,,,,,,
2.841,-0.220158777,0.890108782,,,,,,,,,,,,
2.842,-0.219264328,0.898782675,,,,,,,,,,,,
2.843,-0.218361223,0.907421085,,,,,,,,,,,,
2.844,-0.217449498,0.916023673,,,,,,,,,,,,
2.845,-0.216529188,0.924590097,,,,,,,,,,,,
2.846,-0.21560033,0.933120019,,,,,,,,,,,,
2.847,-0.21466296,0.941613104,,,,,,,,,,,,
2.848,-0.213717116,0.950069016,,,,,,,,,,,,
2.849,-0.212762835,0.95848742,,,,,,,,,,,,
2.85,-0.211800154,0.966867985,,,,,,,,,,,,
2.851,-0.210829111,0.97521038,,,,,,,,,,,,
2.852,-0.209849746,0.983514275,,,,,,,,,,,,
2.853,-0.208862096,0.991779343,,,,,,,,,,,,
2.854,-0.2078662,1.000005257,,,,,,,,,,,,
2.855,-0.206862099,1.008191692,,,,,,,,,,,,
2.856,-0.20584983,1.016338326,,,,,,,,,,,,
2.857,-0.204829435,1.024444837,,,,,,,,,,,,
2.858,-0.203800954,1.032510904,,,,,,,,,,,,
2.859,-0.202764427,1.040536209,,,,,,,,,,,,
2.86,-0.201719895,1.048520436,,,,,,,,,,,,
2.861,-0.2006674,1.056463269,,,,,,,,,,,,
2.862,-0.199606983,1.064364394,,,,,,,,,,,,
2.863,-0.198538685,1.072223501,,,,,,,,,,,,
2.864,-0.19746255,1.080040277,,,,,,,,,,,,
2.865,-0.196378619,1.087814416,,,,,,,,,,,,
2.866,-0.195286935,1.09554561,,,,,,,,,,,,
2.867,-0.194187542,1.103233553,,,,,,,,,,,,
2.868,-0.193080483,1.110877943,,,,,,,,,,,,
2.869,-0.191965801,1.118478477,,,,,,,,,,,,
2.87,-0.19084354,1.126034855,,,,,,,,,,,,
2.871,-0.189713746,1.133546779,,,,,,,,,,,,
2.872,-0.188576462,1.141013953,,,,,,,,,,,,
2.873,-0.187431733,1.148436082,,,,,,,,,,,,
2.874,-0.186279605,1.155812872,,,,,,,,,,,,
2.875,-0.185120122,1.163144033,,,,,,,,,,,,
2.876,-0.183953332,1.170429275,,,,,,,,,,,,
2.877,-0.182779279,1.177668311,,,,,,,,,,,,
2.878,-0.181598011,1.184860854,,,,,,,,,,,,
2.879,-0.180409573,1.19200662,,,,,,,,,,,,
2.88,-0.179214013,1.199105329,,,,,,,,,,,,
2.881,-0.178011378,1.206156699,,,,,,,,,,,,
2.882,-0.176801716,1.213160451,,,,,,,,,,,,
2.883,-0.175585073,1.220116311,,,,,,,,,,,,
2.884,-0.174361499,1.227024002,,,,,,,,,,,,
2.885,-0.173131041,1.233883252,,,,,,,,,,,,
2.886,-0.171893749,1.240693791,,,,,,,,,,,,
2.887,-0.17064967,1.247455349,,,,,,,,,,,,
2.888,-0.169398855,1.25416766,,,,,,,,,,,,
2.889,-0.168141351,1.260830459,,,,,,,,,,,,
2.89,-0.16687721,1.267443482,,,,,,,,,,,,
2.891,-0.165606481,1.274006469,,,,,,,,,,,,
2.892,-0.164329214,1.28051916,,,,,,,,,,,,
2.893,-0.16304546,1.286981298,,,,,,,,,,,,
2.894,-0.161755268,1.293392628,,,,,,,,,,,,
2.895,-0.160458691,1.299752898,,,,,,,,,,,,
2.896,-0.15915578,1.306061855,,,,,,,,,,,,
2.897,-0.157846585,1.312319252,,,,,,,,,,,,
2.898,-0.156531159,1.31852484,,,,,,,,,,,,
2.899,-0.155209553,1.324678376,,,,,,,,,,,,
2.9,-0.153881819,1.330779615,,,,,,,,,,,,
2.901,-0.152548011,1.336828317,,,,,,,,,,,,
2.902,-0.15120818,1.342824244,,,,,,,,,,,,
2.903,-0.14986238,1.348767158,,,,,,,,,,,,
2.904,-0.148510664,1.354656825,,,,,,,,,,,,
2.905,-0.147153084,1.360493013,,,,,,,,,,,,
2.906,-0.145789695,1.36627549,,,,,,,,,,,,
2.907,-0.144420551,1.37200403,,,,,,,,,,,,
2.908,-0.143045705,1.377678405,,,,,,,,,,,,
2.909,-0.141665213,1.383298392,,,,,,,,,,,,
2.91,-0.140279127,1.388863768,,,,,,,,,,,,
2.911,-0.138887503,1.394374315,,,,,,,,,,,,
2.912,-0.137490397,1.399829814,,,,,,,,,,,,
2.913,-0.136087862,1.40523005,,,,,,,,,,,,
2.914,-0.134679955,1.41057481,,,,,,,,,,,,
2.915,-0.133266731,1.415863883,,,,,,,,,,,,
2.916,-0.131848246,1.42109706,,,,,,,,,,,,
2.917,-0.130424556,1.426274135,,,,,,,,,,,,
2.918,-0.128995716,1.431394902,,,,,,,,,,,,
2.919,-0.127561785,1.436459161,,,,,,,,,,,,
2.92,-0.126122817,1.441466711,,,,,,,,,,,,
2.921,-0.12467887,1.446417354,,,,,,,,,,,,
2.922,-0.123230001,1.451310895,,,,,,,,,,,,
2.923,-0.121776267,1.456147141,,,,,,,,,,,,
2.924,-0.120317726,1.460925901,,,,,,,,,,,,
2.925,-0.118854435,1.465646985,,,,,,,,,,,,
2.926,-0.117386451,1.470310209,,,,,,,,,,,,
2.927,-0.115913834,1.474915387,,,,,,,,,,,,
2.928,-0.11443664,1.479462338,,,,,,,,,,,,
2.929,-0.112954929,1.483950883,,,,,,,,,,,,
2.93,-0.111468758,1.488380843,,,,,,,,,,,,
2.931,-0.109978187,1.492752045,,,,,,,,,,,,
2.932,-0.108483273,1.497064316,,,,,,,,,,,,
2.933,-0.106984078,1.501317485,,,,,,,,,,,,
2.934,-0.105480658,1.505511384,,,,,,,,,,,,
2.935,-0.103973075,1.509645849,,,,,,,,,,,,
2.936,-0.102461386,1.513720715,,,,,,,,,,,,
2.937,-0.100945653,1.517735822,,,,,,,,,,,,
2.938,-0.099425935,1.521691012,,,,,,,,,,,,
2.939,-0.097902291,1.525586128,,,,,,,,,,,,
2.94,-0.096374783,1.529421016,,,,,,,,,,,,
2.941,-0.094843469,1.533195526,,,,,,,,,,,,
2.942,-0.093308412,1.536909507,,,,,,,,,,,,
2.943,-0.09176967,1.540562814,,,,,,,,,,,,
2.944,-0.090227306,1.544155302,,,,,,,,,,,,
2.945,-0.08868138,1.54768683,,,,,,,,,,,,
2.946,-0.087131953,1.551157257,,,,,,,,,,,,
2.947,-0.085579086,1.554566448,,,,,,,,,,,,
2.948,-0.084022841,1.557914267,,,,,,,,,,,,
2.949,-0.082463278,1.561200582,,,,,,,,,,,,
2.95,-0.08090046,1.564425263,,,,,,,,,,,,
2.951,-0.079334448,1.567588184,,,,,,,,,,,,
2.952,-0.077765304,1.570689219,,,,,,,,,,,,
2.953,-0.07619309,1.573728246,,,,,,,,,,,,
2.954,-0.074617868,1.576705145,,,,,,,,,,,,
2.955,-0.073039701,1.579619798,,,,,,,,,,,,
2.956,-0.07145865,1.58247209,,,,,,,,,,,,
2.957,-0.069874777,1.585261909,,,,,,,,,,,,
2.958,-0.068288147,1.587989145,,,,,,,,,,,,
2.959,-0.06669882,1.59065369,,,,,,,,,,,,
2.96,-0.06510686,1.593255438,,,,,,,,,,,,
2.961,-0.06351233,1.595794288,,,,,,,,,,,,
2.962,-0.061915293,1.598270138,,,,,,,,,,,,
2.963,-0.060315811,1.600682891,,,,,,,,,,,,
2.964,-0.058713948,1.603032452,,,,,,,,,,,,
2.965,-0.057109767,1.605318728,,,,,,,,,,,,
2.966,-0.055503332,1.607541629,,,,,,,,,,,,
2.967,-0.053894705,1.609701067,,,,,,,,,,,,
2.968,-0.052283951,1.611796956,,,,,,,,,,,,
2.969,-0.050671132,1.613829215,,,,,,,,,,,,
2.97,-0.049056313,1.615797762,,,,,,,,,,,,
2.971,-0.047439558,1.617702521,,,,,,,,,,,,
2.972,-0.04582093,1.619543415,,,,,,,,,,,,
2.973,-0.044200492,1.621320372,,,,,,,,,,,,
2.974,-0.04257831,1.623033323,,,,,,,,,,,,
2.975,-0.040954447,1.624682199,,,,,,,,,,,,
2.976,-0.039328967,1.626266935,,,,,,,,,,,,
2.977,-0.037701935,1.627787469,,,,,,,,,,,,
2.978,-0.036073414,1.629243741,,,,,,,,,,,,
2.979,-0.034443469,1.630635693,,,,,,,,,,,,
2.98,-0.032812164,1.63196327,,,,,,,,,,,,
2.981,-0.031179564,1.633226421,,,,,,,,,,,,
2.982,-0.029545732,1.634425094,,,,,,,,,,,,
2.983,-0.027910735,1.635559243,,,,,,,,,,,,
2.984,-0.026274636,1.636628823,,,,,,,,,,,,
2.985,-0.024637499,1.637633791,,,,,,,,,,,,
2.986,-0.022999389,1.638574109,,,,,,,,,,,,
2.987,-0.021360372,1.639449738,,,,,,,,,,,,
2.988,-0.019720512,1.640260645,,,,,,,,,,,,
2.989,-0.018079872,1.641006797,,,,,,,,,,,,
2.99,-0.01643852,1.641688165,,,,,,,,,,,,
2.991,-0.014796518,1.642304722,,,,,,,,,,,,
2.992,-0.013153932,1.642856444,,,,,,,,,,,,
2.993,-0.011510826,1.643343308,,,,,,,,,,,,
2.994,-0.009867267,1.643765296,,,,,,,,,,,,
2.995,-0.008223317,1.644122391,,,,,,,,,,,,
2.996,-0.006579044,1.644414579,,,,,,,,,,,,
2.997,-0.00493451,1.644641848,,,,,,,,,,,,
2.998,-0.003289782,1.64480419,,,,,,,,,,,,
2.999,-0.001644923,1.644901597,,,,,,,,,,,,
3,-1.92E-16,1.644934067,,,,,,,,,,,,
3.001,0.001644923,1.644901597,,,,,,,,,,,,
3.002,0.003289782,1.64480419,,,,,,,,,,,,
3.003,0.00493451,1.644641848,,,,,,,,,,,,
3.004,0.006579044,1.644414579,,,,,,,,,,,,
3.005,0.008223317,1.644122391,,,,,,,,,,,,
3.006,0.009867267,1.643765296,,,,,,,,,,,,
3.007,0.011510826,1.643343308,,,,,,,,,,,,
3.008,0.013153932,1.642856444,,,,,,,,,,,,
3.009,0.014796518,1.642304722,,,,,,,,,,,,
3.01,0.01643852,1.641688165,,,,,,,,,,,,
3.011,0.018079872,1.641006797,,,,,,,,,,,,
3.012,0.019720512,1.640260645,,,,,,,,,,,,
3.013,0.021360372,1.639449738,,,,,,,,,,,,
3.014,0.022999389,1.638574109,,,,,,,,,,,,
3.015,0.024637499,1.637633791,,,,,,,,,,,,
3.016,0.026274636,1.636628823,,,,,,,,,,,,
3.017,0.027910735,1.635559243,,,,,,,,,,,,
3.018,0.029545732,1.634425094,,,,,,,,,,,,
3.019,0.031179564,1.633226421,,,,,,,,,,,,
3.02,0.032812164,1.63196327,,,,,,,,,,,,
3.021,0.034443469,1.630635693,,,,,,,,,,,,
3.022,0.036073414,1.629243741,,,,,,,,,,,,
3.023,0.037701935,1.627787469,,,,,,,,,,,,
3.024,0.039328967,1.626266935,,,,,,,,,,,,
3.025,0.040954447,1.624682199,,,,,,,,,,,,
3.026,0.04257831,1.623033323,,,,,,,,,,,,
3.027,0.044200492,1.621320372,,,,,,,,,,,,
3.028,0.04582093,1.619543415,,,,,,,,,,,,
3.029,0.047439558,1.617702521,,,,,,,,,,,,
3.03,0.049056313,1.615797762,,,,,,,,,,,,
3.031,0.050671132,1.613829215,,,,,,,,,,,,
3.032,0.052283951,1.611796956,,,,,,,,,,,,
3.033,0.053894705,1.609701067,,,,,,,,,,,,
3.034,0.055503332,1.607541629,,,,,,,,,,,,
3.035,0.057109767,1.605318728,,,,,,,,,,,,
3.036,0.058713948,1.603032452,,,,,,,,,,,,
3.037,0.060315811,1.600682891,,,,,,,,,,,,
3.038,0.061915293,1.598270138,,,,,,,,,,,,
3.039,0.06351233,1.595794288,,,,,,,,,,,,
3.04,0.06510686,1.593255438,,,,,,,,,,,,
3.041,0.06669882,1.59065369,,,,,,,,,,,,
3.042,0.068288147,1.587989145,,,,,,,,,,,,
3.043,0.069874777,1.585261909,,,,,,,,,,,,
3.044,0.07145865,1.58247209,,,,,,,,,,,,
3.045,0.073039701,1.579619798,,,,,,,,,,,,
3.046,0.074617868,1.576705145,,,,,,,,,,,,
3.047,0.07619309,1.573728246,,,,,,,,,,,,
3.048,0.077765304,1.570689219,,,,,,,,,,,,
3.049,0.079334448,1.567588184,,,,,,,,,,,,
3.05,0.08090046,1.564425263,,,,,,,,,,,,
3.051,0.082463278,1.561200582,,,,,,,,,,,,
3.052,0.084022841,1.557914267,,,,,,,,,,,,
3.053,0.085579086,1.554566448,,,,,,,,,,,,
3.054,0.087131953,1.551157257,,,,,,,,,,,,
3.055,0.08868138,1.54768683,,,,,,,,,,,,
3.056,0.090227306,1.544155302,,,,,,,,,,,,
3.057,0.09176967,1.540562814,,,,,,,,,,,,
3.058,0.093308412,1.536909507,,,,,,,,,,,,
3.059,0.094843469,1.533195526,,,,,,,,,,,,
3.06,0.096374783,1.529421016,,,,,,,,,,,,
3.061,0.097902291,1.525586128,,,,,,,,,,,,
3.062,0.099425935,1.521691012,,,,,,,,,,,,
3.063,0.100945653,1.517735822,,,,,,,,,,,,
3.064,0.102461386,1.513720715,,,,,,,,,,,,
3.065,0.103973075,1.509645849,,,,,,,,,,,,
3.066,0.105480658,1.505511384,,,,,,,,,,,,
3.067,0.106984078,1.501317485,,,,,,,,,,,,
3.068,0.108483273,1.497064316,,,,,,,,,,,,
3.069,0.109978187,1.492752045,,,,,,,,,,,,
3.07,0.111468758,1.488380843,,,,,,,,,,,,
3.071,0.112954929,1.483950883,,,,,,,,,,,,
3.072,0.11443664,1.479462338,,,,,,,,,,,,
3.073,0.115913834,1.474915387,,,,,,,,,,,,
3.074,0.117386451,1.470310209,,,,,,,,,,,,
3.075,0.118854435,1.465646985,,,,,,,,,,,,
3.076,0.120317726,1.460925901,,,,,,,,,,,,
3.077,0.121776267,1.456147141,,,,,,,,,,,,
3.078,0.123230001,1.451310895,,,,,,,,,,,,
3.079,0.12467887,1.446417354,,,,,,,,,,,,
3.08,0.126122817,1.441466711,,,,,,,,,,,,
3.081,0.127561785,1.436459161,,,,,,,,,,,,
3.082,0.128995716,1.431394902,,,,,,,,,,,,
3.083,0.130424556,1.426274135,,,,,,,,,,,,
3.084,0.131848246,1.42109706,,,,,,,,,,,,
3.085,0.133266731,1.415863883,,,,,,,,,,,,
3.086,0.134679955,1.41057481,,,,,,,,,,,,
3.087,0.136087862,1.40523005,,,,,,,,,,,,
3.088,0.137490397,1.399829814,,,,,,,,,,,,
3.089,0.138887503,1.394374315,,,,,,,,,,,,
3.09,0.140279127,1.388863768,,,,,,,,,,,,
3.091,0.141665213,1.383298392,,,,,,,,,,,,
3.092,0.143045705,1.377678405,,,,,,,,,,,,
3.093,0.144420551,1.37200403,,,,,,,,,,,,
3.094,0.145789695,1.36627549,,,,,,,,,,,,
3.095,0.147153084,1.360493013,,,,,,,,,,,,
3.096,0.148510664,1.354656825,,,,,,,,,,,,
3.097,0.14986238,1.348767158,,,,,,,,,,,,
3.098,0.15120818,1.342824244,,,,,,,,,,,,
3.099,0.152548011,1.336828317,,,,,,,,,,,,
3.1,0.153881819,1.330779615,,,,,,,,,,,,
3.101,0.155209553,1.324678376,,,,,,,,,,,,
3.102,0.156531159,1.31852484,,,,,,,,,,,,
3.103,0.157846585,1.312319252,,,,,,,,,,,,
3.104,0.15915578,1.306061855,,,,,,,,,,,,
3.105,0.160458691,1.299752898,,,,,,,,,,,,
3.106,0.161755268,1.293392628,,,,,,,,,,,,
3.107,0.16304546,1.286981298,,,,,,,,,,,,
3.108,0.164329214,1.28051916,,,,,,,,,,,,
