closetime,closetheta,omega,,,,,,time,Cd,real_moment,omega,theta,Cip,-0.17722321
0.595,-0.147153084,-1.360493013,,,,,,2.376,-1.823426248,0.342227733,-1.170429275,0.182779279,8.025513071,
0.596,-0.148510664,-1.354656825,,,,,,2.38,-1.795745107,0.34752182,-1.199105329,0.178011378,8.349334116,
0.597,-0.14986238,-1.348767158,,,,,,2.384,-1.746925978,0.348632656,-1.227024002,0.173131041,8.571040598,
0.598,-0.15120818,-1.342824244,,,,,,2.388,-1.706335478,0.351975903,-1.25416766,0.168141351,8.844656279,
0.599,-0.152548011,-1.336828317,,,,,,2.392,-1.662511657,0.355936597,-1.28051916,0.16304546,9.132110438,
0.6,-0.153881819,-1.330779615,,,,,,2.396,-1.617832643,0.355309629,-1.306061855,0.157846585,9.297863204,
0.601,-0.155209553,-1.324678376,,,,,,2.4,-1.565013648,0.359914736,-1.330779615,0.152548011,9.596617792,
0.602,-0.156531159,-1.31852484,,,,,,2.404,-1.513967062,0.359515117,-1.354656825,0.147153084,9.757956449,
0.603,-0.157846585,-1.312319252,,,,,,2.408,-1.458135326,0.364026023,-1.377678405,0.141665213,10.04830276,
0.604,-0.15915578,-1.306061855,,,,,,2.412,-1.402834665,0.361708892,-1.399829814,0.136087862,10.1448786,
0.605,-0.160458691,-1.299752898,,,,,,2.416,-1.341619202,0.363042242,-1.42109706,0.130424556,10.33697182,
0.606,-0.161755268,-1.293392628,,,,,,2.42,-1.278513826,0.368527059,-1.441466711,0.12467887,10.64354814,
0.607,-0.16304546,-1.286981298,,,,,,2.424,-1.21638256,0.367051877,-1.460925901,0.118854435,10.74405116,
0.608,-0.164329214,-1.28051916,,,,,,2.428,-1.151467937,0.370807861,-1.479462338,0.112954929,10.99171038,
0.609,-0.165606481,-1.274006469,,,,,,2.432,-1.088037407,0.367001905,-1.497064316,0.106984078,11.00832411,
0.61,-0.16687721,-1.267443482,,,,,,2.436,-1.009381108,0.372611478,-1.513720715,0.100945653,11.30093594,
0.611,-0.168141351,-1.260830459,,,,,,2.44,-0.945182642,0.368999597,-1.529421016,0.094843469,11.30746821,
0.612,-0.169398855,-1.25416766,,,,,,2.444,-0.868638559,0.371113017,-1.544155302,0.08868138,11.48178988,
0.613,-0.17064967,-1.247455349,,,,,,2.448,-0.799093599,0.371527908,-1.557914267,0.082463278,11.59704727,
0.614,-0.171893749,-1.240693791,,,,,,2.452,-0.726915829,0.368777903,-1.570689219,0.07619309,11.60559961,
0.615,-0.173131041,-1.233883252,,,,,,2.456,-0.66102719,0.366636131,-1.58247209,0.069874777,11.62475343,
0.616,-0.174361499,-1.227024002,,,,,,2.46,-0.58600295,0.36493221,-1.593255438,0.06351233,11.64957378,
0.617,-0.175585073,-1.220116311,,,,,,2.464,-0.530125813,0.359559316,-1.603032452,0.057109767,11.54849233,
0.618,-0.176801716,-1.213160451,,,,,,2.468,-0.447065307,0.359141688,-1.611796956,0.050671132,11.59814626,
0.619,-0.178011378,-1.206156699,,,,,,2.472,-0.38808674,0.35448152,-1.619543415,0.044200492,11.50266904,
0.62,-0.179214013,-1.199105329,,,,,,2.476,-0.319369839,0.351159617,-1.626266935,0.037701935,11.4421814,
0.621,-0.180409573,-1.19200662,,,,,,2.48,-0.238020995,0.349213009,-1.63196327,0.031179564,11.41860959,
0.622,-0.181598011,-1.184860854,,,,,,2.484,-0.185444462,0.343458738,-1.636628823,0.024637499,11.26256201,
0.623,-0.182779279,-1.177668311,,,,,,2.488,-0.112401469,0.340133497,-1.640260645,0.018079872,11.17827269,
0.624,-0.183953332,-1.170429275,,,,,,2.492,-0.049350148,0.336496771,-1.642856444,0.011510826,11.07625502,
0.625,-0.185120122,-1.163144033,,,,,,2.496,0.001709311,0.329171463,-1.644414579,0.00493451,10.84540879,
0.626,-0.186279605,-1.155812872,,,,,,2.5,0.067600349,0.324392559,-1.644934067,-0.001644923,10.69133182,
0.627,-0.187431733,-1.148436082,,,,,,2.504,0.125037368,0.319998453,-1.644414579,-0.008223317,10.54318016,
0.628,-0.188576462,-1.141013953,,,,,,2.508,0.172610035,0.312846359,-1.642856444,-0.014796518,10.29776913,
0.629,-0.189713746,-1.133546779,,,,,,2.512,0.240928928,0.309316801,-1.640260645,-0.021360372,10.16550141,
0.63,-0.19084354,-1.126034855,,,,,,2.516,0.274220643,0.300713539,-1.636628823,-0.027910735,9.860878492,
0.631,-0.191965801,-1.118478477,,,,,,2.52,0.332236952,0.295746439,-1.63196327,-0.034443469,9.670353148,
0.632,-0.193080483,-1.110877943,,,,,,2.524,0.360226876,0.287849334,-1.626266935,-0.040954447,9.379279781,
0.633,-0.194187542,-1.103233553,,,,,,2.528,0.405402426,0.281478051,-1.619543415,-0.047439558,9.133759251,
0.634,-0.195286935,-1.09554561,,,,,,2.532,0.449537056,0.274530079,-1.611796956,-0.053894705,8.865693157,
0.635,-0.196378619,-1.087814416,,,,,,2.536,0.470440786,0.266276808,-1.603032452,-0.060315811,8.552401613,
0.636,-0.19746255,-1.080040277,,,,,,2.54,0.502717279,0.259192105,-1.593255438,-0.06669882,8.274077942,
0.637,-0.198538685,-1.072223501,,,,,,2.544,0.527861595,0.251077446,-1.58247209,-0.073039701,7.960790442,
0.638,-0.199606983,-1.064364394,,,,,,2.548,0.548793261,0.242542923,-1.570689219,-0.079334448,7.632930352,
0.639,-0.2006674,-1.056463269,,,,,,2.552,0.565807992,0.234602771,-1.557914267,-0.085579086,7.323001491,
0.64,-0.201719895,-1.048520436,,,,,,2.556,0.580511858,0.225834649,-1.544155302,-0.09176967,6.987052109,
0.641,-0.202764427,-1.040536209,,,,,,2.56,0.573585721,0.215944262,-1.529421016,-0.097902291,6.617304987,
0.642,-0.203800954,-1.032510904,,,,,,2.564,0.596323633,0.208809145,-1.513720715,-0.103973075,6.332973911,
0.643,-0.204829435,-1.024444837,,,,,,2.568,0.585482539,0.198478343,-1.497064316,-0.109978187,5.953413049,
0.644,-0.20584983,-1.016338326,,,,,,2.572,0.58238415,0.18983198,-1.479462338,-0.115913834,5.627114118,
0.645,-0.206862099,-1.008191692,,,,,,2.576,0.577889962,0.180598895,-1.460925901,-0.121776267,5.286347503,
0.646,-0.2078662,-1.000005257,,,,,,2.58,0.550311321,0.170207108,-1.441466711,-0.127561785,4.915806045,
0.647,-0.208862096,-0.991779343,,,,,,2.584,0.548159554,0.161698387,-1.42109706,-0.133266731,4.604069375,
0.648,-0.209849746,-0.983514275,,,,,,2.588,0.514141189,0.151063141,-1.399829814,-0.138887503,4.236880144,
0.649,-0.210829111,-0.97521038,,,,,,2.592,0.497671563,0.141852062,-1.377678405,-0.144420551,3.915578495,
0.65,-0.211800154,-0.966867985,,,,,,2.596,0.462806455,0.13228661,-1.354656825,-0.14986238,3.590522112,
0.651,-0.212762835,-0.95848742,,,,,,2.6,0.442220903,0.123027767,-1.330779615,-0.155209553,3.280361529,
0.652,-0.213717116,-0.950069016,,,,,,2.604,0.396191369,0.112427933,-1.306061855,-0.160458691,2.942052384,
0.653,-0.21466296,-0.941613104,,,,,,2.608,0.367312544,0.103756232,-1.28051916,-0.165606481,2.662028521,
0.654,-0.21560033,-0.933120019,,,,,,2.612,0.319364434,0.09349213,-1.25416766,-0.17064967,2.349324895,
0.655,-0.216529188,-0.924590097,,,,,,2.616,0.277713507,0.083894093,-1.227024002,-0.175585073,2.062513829,
0.656,-0.217449498,-0.916023673,,,,,,2.62,0.235551791,0.074865452,-1.199105329,-0.180409573,1.79866885,
0.657,-0.218361223,-0.907421085,,,,,,2.624,0.177452796,0.064794519,-1.170429275,-0.185120122,1.519483111,
0.658,-0.219264328,-0.898782675,,,,,,2.628,0.135565718,0.055499057,-1.141013953,-0.189713746,1.268787786,
0.659,-0.220158777,-0.890108782,,,,,,2.632,0.068237481,0.045634367,-1.110877943,-0.194187542,1.015712522,
0.66,-0.221044534,-0.881399749,,,,,,2.636,0.023235911,0.037067186,-1.080040277,-0.198538685,0.802124906,
0.661,-0.221921565,-0.87265592,,,,,,2.64,-0.033851072,0.027509475,-1.048520436,-0.202764427,0.57792521,
0.662,-0.222789834,-0.86387764,,,,,,2.644,-0.093721553,0.018356081,-1.016338326,-0.206862099,0.373792596,
0.663,-0.223649309,-0.855065255,,,,,,2.648,-0.155684313,0.009498965,-0.983514275,-0.210829111,0.187184279,
0.664,-0.224499954,-0.846219114,,,,,,2.652,-0.213076993,0.000691283,-0.950069016,-0.21466296,0.013159009,
0.665,-0.225341736,-0.837339566,,,,,,2.656,-0.27376932,-0.007859249,-0.916023673,-0.218361223,-0.144244809,
0.666,-0.226174622,-0.828426961,,,,,,2.66,-0.338866968,-0.016635239,-0.881399749,-0.221921565,-0.293774707,
0.667,-0.226998579,-0.819481651,,,,,,2.664,-0.397779197,-0.024875732,-0.846219114,-0.225341736,-0.421765571,
0.668,-0.227813574,-0.81050399,,,,,,2.668,-0.463244057,-0.033130196,-0.81050399,-0.228619576,-0.538011535,
0.669,-0.228619576,-0.801494331,,,,,,2.672,-0.52118175,-0.04098509,-0.774276933,-0.231753015,-0.635820668,
0.67,-0.229416552,-0.79245303,,,,,,2.676,-0.584944118,-0.049050888,-0.737560827,-0.234740075,-0.724865031,
0.671,-0.230204472,-0.783380445,,,,,,2.68,-0.65035124,-0.056855684,-0.700378862,-0.237578867,-0.797846504,
0.672,-0.230983303,-0.774276933,,,,,,2.684,-0.705858151,-0.064117708,-0.662754522,-0.240267599,-0.851418578,
0.673,-0.231753015,-0.765142855,,,,,,2.688,-0.766753295,-0.07154399,-0.624711572,-0.242804573,-0.895499069,
0.674,-0.232513579,-0.755978569,,,,,,2.692,-0.829564381,-0.078962011,-0.586274041,-0.245188187,-0.927537111,
0.675,-0.233264963,-0.746784439,,,,,,2.696,-0.887293031,-0.086076257,-0.547466207,-0.247416935,-0.944176358,
0.676,-0.234007138,-0.737560827,,,,,,2.7,-0.946336933,-0.092953623,-0.508312581,-0.249489408,-0.946693973,
0.677,-0.234740075,-0.728308098,,,,,,2.704,-0.999389956,-0.099727389,-0.468837895,-0.251404299,-0.936805837,
0.678,-0.235463744,-0.719026616,,,,,,2.708,-1.057961451,-0.106308141,-0.42906708,-0.253160397,-0.913911514,
0.679,-0.236178118,-0.709716748,,,,,,2.712,-1.112441838,-0.112943203,-0.389025257,-0.254756594,-0.880339782,
0.68,-0.236883168,-0.700378862,,,,,,2.716,-1.164787224,-0.119303867,-0.348737718,-0.256191882,-0.833615673,
0.681,-0.237578867,-0.691013326,,,,,,2.72,-1.218319439,-0.125742185,-0.308229908,-0.257465353,-0.77654783,
0.682,-0.238265186,-0.68162051,,,,,,2.724,-1.27159902,-0.132309904,-0.267527414,-0.258576203,-0.709207103,
0.683,-0.238942099,-0.672200784,,,,,,2.728,-1.322591477,-0.138638621,-0.226655943,-0.259523731,-0.629598627,
0.684,-0.239609579,-0.662754522,,,,,,2.732,-1.372774593,-0.144999328,-0.185641312,-0.260307338,-0.539328102,
0.685,-0.240267599,-0.653282095,,,,,,2.736,-1.422592784,-0.151385974,-0.144509426,-0.26092653,-0.438322986,
0.686,-0.240916134,-0.643783877,,,,,,2.74,-1.471709827,-0.157871883,-0.103286265,-0.261380915,-0.326708017,
0.687,-0.241555158,-0.634260245,,,,,,2.744,-1.519016915,-0.164173921,-0.061997865,-0.261670206,-0.203935736,
0.688,-0.242184646,-0.624711572,,,,,,2.748,-1.567049521,-0.17063191,-0.020670307,-0.26179422,-0.070667481,
0.689,-0.242804573,-0.615138237,,,,,,2.752,-1.612191268,-0.176953987,0.020670307,-0.26175288,0.073285779,
0.69,-0.243414915,-0.605540618,,,,,,2.756,-1.657663213,-0.183352032,0.061997865,-0.261546211,0.227758656,
0.691,-0.244015647,-0.595919092,,,,,,2.76,-1.700857353,-0.189676056,0.103286265,-0.261174343,0.392525173,
0.692,-0.244606745,-0.586274041,,,,,,2.764,-1.742410661,-0.195940366,0.144509426,-0.260637513,0.567325783,
0.693,-0.245188187,-0.576605845,,,,,,2.768,-1.782524113,-0.202254794,0.185641312,-0.259936058,0.75229103,
0.694,-0.245759949,-0.566914885,,,,,,2.772,-1.821956283,-0.208652519,0.226655943,-0.259070422,0.947552262,
0.695,-0.246322009,-0.557201545,,,,,,2.776,-1.858573487,-0.214865612,0.267527414,-0.258041152,1.151721929,
0.696,-0.246874345,-0.547466207,,,,,,2.78,-1.892558822,-0.220968609,0.308229908,-0.256848897,1.364639033,
0.697,-0.247416935,-0.537709256,,,,,,2.784,-1.929301175,-0.227542354,0.348737718,-0.255494411,1.58991387,
0.698,-0.247949756,-0.527931077,,,,,,2.788,-1.962690033,-0.23400623,0.389025257,-0.253978549,1.823969818,
0.699,-0.24847279,-0.518132057,,,,,,2.792,-1.991855393,-0.240268759,0.42906708,-0.252302269,2.065546283,
0.7,-0.248986014,-0.508312581,,,,,,2.796,-2.019495743,-0.246359003,0.468837895,-0.250466629,2.314214311,
0.701,-0.249489408,-0.498473038,,,,,,2.8,-2.047411111,-0.252755563,0.508312581,-0.24847279,2.57421023,
0.702,-0.249982953,-0.488613817,,,,,,2.804,-2.073356004,-0.259119266,0.547466207,-0.246322009,2.842296968,
0.703,-0.250466629,-0.478735306,,,,,,2.808,-2.089592195,-0.264681156,0.586274041,-0.244015647,3.10911022,
0.704,-0.250940418,-0.468837895,,,,,,2.812,-2.109769873,-0.270768007,0.624711572,-0.241555158,3.389138593,
0.705,-0.251404299,-0.458921975,,,,,,2.816,-2.127602362,-0.276982796,0.662754522,-0.238942099,3.678052504,
0.706,-0.251858255,-0.448987937,,,,,,2.82,-2.139349216,-0.282575909,0.700378862,-0.236178118,3.965341487,
0.707,-0.252302269,-0.439036175,,,,,,2.824,-2.149726321,-0.288742784,0.737560827,-0.233264963,4.266987911,
0.708,-0.252736322,-0.42906708,,,,,,2.828,-2.156042703,-0.293947096,0.774276933,-0.230204472,4.560137368,
0.709,-0.253160397,-0.419081046,,,,,,2.832,-2.164172316,-0.299962736,0.81050399,-0.226998579,4.871188026,
0.71,-0.253574479,-0.409078467,,,,,,2.836,-2.160974242,-0.304844412,0.846219114,-0.223649309,5.168606863,
0.711,-0.253978549,-0.399059739,,,,,,2.84,-2.161786282,-0.310205306,0.881399749,-0.220158777,5.478158262,
0.712,-0.254372593,-0.389025257,,,,,,2.844,-2.157644526,-0.316200051,0.916023673,-0.216529188,5.803380722,
0.713,-0.254756594,-0.378975417,,,,,,2.848,-2.148206853,-0.320388488,0.950069016,-0.212762835,6.098801362,
0.714,-0.255130539,-0.368910615,,,,,,2.852,-2.140693191,-0.326394984,0.983514275,-0.208862096,6.431859864,
0.715,-0.255494411,-0.358831249,,,,,,2.856,-2.127661802,-0.330549517,1.016338326,-0.204829435,6.731118878,
0.716,-0.255848196,-0.348737718,,,,,,2.86,-2.108146223,-0.33579208,1.048520436,-0.2006674,7.054395078,
0.717,-0.256191882,-0.338630418,,,,,,2.864,-2.08763374,-0.340580326,1.080040277,-0.196378619,7.370075529,
0.718,-0.256525453,-0.32850975,,,,,,2.868,-2.068542357,-0.344402008,1.110877943,-0.191965801,7.665569905,
0.719,-0.256848897,-0.318376114,,,,,,2.872,-2.03879164,-0.349118913,1.141013953,-0.187431733,7.981357454,
0.72,-0.257162201,-0.308229908,,,,,,2.876,-2.012861109,-0.353195742,1.170429275,-0.182779279,8.282721619,
0.721,-0.257465353,-0.298071534,,,,,,2.88,-1.973089031,-0.355634204,1.199105329,-0.178011378,8.544237022,
0.722,-0.25775834,-0.287901392,,,,,,2.884,-1.940186655,-0.360643916,1.227024002,-0.173131041,8.866334212,
0.723,-0.258041152,-0.277719885,,,,,,2.888,-1.901542755,-0.362565965,1.25416766,-0.168141351,9.110769539,
0.724,-0.258313776,-0.267527414,,,,,,2.892,-1.853863644,-0.364272779,1.28051916,-0.16304546,9.345988226,
0.725,-0.258576203,-0.257324381,,,,,,2.896,-1.808417289,-0.368798477,1.306061855,-0.157846585,9.650843985,
0.726,-0.258828422,-0.247111189,,,,,,2.9,-1.762582628,-0.370058695,1.330779615,-0.152548011,9.867092116,
0.727,-0.259070422,-0.236888242,,,,,,2.904,-1.710160353,-0.37165447,1.354656825,-0.147153084,10.08744267,
0.728,-0.259302195,-0.226655943,,,,,,2.908,-1.663051712,-0.371148945,1.377678405,-0.141665213,10.24491858,
0.729,-0.259523731,-0.216414696,,,,,,2.912,-1.599032272,-0.375546584,1.399829814,-0.136087862,10.53298546,
0.73,-0.259735021,-0.206164906,,,,,,2.916,-1.544679284,-0.375732233,1.42109706,-0.130424556,10.69829638,
0.731,-0.259936058,-0.195906976,,,,,,2.92,-1.481583212,-0.37621725,1.441466711,-0.12467887,10.86565101,
0.732,-0.260126833,-0.185641312,,,,,,2.924,-1.419505213,-0.380456213,1.460925901,-0.118854435,11.13641226,
0.733,-0.260307338,-0.17536832,,,,,,2.928,-1.35456129,-0.378170584,1.479462338,-0.112954929,11.20996065,
0.734,-0.260477567,-0.165088404,,,,,,2.932,-1.290138413,-0.380890777,1.497064316,-0.106984078,11.42492468,
0.735,-0.260637513,-0.154801971,,,,,,2.936,-1.222139308,-0.379326653,1.513720715,-0.100945653,11.50460052,
0.736,-0.260787169,-0.144509426,,,,,,2.94,-1.149196023,-0.38139342,1.529421016,-0.094843469,11.6872593,
0.737,-0.26092653,-0.134211177,,,,,,2.944,-1.085030319,-0.378994844,1.544155302,-0.08868138,11.72564411,
0.738,-0.26105559,-0.123907629,,,,,,2.948,-1.009604499,-0.378884464,1.557914267,-0.082463278,11.82667827,
0.739,-0.261174343,-0.113599189,,,,,,2.952,-0.939597607,-0.378631668,1.570689219,-0.07619309,11.91570185,
0.74,-0.261282787,-0.103286265,,,,,,2.956,-0.869892208,-0.37518895,1.58247209,-0.069874777,11.89593353,
0.741,-0.261380915,-0.092969263,,,,,,2.96,-0.798408143,-0.373652142,1.593255438,-0.06351233,11.92793643,
0.742,-0.261468724,-0.082648591,,,,,,2.964,-0.729178615,-0.371208345,1.603032452,-0.057109767,11.92264123,
0.743,-0.261546211,-0.072324656,,,,,,2.968,-0.664131812,-0.366885438,1.611796956,-0.050671132,11.84822345,
0.744,-0.261613372,-0.061997865,,,,,,2.972,-0.589944381,-0.363855161,1.619543415,-0.044200492,11.80683691,
0.745,-0.261670206,-0.051668628,,,,,,2.976,-0.530892087,-0.358956336,1.626266935,-0.037701935,11.69622964,
0.746,-0.261716709,-0.04133735,,,,,,2.98,-0.459858434,-0.355388889,1.63196327,-0.031179564,11.62054925,
0.747,-0.26175288,-0.031004441,,,,,,2.984,-0.38252315,-0.3526177,1.636628823,-0.024637499,11.56289904,
0.748,-0.261778717,-0.020670307,,,,,,2.988,-0.329093167,-0.346086942,1.640260645,-0.018079872,11.37392887,
0.749,-0.26179422,-0.010335358,,,,,,2.992,-0.256574633,-0.342617242,1.642856444,-0.011510826,11.27771877,
0.75,-0.261799388,-3.02E-16,,,,,,2.996,-0.19858388,-0.337824305,1.644414579,-0.00493451,11.13049913,
0.751,-0.26179422,0.010335358,,,,,,3,-0.145383713,-0.330450574,1.644934067,0.001644923,10.89099191,
0.752,-0.261778717,0.020670307,,,,,,3.004,-0.080617531,-0.325280956,1.644414579,0.008223317,10.71722594,
0.753,-0.26175288,0.031004441,,,,,,3.008,-0.028268642,-0.319756564,1.642856444,0.014796518,10.52522805,
0.754,-0.261716709,0.04133735,,,,,,3.012,0.019070599,-0.312415584,1.640260645,0.021360372,10.26734095,
0.755,-0.261670206,0.051668628,,,,,,3.016,0.082302541,-0.308004253,1.636628823,0.027910735,10.09995268,
0.756,-0.261613372,0.061997865,,,,,,3.02,0.114712812,-0.298881227,1.63196327,0.034443469,9.772854842,
0.757,-0.261546211,0.072324656,,,,,,3.024,0.170535802,-0.293405816,1.626266935,0.040954447,9.560332142,
0.758,-0.261468724,0.082648591,,,,,,3.028,0.194546856,-0.284933401,1.619543415,0.047439558,9.245882854,
0.759,-0.261380915,0.092969263,,,,,,3.032,0.243687856,-0.278605493,1.611796956,0.053894705,8.997304845,
0.76,-0.261282787,0.103286265,,,,,,3.036,0.281332535,-0.270699871,1.603032452,0.060315811,8.694463605,
0.761,-0.261174343,0.113599189,,,,,,3.04,0.29855264,-0.261746802,1.593255438,0.06669882,8.355630454,
0.762,-0.26105559,0.123907629,,,,,,3.044,0.326854948,-0.254137647,1.58247209,0.073039701,8.057818749,
0.763,-0.26092653,0.134211177,,,,,,3.048,0.349406545,-0.245714079,1.570689219,0.079334448,7.732728016,
0.764,-0.260787169,0.144509426,,,,,,3.052,0.368640752,-0.236752503,1.557914267,0.085579086,7.390104243,
0.765,-0.260637513,0.154801971,,,,,,3.056,0.38632859,-0.228446449,1.544155302,0.09176967,7.067858049,
0.766,-0.260477567,0.165088404,,,,,,3.06,0.388149208,-0.218808568,1.529421016,0.097902291,6.705077577,
0.767,-0.260307338,0.17536832,,,,,,3.064,0.387157765,-0.209061207,1.513720715,0.103973075,6.340618699,
0.768,-0.260126833,0.185641312,,,,,,3.068,0.408191448,-0.201647036,1.497064316,0.109978187,6.048458867,
0.769,-0.259936058,0.195906976,,,,,,3.072,0.384516709,-0.190254002,1.479462338,0.115913834,5.63962394,
0.77,-0.259735021,0.206164906,,,,,,3.076,0.39518703,-0.182442345,1.460925901,0.121776267,5.340307491,
0.771,-0.259523731,0.216414696,,,,,,3.08,0.364983223,-0.171439675,1.441466711,0.127561785,4.951404225,
0.772,-0.259302195,0.226655943,,,,,,3.084,0.360395859,-0.162318487,1.42109706,0.133266731,4.621725586,
0.773,-0.259070422,0.236888242,,,,,,3.088,0.346139328,-0.153184061,1.399829814,0.138887503,4.296365771,
0.774,-0.258828422,0.247111189,,,,,,3.092,0.319799013,-0.143127493,1.377678405,0.144420551,3.950784539,
0.775,-0.258576203,0.257324381,,,,,,3.096,0.300594901,-0.133408319,1.354656825,0.14986238,3.620967545,
0.776,-0.258313776,0.267527414,,,,,,3.1,0.264205846,-0.123701083,1.330779615,0.155209553,3.298314563,
0.777,-0.258041152,0.277719885,,,,,,3.104,0.236226716,-0.113805463,1.306061855,0.160458691,2.978100062,
0.778,-0.25775834,0.287901392,,,,,,3.108,0.201373174,-0.103916235,1.28051916,0.165606481,2.666133635,
0.779,-0.257465353,0.298071534,,,,,,3.112,0.166253681,-0.094582279,1.25416766,0.17064967,2.376718799,
0.78,-0.257162201,0.308229908,,,,,,3.116,0.126269163,-0.085261331,1.227024002,0.175585073,2.096127022,
0.781,-0.256848897,0.318376114,,,,,,3.12,0.076947305,-0.074594386,1.199105329,0.180409573,1.792156401,
0.782,-0.256525453,0.32850975,,,,,,3.124,0.044659552,-0.066183623,1.170429275,0.185120122,1.552058708,
0.783,-0.256191882,0.338630418,,,,,,3.128,-0.002648644,-0.056675502,1.141013953,0.189713746,1.295682996,
0.784,-0.255848196,0.348737718,,,,,,3.132,-0.052871352,-0.046854407,1.110877943,0.194187542,1.042867713,
0.785,-0.255494411,0.358831249,,,,,,3.136,-0.096939024,-0.037935367,1.080040277,0.198538685,0.820912125,
0.786,-0.255130539,0.368910615,,,,,,3.14,-0.155933314,-0.028599462,1.048520436,0.202764427,0.60082389,
0.787,-0.254756594,0.378975417,,,,,,3.144,-0.19674197,-0.020039408,1.016338326,0.206862099,0.408070896,
0.788,-0.254372593,0.389025257,,,,,,3.148,-0.2610651,-0.010271003,0.983514275,0.210829111,0.20239788,
0.789,-0.253978549,0.399059739,,,,,,3.152,-0.306319097,-0.00207223,0.950069016,0.21466296,0.039446231,
0.79,-0.253574479,0.409078467,,,,,,3.156,-0.36674945,0.006742807,0.916023673,0.218361223,-0.123754169,
0.791,-0.253160397,0.419081046,,,,,,3.16,-0.418458496,0.01513566,0.881399749,0.221921565,-0.267292467,
0.792,-0.252736322,0.42906708,,,,,,3.164,-0.472701183,0.023295559,0.846219114,0.225341736,-0.394973897,
0.793,-0.252302269,0.439036175,,,,,,3.168,-0.530538557,0.031556858,0.81050399,0.228619576,-0.512461623,
0.794,-0.251858255,0.448987937,,,,,,3.172,-0.583746087,0.039471797,0.774276933,0.231753015,-0.612344254,
0.795,-0.251404299,0.458921975,,,,,,3.176,-0.643615959,0.04734981,0.737560827,0.234740075,-0.699726805,
0.796,-0.250940418,0.468837895,,,,,,3.18,-0.69298755,0.05471472,0.700378862,0.237578867,-0.767802708,
0.797,-0.250466629,0.478735306,,,,,,3.184,-0.75050772,0.062331601,0.662754522,0.240267599,-0.827700869,
0.798,-0.249982953,0.488613817,,,,,,3.188,-0.800987001,0.069345653,0.624711572,0.242804573,-0.867983007,
0.799,-0.249489408,0.498473038,,,,,,3.192,-0.861778956,0.076693604,0.586274041,0.245188187,-0.900890989,
0.8,-0.248986014,0.508312581,,,,,,3.196,-0.905561875,0.083211993,0.547466207,0.247416935,-0.91275805,
0.801,-0.24847279,0.518132057,,,,,,3.2,-0.958844213,0.090088745,0.508312581,0.249489408,-0.917516379,
0.802,-0.247949756,0.527931077,,,,,,3.204,-1.01290606,0.09685076,0.468837895,0.251404299,-0.909783744,
0.803,-0.247416935,0.537709256,,,,,,3.208,-1.061921539,0.103320282,0.42906708,0.253160397,-0.888225436,
0.804,-0.246874345,0.547466207,,,,,,3.212,-1.112021209,0.109756698,0.389025257,0.254756594,-0.855502455,
0.805,-0.246322009,0.557201545,,,,,,3.216,-1.160107552,0.116057194,0.348737718,0.256191882,-0.810930093,
0.806,-0.245759949,0.566914885,,,,,,3.22,-1.202567633,0.122188751,0.308229908,0.257465353,-0.754602834,
0.807,-0.245188187,0.576605845,,,,,,3.224,-1.253523583,0.12845758,0.267527414,0.258576203,-0.688557888,
0.808,-0.244606745,0.586274041,,,,,,3.228,-1.300045317,0.134636879,0.226655943,0.259523731,-0.61142554,
0.809,-0.244015647,0.595919092,,,,,,3.232,-1.346317369,0.140856523,0.185641312,0.260307338,-0.523918848,
0.81,-0.243414915,0.605540618,,,,,,3.236,-1.390262639,0.146996545,0.144509426,0.26092653,-0.42561383,
0.811,-0.242804573,0.615138237,,,,,,3.24,-1.434795421,0.153166118,0.103286265,0.261380915,-0.31696967,
0.812,-0.242184646,0.624711572,,,,,,3.244,-1.477644887,0.159318461,0.061997865,0.261670206,-0.197904317,
0.813,-0.241555158,0.634260245,,,,,,3.248,-1.519874294,0.165461727,0.020670307,0.26179422,-0.068526241,
0.814,-0.240916134,0.643783877,,,,,,3.252,-1.56022409,0.171598049,-0.020670307,0.26175288,0.071067609,
0.815,-0.240267599,0.653282095,,,,,,3.256,-1.600093789,0.177789121,-0.061997865,0.261546211,0.220848446,
0.816,-0.239609579,0.662754522,,,,,,3.26,-1.638379363,0.183964132,-0.103286265,0.261174343,0.38070463,
0.817,-0.238942099,0.672200784,,,,,,3.264,-1.675271842,0.190107858,-0.144509426,0.260637513,0.550438339,
0.818,-0.238265186,0.68162051,,,,,,3.268,-1.710697998,0.196142058,-0.185641312,0.259936058,0.729554576,
0.819,-0.237578867,0.691013326,,,,,,3.272,-1.744135309,0.20218835,-0.226655943,0.259070422,0.918196575,
0.82,-0.236883168,0.700378862,,,,,,3.276,-1.776046769,0.208252719,-0.267527414,0.258041152,1.116275524,
0.821,-0.236178118,0.709716748,,,,,,3.28,-1.807401566,0.214392635,-0.308229908,0.256848897,1.324027696,
0.822,-0.235463744,0.719026616,,,,,,3.284,-1.836214573,0.220440177,-0.348737718,0.255494411,1.540288604,
0.823,-0.234740075,0.728308098,,,,,,3.288,-1.864455767,0.226530111,-0.389025257,0.253978549,1.765696948,
0.824,-0.234007138,0.737560827,,,,,,3.292,-1.890607471,0.232654975,-0.42906708,0.252302269,2.000091977,
0.825,-0.233264963,0.746784439,,,,,,3.296,-1.909263191,0.238199471,-0.468837895,0.250466629,2.237566395,
0.826,-0.232513579,0.755978569,,,,,,3.3,-1.932314754,0.24422646,-0.508312581,0.24847279,2.48734487,
