time,theta,Cd,forcex
2.364,0.210682316,-2.37578003,-1.185751813
2.368,0.206006878,-2.34596767,-1.170872464
2.372,0.201201321,-2.320658523,-1.158240669
2.376,0.196268681,-2.278683389,-1.13729088
2.38,0.191212073,-2.24155529,-1.118760245
2.384,0.186034692,-2.196009286,-1.096028235
2.388,0.180739807,-2.148805201,-1.072468676
2.392,0.175330763,-2.104755772,-1.050483606
2.396,0.169810976,-2.04497846,-1.020648749
2.4,0.164183934,-1.988329975,-0.992375491
2.404,0.158453189,-1.932054523,-0.964288413
2.408,0.152622361,-1.869098846,-0.932867234
2.412,0.146695134,-1.803708497,-0.900230911
2.416,0.140675252,-1.73948731,-0.868178116
2.42,0.134566515,-1.671033856,-0.834012998
2.424,0.128372784,-1.600159989,-0.798639851
2.428,0.12209797,-1.527067227,-0.762159253
2.432,0.115746036,-1.451591992,-0.724489563
2.436,0.109320994,-1.380310201,-0.688912821
2.44,0.102826903,-1.294761001,-0.646215216
2.444,0.096267864,-1.224104124,-0.610950368
2.448,0.089648021,-1.135098708,-0.566527765
2.452,0.082971553,-1.065943169,-0.532012236
2.456,0.076242679,-0.979577679,-0.48890722
2.46,0.069465649,-0.90310089,-0.450737654
2.464,0.062644743,-0.822073721,-0.410296994
2.468,0.055784268,-0.748186469,-0.373419867
2.472,0.04888856,-0.6673768,-0.333087761
2.476,0.041961972,-0.583070663,-0.291010568
2.48,0.03500888,-0.513971309,-0.25652308
2.484,0.028033676,-0.443110975,-0.221156688
2.488,0.021040765,-0.367029003,-0.183184175
2.492,0.014034564,-0.303026978,-0.151240765
2.496,0.007019499,-0.245757491,-0.122657564
2.5,1.71E-16,-0.158278203,-0.078996651
2.504,-0.007019499,-0.10906745,-0.054435564
2.508,-0.014034564,-0.051764105,-0.025835465
2.512,-0.021040765,0.021890243,0.01092542
2.516,-0.028033676,0.054469943,0.027185949
2.52,-0.03500888,0.114326477,0.057060345
2.524,-0.041961972,0.164356912,0.082030535
2.528,-0.04888856,0.196303952,0.097975302
2.532,-0.055784268,0.245350268,0.122454319
2.536,-0.062644743,0.2794975,0.139497202
2.54,-0.069465649,0.305035667,0.152243301
2.544,-0.076242679,0.344888852,0.172134026
2.548,-0.082971553,0.352583097,0.175974224
2.552,-0.089648021,0.370948004,0.185140149
2.556,-0.096267864,0.389718869,0.194508688
2.56,-0.102826903,0.394397845,0.196843964
2.564,-0.109320994,0.400073774,0.199676821
2.568,-0.115746036,0.3945749,0.196932332
2.572,-0.12209797,0.393272893,0.196282501
2.576,-0.128372784,0.38361362,0.191461558
2.58,-0.134566515,0.358447712,0.178901253
2.584,-0.140675252,0.34017854,0.16978311
2.588,-0.146695134,0.326405608,0.162909039
2.592,-0.152622361,0.300682031,0.150070402
2.596,-0.158453189,0.270555291,0.135034146
2.6,-0.164183934,0.241265047,0.120415385
2.604,-0.169810976,0.209736209,0.104679342
2.608,-0.175330763,0.172251519,0.085970733
2.612,-0.180739807,0.134382957,0.067070534
2.616,-0.186034692,0.09400776,0.046919273
2.62,-0.191212073,0.052027655,0.025967003
2.624,-0.196268681,0.007518818,0.003752642
2.628,-0.201201321,-0.0409375,-0.020431906
2.632,-0.206006878,-0.098425757,-0.049124295
2.636,-0.210682316,-0.138262227,-0.069006677
2.64,-0.215224684,-0.193836842,-0.096743968
2.644,-0.21963111,-0.248084992,-0.123819219
2.648,-0.223898813,-0.309659283,-0.154550948
2.652,-0.228025097,-0.373425361,-0.186376598
2.656,-0.232007355,-0.419475163,-0.209360054
2.66,-0.235843073,-0.484653949,-0.241890786
2.664,-0.239529826,-0.551347415,-0.275177495
2.668,-0.243065288,-0.603124765,-0.30101957
2.672,-0.246447224,-0.664311861,-0.33155805
2.676,-0.249673499,-0.731837385,-0.365260039
2.68,-0.252742075,-0.786831181,-0.392707442
2.684,-0.255651014,-0.84835401,-0.423413487
2.688,-0.258398478,-0.910872532,-0.454616481
2.692,-0.260982732,-0.966421769,-0.482341105
2.696,-0.263402143,-1.027849614,-0.512999742
2.7,-0.265655185,-1.084829846,-0.541438576
2.704,-0.267740432,-1.142253591,-0.570098767
2.708,-0.269656569,-1.197888246,-0.597866023
2.712,-0.271402386,-1.254121187,-0.625931884
2.716,-0.272976778,-1.309660789,-0.6536517
2.72,-0.274378753,-1.361769754,-0.679659284
2.724,-0.275607424,-1.415853243,-0.706652354
2.728,-0.276662016,-1.469471414,-0.733413183
2.732,-0.277541862,-1.52144942,-0.759355406
2.736,-0.278246406,-1.57326285,-0.785215488
2.74,-0.278775205,-1.625220798,-0.8111477
2.744,-0.279127922,-1.676044177,-0.836513649
2.748,-0.279304337,-1.726354073,-0.861623318
2.752,-0.279304337,-1.7760848,-0.886443924
2.756,-0.279127922,-1.824753789,-0.910734616
2.76,-0.278775205,-1.870097399,-0.933365612
2.764,-0.278246406,-1.915785262,-0.956168425
2.768,-0.277541862,-1.958468251,-0.977471504
2.772,-0.276662016,-2.004341306,-1.000366746
2.776,-0.275607424,-2.04310335,-1.019712882
2.78,-0.274378753,-2.082704129,-1.039477631
2.784,-0.272976778,-2.116857569,-1.056523613
2.788,-0.271402386,-2.147727632,-1.071930861
2.792,-0.269656569,-2.182050199,-1.089061254
2.796,-0.267740432,-2.213295772,-1.10465592
2.8,-0.265655185,-2.243536628,-1.119749131
2.804,-0.263402143,-2.270051612,-1.13298276
2.808,-0.260982732,-2.291842404,-1.143858544
2.812,-0.258398478,-2.311062929,-1.153451508
2.816,-0.255651014,-2.328459042,-1.162133908
2.82,-0.252742075,-2.341589512,-1.168687326
2.824,-0.249673499,-2.360031397,-1.17789167
2.828,-0.246447224,-2.367776664,-1.181757333
2.832,-0.243065288,-2.37256923,-1.184149303
2.836,-0.239529826,-2.376937419,-1.186329466
2.84,-0.235843073,-2.375827319,-1.185775415
2.844,-0.232007355,-2.373463716,-1.18459574
2.848,-0.228025097,-2.37264957,-1.1841894
2.852,-0.223898813,-2.355015786,-1.175388379
2.856,-0.21963111,-2.34251777,-1.169150619
2.86,-0.215224684,-2.322669116,-1.159244156
2.864,-0.210682316,-2.303694434,-1.149773892
2.868,-0.206006878,-2.279752398,-1.137824422
2.872,-0.201201321,-2.244984916,-1.120471971
2.876,-0.196268681,-2.216653144,-1.106331584
2.88,-0.191212073,-2.17161763,-1.083854359
2.884,-0.186034692,-2.137695675,-1.066923912
2.888,-0.180739807,-2.084944062,-1.040595581
2.892,-0.175330763,-2.0423844,-1.019354054
2.896,-0.169810976,-1.988725221,-0.992572758
2.9,-0.164183934,-1.927582561,-0.962056456
2.904,-0.158453189,-1.871604057,-0.934117585
2.908,-0.152622361,-1.810676926,-0.903708854
2.912,-0.146695134,-1.746031872,-0.871444507
2.916,-0.140675252,-1.677672618,-0.837326404
2.92,-0.134566515,-1.611679263,-0.80438912
2.924,-0.128372784,-1.537097385,-0.767165305
2.928,-0.12209797,-1.46569346,-0.731527606
2.932,-0.115746036,-1.389869544,-0.69368389
2.936,-0.109320994,-1.309113079,-0.653378338
2.94,-0.102826903,-1.232971676,-0.615376164
2.944,-0.096267864,-1.143521402,-0.570731532
2.948,-0.089648021,-1.070570145,-0.534321559
2.952,-0.082971553,-0.978199771,-0.488219506
2.956,-0.076242679,-0.900316567,-0.449347999
2.96,-0.069465649,-0.811912742,-0.40522565
2.964,-0.062644743,-0.735696017,-0.367185882
2.968,-0.055784268,-0.652654719,-0.32573997
2.972,-0.04888856,-0.568278856,-0.283627977
2.976,-0.041961972,-0.500824687,-0.249961601
2.98,-0.03500888,-0.413932705,-0.206593813
2.984,-0.028033676,-0.329518649,-0.164462758
2.988,-0.021040765,-0.260323809,-0.129927613
2.992,-0.014034564,-0.181455684,-0.090564532
2.996,-0.007019499,-0.10494814,-0.052379617
3,-2.055E-16,-0.044490734,-0.022205326
3.004,0.007005474,0.006651786,0.003319906
3.008,0.013978538,0.079863803,0.039860024
3.012,0.020914898,0.11728493,0.058536908
3.016,0.027810301,0.176880026,0.088280821
3.02,0.034660536,0.213804122,0.106709637
3.024,0.041461437,0.26405729,0.131790994
3.028,0.048208889,0.289252483,0.144365914
3.032,0.054898823,0.311168122,0.15530401
3.036,0.061527225,0.344163373,0.17177194
3.04,0.068090137,0.37656039,0.187941291
3.044,0.074583657,0.390418915,0.194858081
3.048,0.081003942,0.398388162,0.198835531
3.052,0.087347212,0.415785476,0.207518531
3.056,0.093609751,0.419847285,0.20954578
3.06,0.099787909,0.419242512,0.209243938
3.064,0.105878102,0.412520905,0.205889184
3.068,0.11187682,0.388944567,0.194122233
3.072,0.117780621,0.398891331,0.199086663
3.076,0.123586141,0.360565234,0.179958108
3.08,0.129290087,0.358917802,0.179135875
3.084,0.134889248,0.313927704,0.156681317
3.088,0.140380489,0.299066447,0.149264064
3.092,0.145760759,0.2576931,0.128614626
3.096,0.151027088,0.231806729,0.115694739
3.1,0.156176589,0.191250232,0.095452991
3.104,0.161206462,0.155227635,0.077474113
3.108,0.166113994,0.105148838,0.052479785
3.112,0.170896561,0.074768372,0.037316894
3.116,0.175551627,0.02109446,0.010528245
3.12,0.180076749,-0.028145246,-0.014047292
3.124,0.184469574,-0.07038746,-0.035130381
3.128,0.188727845,-0.133128564,-0.066444466
3.132,0.192849396,-0.17645645,-0.088069414
3.136,0.196832161,-0.231446595,-0.115514996
3.14,0.200674165,-0.283063353,-0.141276919
3.144,0.204373534,-0.3388451,-0.16911759
3.148,0.20792849,-0.394385121,-0.196837614
3.152,0.211337355,-0.444194646,-0.221697548
3.156,0.21459855,-0.503497609,-0.251295657
3.16,0.217710595,-0.552642685,-0.275823964
3.164,0.220672112,-0.603889074,-0.301401037
3.168,0.223481823,-0.657198246,-0.328007644
3.172,0.226138551,-0.709107131,-0.353915369
3.176,0.228641223,-0.759956521,-0.379294299
3.18,0.230988865,-0.808974571,-0.403759208
3.184,0.233180606,-0.855146486,-0.426803611
3.188,0.23521568,-0.903641591,-0.451007518
3.192,0.237093421,-0.947289683,-0.472792281
3.196,0.238813265,-0.993336949,-0.495774471
3.2,0.240374751,-1.036880453,-0.517507034
3.204,0.241777523,-1.078671299,-0.538364845
3.208,0.243021322,-1.120736864,-0.559359769
3.212,0.244105995,-1.156925702,-0.577421618
3.216,0.245031489,-1.197790833,-0.597817405
3.22,0.245797853,-1.234243234,-0.616010798
3.224,0.246405235,-1.273881603,-0.635794308
3.228,0.246853885,-1.310365189,-0.654003266
3.232,0.247144151,-1.344969755,-0.671274405
3.236,0.247276483,-1.377589405,-0.687554872
3.24,0.247251426,-1.410579105,-0.704020032
3.244,0.247069625,-1.440547809,-0.718977411
3.248,0.246731821,-1.469748122,-0.733551288
3.252,0.24623885,-1.49766654,-0.74748537
3.256,0.245591646,-1.524806262,-0.761030805
3.26,0.244791233,-1.550104572,-0.773657192
3.264,0.243838733,-1.57138363,-0.78427757
3.268,0.242735355,-1.593916594,-0.795523772
3.272,0.241482402,-1.614103149,-0.805598882
3.276,0.240081267,-1.633112462,-0.81508643
3.28,0.238533429,-1.649983161,-0.823506596
3.284,0.236840455,-1.666621727,-0.831810904
3.288,0.235004001,-1.679138903,-0.838058227
3.292,0.233025802,-1.691203802,-0.844079817
3.296,0.23090768,-1.698333196,-0.847638098
3.3,0.228651536,-1.704665822,-0.850798712
3.304,0.226259354,-1.710046853,-0.853484384
3.308,0.223733194,-1.710992418,-0.853956316
3.312,0.221075193,-1.713216209,-0.85506621
3.316,0.218287563,-1.70967332,-0.853297954
3.32,0.21537259,-1.709104563,-0.853014087
3.324,0.212332632,-1.704579441,-0.850755599
3.328,0.209170116,-1.68979629,-0.843377328
3.332,0.205887537,-1.677405084,-0.837192877
3.336,0.202487457,-1.664491274,-0.830747595
3.34,0.198972503,-1.651960916,-0.824493693
3.344,0.195345361,-1.629263272,-0.813165299
3.348,0.191608782,-1.608473344,-0.802789046
3.352,0.187765571,-1.589306869,-0.793223058
3.356,0.183818594,-1.560746055,-0.778968356
3.36,0.179770767,-1.536618363,-0.766926225
3.364,0.175625061,-1.507628884,-0.752457576
3.368,0.171384497,-1.472150271,-0.7347502
3.372,0.167052144,-1.43760718,-0.717509744
3.376,0.162631115,-1.403170182,-0.700322238
3.38,0.15812457,-1.366755274,-0.682147557
3.384,0.153535709,-1.324141285,-0.660878915
3.388,0.148867771,-1.288609104,-0.643144804
3.392,0.144124032,-1.24040588,-0.619086575
3.396,0.139307806,-1.194544377,-0.596197098
3.4,0.134422436,-1.149726188,-0.57382834
3.404,0.129471297,-1.101166071,-0.549591986
3.408,0.124457793,-1.050480195,-0.524294666
3.412,0.119385352,-1.005813113,-0.502001325
3.416,0.114257429,-0.952451299,-0.475368444
3.42,0.109077497,-0.906864755,-0.452616199
3.424,0.103849051,-0.848154878,-0.4233141
3.428,0.098575599,-0.804763969,-0.401657697
3.432,0.093260667,-0.746265385,-0.372461054
3.436,0.087907793,-0.704647926,-0.35168978
3.44,0.082520523,-0.651007832,-0.324918009
3.444,0.077102412,-0.601359263,-0.300138408
3.448,0.07165702,-0.543909118,-0.271465041
3.452,0.06618791,-0.503586421,-0.251339983
3.456,0.060698647,-0.445542206,-0.222370115
3.46,0.055192792,-0.403945136,-0.201609017
3.464,0.049673906,-0.355638959,-0.177499404
3.468,0.04414554,-0.3063494,-0.152898985
3.472,0.03861124,-0.265704874,-0.132613302
3.476,0.033074539,-0.212546006,-0.106081712
3.48,0.02753896,-0.168969008,-0.084332432
3.484,0.02200801,-0.13729174,-0.068522308
3.488,0.016485179,-0.094353094,-0.047091629
3.492,0.010973938,-0.062496636,-0.031192071
3.496,0.005477736,-0.022361521,-0.011160635
3.5,1.865E-16,0.015580788,0.007776371
3.504,-0.005455869,0.035706769,0.017821248
3.508,-0.010886497,0.070914471,0.035393412
3.512,-0.016288539,0.09506323,0.047446058
3.516,-0.021658684,0.116612034,0.058201066
3.52,-0.026993653,0.140287794,0.070017638
3.524,-0.0322902,0.152307754,0.0760168
3.528,-0.03754512,0.172930608,0.086309666
3.532,-0.042755246,0.180559722,0.090117357
3.536,-0.047917451,0.197345048,0.098494914
3.54,-0.053028652,0.197880697,0.098762256
3.544,-0.05808581,0.211633542,0.105626301
3.548,-0.063085933,0.203102101,0.101368259
3.552,-0.068026077,0.216099681,0.107855351
3.556,-0.072903348,0.206855929,0.103241794
3.56,-0.077714902,0.201301367,0.100469512
3.564,-0.082457949,0.205478155,0.102554147
3.568,-0.087129755,0.182858498,0.091264677
3.572,-0.09172764,0.185012837,0.092339907
3.576,-0.096248983,0.15873187,0.079223076
3.58,-0.100691221,0.154534141,0.07712799
3.584,-0.105051852,0.13368998,0.066724669
3.588,-0.109328435,0.113930561,0.056862743
3.592,-0.113518594,0.101626038,0.050721555
3.596,-0.117620014,0.065510729,0.032696405
3.6,-0.12163045,0.053005378,0.026454984
3.604,-0.125547719,0.030570443,0.015257708
3.608,-0.129369709,-0.00389467,-0.00194383
3.612,-0.133094375,-0.026533264,-0.013242752
3.616,-0.136719745,-0.051497473,-0.025702389
3.62,-0.140243913,-0.088371827,-0.044106379
3.624,-0.143665049,-0.1154636,-0.057627883
3.628,-0.146981393,-0.139825866,-0.06978709
3.632,-0.150191261,-0.181066909,-0.090370494
3.636,-0.153293041,-0.208338895,-0.103981943
3.64,-0.156285197,-0.234773618,-0.117175513
3.644,-0.159166268,-0.264659059,-0.132091336
3.648,-0.161934871,-0.305838052,-0.152643772
3.652,-0.164589698,-0.332367737,-0.165884738
3.656,-0.167129519,-0.360154411,-0.179753067
3.66,-0.169553182,-0.392168679,-0.195731388
3.664,-0.171859614,-0.42818402,-0.213706645
3.668,-0.174047819,-0.455436253,-0.227308234
3.672,-0.176116881,-0.485947044,-0.24253617
3.676,-0.178065963,-0.513848204,-0.256461639
3.68,-0.179894309,-0.542868994,-0.270945915
3.684,-0.181601239,-0.571214479,-0.285093146
3.688,-0.183186156,-0.597906113,-0.298414941
3.692,-0.184648542,-0.623415407,-0.31114663
3.696,-0.185987958,-0.649275234,-0.324053269
3.7,-0.187204045,-0.674662744,-0.336724175
3.704,-0.188296524,-0.697065897,-0.347905589
3.708,-0.189265196,-0.719849448,-0.359276859
3.712,-0.19010994,-0.740078928,-0.369373393
3.716,-0.190830716,-0.761788797,-0.380208789
3.72,-0.19142756,-0.782115197,-0.390353695
3.724,-0.19190059,-0.801718701,-0.400137804
3.728,-0.192249999,-0.820407441,-0.409465354
3.732,-0.192476059,-0.83837625,-0.418433586
3.736,-0.192579119,-0.855283039,-0.426871765
3.74,-0.192559604,-0.871469414,-0.434950384
3.744,-0.192418018,-0.886670593,-0.442537293
3.748,-0.192154935,-0.900655227,-0.449517024
3.752,-0.191771009,-0.913703753,-0.456029543
3.756,-0.191266966,-0.925267446,-0.461800983
3.76,-0.190643604,-0.935170576,-0.466743634
3.764,-0.189901796,-0.945741738,-0.472019702
3.768,-0.189042484,-0.953390893,-0.475837395
3.772,-0.188066684,-0.961653021,-0.479961023
3.776,-0.186975479,-0.967480483,-0.482869509
3.78,-0.185770021,-0.971852945,-0.485051805
3.784,-0.184451532,-0.97611304,-0.487178018
3.788,-0.1830213,-0.979242215,-0.48873979
3.792,-0.181480677,-0.981557278,-0.489895238
3.796,-0.179831082,-0.979901913,-0.489069045
3.8,-0.178073996,-0.979054003,-0.488645853
3.804,-0.176210962,-0.97686559,-0.487553616
3.808,-0.174243587,-0.973221637,-0.485734919
3.812,-0.172173533,-0.968101516,-0.483179467
3.816,-0.170002525,-0.961024483,-0.479647319
3.82,-0.167732342,-0.952973566,-0.475629107
3.824,-0.16536482,-0.94434252,-0.471321352
3.828,-0.16290185,-0.933097113,-0.465708769
3.832,-0.160345375,-0.922002624,-0.46017151
3.836,-0.15769739,-0.909703837,-0.454033185
3.84,-0.154959941,-0.896100656,-0.447243837
3.844,-0.15213512,-0.88033506,-0.439375228
3.848,-0.149225069,-0.864391279,-0.431417687
3.852,-0.146231974,-0.845399411,-0.421938846
3.856,-0.143158065,-0.828317391,-0.41341321
3.86,-0.140005614,-0.807629257,-0.403087762
3.864,-0.136776935,-0.787162191,-0.39287265
3.868,-0.133474381,-0.764346359,-0.381485268
3.872,-0.13010034,-0.742333176,-0.370498488
3.876,-0.12665724,-0.717443792,-0.358076197
3.88,-0.123147539,-0.695548807,-0.34714841
3.884,-0.11957373,-0.668124344,-0.33346086
3.888,-0.115938336,-0.641759588,-0.32030221
3.892,-0.112243909,-0.620247344,-0.30956545
3.896,-0.108493028,-0.589058447,-0.293999071
3.9,-0.104688298,-0.562248568,-0.28061826
3.904,-0.100832347,-0.535748496,-0.267392074
3.908,-0.096927826,-0.504286637,-0.251689461
3.912,-0.092977406,-0.478635967,-0.238887211
3.916,-0.088983775,-0.449416485,-0.224303768
3.92,-0.084949641,-0.419589537,-0.209417138
3.924,-0.080877722,-0.389574564,-0.194436665
3.928,-0.076770754,-0.363679339,-0.181512358
3.932,-0.072631481,-0.333684285,-0.166541827
3.936,-0.068462658,-0.304279377,-0.151865837
3.94,-0.064267048,-0.281901463,-0.14069702
3.944,-0.060047419,-0.251929251,-0.125737889
3.948,-0.055806543,-0.220680859,-0.110141817
3.952,-0.051547196,-0.20094872,-0.100293506
3.956,-0.047272154,-0.166680748,-0.083190361
3.96,-0.04298419,-0.142856159,-0.071299509
3.964,-0.038686077,-0.115679569,-0.057735673
3.968,-0.034380581,-0.091645596,-0.045740317
3.972,-0.030070464,-0.065435619,-0.032658918
3.976,-0.025758477,-0.037815255,-0.018873594
3.98,-0.021447364,-0.014187584,-0.007081023
3.984,-0.017139856,-0.000914717,-0.000456535
3.988,-0.012838671,0.025157594,0.012556155
3.992,-0.008546511,0.04316656,0.02154443
3.996,-0.004266065,0.053047051,0.026475783
4,-1.66E-16,0.077068453,0.038464865
