,time,,,Cd,theta
895,3.58,4.261166395,0.767123537,0.533606291,-0.400445999
896,3.584,4.275958972,0.752069021,0.535458697,-0.403641077
897,3.588,4.297027774,0.738387038,0.538097046,-0.406692744
898,3.592,4.333879774,0.727339706,0.542711853,-0.409599915
899,3.596,4.350549757,0.713578259,0.544799358,-0.412361558
900,3.6,4.36571396,0.699706625,0.546698302,-0.41497669
901,3.604,4.388336601,0.687858137,0.549531231,-0.417444382
902,3.608,4.393507586,0.673325469,0.55017877,-0.419763759
903,3.612,4.406082627,0.659891219,0.551753485,-0.421933996
904,3.616,4.402868224,0.644849033,0.55135096,-0.423954321
905,3.62,4.394359252,0.629901567,0.55028542,-0.425824018
906,3.624,4.385397289,0.616278025,0.549163155,-0.427542421
907,3.628,4.377125092,0.602477384,0.548127266,-0.429108921
908,3.632,4.365385915,0.58853135,0.546657222,-0.43052296
909,3.636,4.336997202,0.572333745,0.543102234,-0.431784037
910,3.64,4.313880053,0.557654321,0.54020738,-0.432891702
911,3.644,4.267121183,0.539600926,0.534351981,-0.433845564
912,3.648,4.233111464,0.525108914,0.530093101,-0.434645282
913,3.652,4.17936244,0.506659964,0.523362357,-0.435290572
914,3.656,4.141735933,0.491722794,0.518650563,-0.435781206
915,3.66,4.082296449,0.473853183,0.511207229,-0.436117009
916,3.664,4.022278094,0.45648818,0.503691406,-0.436297862
917,3.668,3.97290829,0.441478024,0.497509052,-0.4363237
918,3.672,3.931197659,0.428480533,0.492285822,-0.436194515
919,3.676,3.870527516,0.412809826,0.484688379,-0.435910351
920,3.68,3.806992442,0.396692446,0.476732173,-0.435471311
921,3.684,3.745200829,0.381311758,0.468994293,-0.43487755
922,3.688,3.674902514,0.365870481,0.460191158,-0.434129279
923,3.692,3.598196555,0.349389069,0.450585624,-0.433226763
924,3.696,3.513773694,0.331691045,0.440013736,-0.432170325
925,3.7,3.45945396,0.319351824,0.433211526,-0.430960338
926,3.704,3.378509561,0.303301593,0.423075231,-0.429597233
927,3.708,3.314853972,0.290377504,0.415103934,-0.428081495
928,3.712,3.24020522,0.275811042,0.405756013,-0.426413661
929,3.716,3.17787776,0.264721372,0.397951032,-0.424594324
930,3.72,3.102266996,0.25148082,0.388482643,-0.422624131
931,3.724,3.00026843,0.233369324,0.375709831,-0.420503782
932,3.728,2.905780491,0.217184754,0.363877541,-0.418234029
933,3.732,2.828346215,0.204059398,0.354180802,-0.41581568
934,3.736,2.695206335,0.181451123,0.337508307,-0.413249594
935,3.74,2.616043357,0.168838616,0.327595091,-0.410536682
936,3.744,2.549495189,0.158468696,0.319261569,-0.407677909
937,3.748,2.465268001,0.145018666,0.308714186,-0.404674289
938,3.752,2.410654282,0.137902753,0.301875161,-0.40152689
939,3.756,2.318182194,0.123671192,0.290295306,-0.398236831
940,3.76,2.234218888,0.109632421,0.279780967,-0.394805281
941,3.764,2.128944669,0.093119024,0.26659796,-0.391233458
942,3.768,2.065600278,0.084701789,0.258665633,-0.387522631
943,3.772,1.982428025,0.071287521,0.248250354,-0.383674119
944,3.776,1.851054328,0.04867235,0.231799029,-0.37968929
945,3.78,1.75858459,0.03402067,0.220219469,-0.37556956
946,3.784,1.681834107,0.021192806,0.210608358,-0.371316391
947,3.788,1.604139618,0.009207758,0.200879035,-0.366931295
948,3.792,1.482878311,-0.011480881,0.185694038,-0.36241583
949,3.796,1.436088744,-0.01770992,0.179834796,-0.3577716
950,3.8,1.303834893,-0.042787224,0.163273253,-0.353000256
951,3.804,1.231007274,-0.054494483,0.154153385,-0.348103493
952,3.808,1.092884704,-0.081869591,0.136856931,-0.34308305
953,3.812,1.049262302,-0.086647447,0.131394298,-0.337940712
954,3.816,0.967211948,-0.101491153,0.121119509,-0.332678304
955,3.82,0.935966115,-0.104080782,0.117206736,-0.327297698
956,3.824,0.813050606,-0.130403765,0.101814592,-0.321800804
957,3.828,0.730930294,-0.146056764,0.091531043,-0.316189576
958,3.832,0.682302583,-0.154785304,0.085441618,-0.310466008
959,3.836,0.571653506,-0.179033922,0.071585542,-0.304632132
960,3.84,0.505153941,-0.194006711,0.063258107,-0.298690022
961,3.844,0.467483924,-0.19792213,0.058540864,-0.292641789
962,3.848,0.387360966,-0.217308864,0.048507434,-0.286489581
963,3.852,0.321558354,-0.232170249,0.040267275,-0.280235586
964,3.856,0.293171042,-0.237347029,0.036712463,-0.273882024
965,3.86,0.210975861,-0.259332022,0.026419538,-0.267431152
966,3.864,0.132792924,-0.282520977,0.016629048,-0.260885264
967,3.868,0.088312103,-0.2969986,0.011058919,-0.254246685
968,3.872,0.050361241,-0.309070917,0.006306507,-0.247517773
969,3.876,0.009719074,-0.322808178,0.001217075,-0.240700919
970,3.88,-0.030663682,-0.33773816,-0.003839872,-0.233798545
971,3.884,-0.064556303,-0.353222585,-0.008084089,-0.226813103
972,3.888,-0.0983304,-0.368789589,-0.012313464,-0.219747076
973,3.892,-0.12066051,-0.378359751,-0.015109761,-0.212602974
974,3.896,-0.123259176,-0.383440082,-0.01543518,-0.205383335
975,3.9,-0.168097608,-0.407752888,-0.021050091,-0.198090725
976,3.904,-0.182450964,-0.418460064,-0.022847496,-0.190727734
977,3.908,-0.164448512,-0.419559435,-0.020593132,-0.183296978
978,3.912,-0.182145357,-0.433150244,-0.022809226,-0.175801097
979,3.916,-0.198093182,-0.448701727,-0.024806299,-0.168242755
980,3.92,-0.201850164,-0.460049179,-0.025276769,-0.160624638
981,3.924,-0.191529337,-0.469024615,-0.023984339,-0.152949451
982,3.928,-0.170400757,-0.466749827,-0.021338504,-0.145219922
983,3.932,-0.170774208,-0.478443508,-0.02138527,-0.137438797
984,3.936,-0.148372289,-0.48439276,-0.01857998,-0.12960884
985,3.94,-0.131924969,-0.492696526,-0.016520358,-0.121732835
986,3.944,-0.106690105,-0.497608349,-0.013360312,-0.113813578
987,3.948,-0.068343062,-0.491945734,-0.008558288,-0.105853884
988,3.952,-0.046988871,-0.50099519,-0.0058842,-0.09785658
989,3.956,-0.010442961,-0.505264263,-0.001307724,-0.089824508
990,3.96,0.036938263,-0.498240776,0.004625609,-0.081760522
991,3.964,0.077832021,-0.495917868,0.009746546,-0.073667487
992,3.968,0.113699271,-0.491872651,0.014238037,-0.065548279
993,3.972,0.154799142,-0.488897178,0.019384785,-0.057405781
994,3.976,0.200391874,-0.487096382,0.025094154,-0.049242887
995,3.98,0.24859903,-0.479064746,0.031130914,-0.041062498
996,3.984,0.292528616,-0.469793704,0.036632015,-0.032867519
997,3.988,0.337879715,-0.466764036,0.042311124,-0.024660863
998,3.992,0.393980349,-0.439923655,0.049336349,-0.016445445
999,3.996,0.441509941,-0.439942405,0.055288261,-0.008224183
1000,4,0.48706162,-0.433437882,0.060992489,-3.21E-16
