,time,,,Cd,theta
447,1.788,1.454049512,0.007808379,0.18208394,0.366931295
448,1.792,1.335162802,0.029858928,0.167196304,0.36241583
449,1.796,1.24684912,0.04551245,0.156137187,0.3577716
450,1.8,1.129990475,0.068132742,0.141503516,0.353000256
451,1.804,1.046748936,0.082893653,0.13107956,0.348103493
452,1.808,0.959049788,0.099541649,0.120097399,0.34308305
453,1.812,0.925541533,0.103612417,0.115901314,0.337940712
454,1.816,0.853869826,0.117319611,0.106926195,0.332678304
455,1.82,0.735218956,0.142831516,0.092068092,0.327297698
456,1.824,0.676388201,0.153533494,0.084700987,0.321800804
457,1.828,0.586823783,0.173857022,0.073485246,0.316189576
458,1.832,0.498688561,0.193943826,0.062448477,0.310466008
459,1.836,0.443840983,0.20359228,0.055580167,0.304632132
460,1.84,0.38903723,0.217061985,0.048717345,0.298690022
461,1.844,0.318237823,0.232235455,0.039851461,0.292641789
462,1.848,0.249077817,0.250145071,0.031190871,0.286489581
463,1.852,0.196556593,0.262951584,0.024613879,0.280235586
464,1.856,0.147721252,0.275919192,0.018498454,0.273882024
465,1.86,0.063491037,0.302469204,0.007950691,0.267431152
466,1.864,0.023858048,0.315522874,0.002987634,0.260885264
467,1.868,-0.017680981,0.329165169,-0.002214108,0.254246685
468,1.872,-0.053124401,0.341583124,-0.006652525,0.247517773
469,1.876,-0.08709801,0.355854365,-0.010906884,0.240700919
470,1.88,-0.143019208,0.379212429,-0.017909638,0.233798545
471,1.884,-0.17965764,0.397103575,-0.022497701,0.226813103
472,1.888,-0.18632711,0.402393983,-0.023332888,0.219747076
473,1.892,-0.218550408,0.42043404,-0.027368064,0.212602974
474,1.896,-0.225569113,0.431650071,-0.028246984,0.205383335
475,1.9,-0.256439647,0.450411979,-0.032112759,0.198090725
476,1.904,-0.246550897,0.454664907,-0.030874436,0.190727734
477,1.908,-0.250870195,0.466438853,-0.031415322,0.183296978
478,1.912,-0.258251158,0.479321976,-0.032339606,0.175801097
479,1.916,-0.268335247,0.494451281,-0.03360239,0.168242755
480,1.92,-0.259906911,0.504246019,-0.032546948,0.160624638
481,1.924,-0.235331131,0.507205281,-0.029469436,0.152949451
482,1.928,-0.235529166,0.519622437,-0.029494235,0.145219922
483,1.932,-0.212505911,0.526612772,-0.026611139,0.137438797
484,1.936,-0.188884074,0.533239247,-0.023653085,0.12960884
485,1.94,-0.170698705,0.54511775,-0.021375815,0.121732835
486,1.944,-0.135333138,0.544819775,-0.016947147,0.113813578
487,1.948,-0.112045832,0.554740093,-0.014030985,0.105853884
488,1.952,-0.066340648,0.557015773,-0.008307535,0.09785658
489,1.956,-0.02657387,0.559795195,-0.003327724,0.089824508
490,1.96,0.018152558,0.559934062,0.002273161,0.081760522
491,1.964,0.05786406,0.556375308,0.00724605,0.073667487
492,1.968,0.106159851,0.54995071,0.01329391,0.065548279
493,1.972,0.152596509,0.552072237,0.01910896,0.057405781
494,1.976,0.198053517,0.555643344,0.024801332,0.049242887
495,1.98,0.247094201,0.548675542,0.030942472,0.041062498
496,1.984,0.299137119,0.541202737,0.037459567,0.032867519
497,1.988,0.358616802,0.519856982,0.044907935,0.024660863
498,1.992,0.408888303,0.526217156,0.051203204,0.016445445
499,1.996,0.461353617,0.517938624,0.057773194,0.008224183
500,2,0.512444081,0.505956654,0.064171018,1.6E-16
501,2.004,0.563504016,0.493920794,0.070565019,-0.008224183
502,2.008,0.614072448,0.488175519,0.076897471,-0.016445445
503,2.012,0.670138211,0.478720669,0.083918329,-0.024660863
504,2.016,0.720364991,0.459081982,0.090207998,-0.032867519
505,2.02,0.763250289,0.450517537,0.095578327,-0.041062498
506,2.024,0.814582359,0.436793102,0.102006406,-0.049242887
507,2.028,0.867752266,0.427463173,0.10866463,-0.057405781
508,2.032,0.912288262,0.415511058,0.114241668,-0.065548279
509,2.036,0.958255887,0.406959017,0.119997982,-0.073667487
510,2.04,1.003065645,0.401260246,0.125609302,-0.081760522
511,2.044,1.057753409,0.396585908,0.1324576,-0.089824508
512,2.048,1.112431613,0.399075261,0.1393047,-0.09785658
513,2.052,1.164420434,0.403462831,0.145815021,-0.105853884
514,2.056,1.221619267,0.414079687,0.152977768,-0.113813578
515,2.06,1.293438192,0.426573171,0.161971322,-0.121732835
516,2.064,1.362139188,0.446273738,0.170574432,-0.12960884
517,2.068,1.439205603,0.469027241,0.180225106,-0.137438797
518,2.072,1.535839611,0.505348488,0.192326138,-0.145219922
519,2.076,1.639243806,0.53769146,0.205274971,-0.152949451
520,2.08,1.740489364,0.580022489,0.217953487,-0.160624638
521,2.084,1.862418302,0.628288052,0.233222087,-0.168242755
522,2.088,1.998824758,0.683419733,0.250303641,-0.175801097
523,2.092,2.141664286,0.742016322,0.268190779,-0.183296978
524,2.096,2.290409838,0.803272941,0.286817501,-0.190727734
525,2.1,2.444397432,0.86042588,0.30610066,-0.198090725
526,2.104,2.598172793,0.919340388,0.325357242,-0.205383335
527,2.108,2.737131333,0.969667102,0.342758382,-0.212602974
528,2.112,2.886749905,1.021515247,0.361494428,-0.219747076
529,2.116,3.02329798,1.064432752,0.378593716,-0.226813103
530,2.12,3.130399452,1.096493418,0.392005541,-0.233798545
531,2.124,3.237156693,1.120769586,0.40537426,-0.240700919
532,2.128,3.307194048,1.131590609,0.414144716,-0.247517773
533,2.132,3.357790949,1.130519044,0.420480734,-0.254246685
534,2.136,3.386314729,1.117510434,0.424052636,-0.260885264
535,2.14,3.400421518,1.098106246,0.425819164,-0.267431152
536,2.144,3.405319755,1.077121807,0.426432548,-0.273882024
537,2.148,3.418207638,1.057014672,0.428046438,-0.280235586
538,2.152,3.406894589,1.031128218,0.426629757,-0.286489581
539,2.156,3.424213607,1.015212329,0.428798538,-0.292641789
540,2.16,3.439792589,1.001892258,0.430749423,-0.298690022
541,2.164,3.478682044,0.995628097,0.43561937,-0.304632132
542,2.168,3.50970922,0.988726581,0.439504761,-0.310466008
543,2.172,3.555848743,0.983806817,0.445282602,-0.316189576
544,2.176,3.589411072,0.975634164,0.449485458,-0.321800804
545,2.18,3.631620461,0.966967621,0.454771146,-0.327297698
546,2.184,3.658942497,0.955488537,0.458192559,-0.332678304
547,2.188,3.686314614,0.941915615,0.461620243,-0.337940712
548,2.192,3.71757276,0.928209585,0.465534557,-0.34308305
549,2.196,3.740097292,0.913302395,0.468355201,-0.348103493
550,2.2,3.771382903,0.899256718,0.472272954,-0.353000256
551,2.204,3.808375127,0.88578441,0.47690532,-0.3577716
552,2.208,3.831511589,0.870758944,0.479802593,-0.36241583
553,2.212,3.87613913,0.858988368,0.485391095,-0.366931295
554,2.216,3.918853255,0.847624163,0.490739989,-0.371316391
555,2.22,3.959694194,0.836400489,0.495854312,-0.37556956
556,2.224,4.000904485,0.824955313,0.501014887,-0.37968929
557,2.228,4.04642811,0.813849798,0.506715602,-0.383674119
558,2.232,4.084156169,0.80298215,0.511440113,-0.387522631
559,2.236,4.124909915,0.792925502,0.516543518,-0.391233458
560,2.24,4.17143188,0.782472984,0.52236925,-0.394805281
561,2.244,4.223109236,0.773141792,0.528840568,-0.398236831
562,2.248,4.239100602,0.757904619,0.530843093,-0.40152689
563,2.252,4.271242869,0.745833259,0.534868121,-0.404674289
564,2.256,4.295559767,0.732975363,0.537913215,-0.407677909
565,2.26,4.326007325,0.720897919,0.541726022,-0.410536682
566,2.264,4.345102997,0.707617607,0.544117286,-0.413249594
567,2.268,4.355292061,0.693341917,0.545393215,-0.41581568
568,2.272,4.376353173,0.681468171,0.548030602,-0.418234029
569,2.276,4.38177802,0.666867058,0.54870993,-0.420503782
570,2.28,4.391398881,0.653210769,0.549914707,-0.422624131
571,2.284,4.383590998,0.637908503,0.548936961,-0.424594324
572,2.288,4.377770202,0.623457021,0.54820805,-0.426413661
573,2.292,4.365305033,0.609640576,0.546647094,-0.428081495
574,2.296,4.362535153,0.596822576,0.546300234,-0.429597233
575,2.3,4.340919923,0.581243247,0.543593459,-0.430960338
576,2.304,4.317191159,0.565882628,0.540622014,-0.432170325
577,2.308,4.2820885,0.549742151,0.53622627,-0.433226763
578,2.312,4.239810036,0.532505597,0.530931932,-0.434129279
579,2.316,4.204005052,0.517609389,0.526448238,-0.43487755
580,2.32,4.152670773,0.499967212,0.520019882,-0.435471311
581,2.324,4.111451909,0.484653625,0.514858233,-0.435910351
582,2.328,4.049360885,0.466518125,0.50708286,-0.436194515
583,2.332,3.990080137,0.449440552,0.499659404,-0.4363237
584,2.336,3.940885136,0.434645153,0.49349894,-0.436297862
585,2.34,3.89809431,0.421579093,0.488140442,-0.436117009
586,2.344,3.833495817,0.4054843,0.480051069,-0.435781206
587,2.348,3.773266659,0.390019434,0.472508848,-0.435290572
588,2.352,3.705519652,0.373857077,0.464025202,-0.434645282
589,2.356,3.638967402,0.359150432,0.455691169,-0.433845564
590,2.36,3.554411064,0.341414577,0.445102568,-0.432891702
591,2.364,3.475144667,0.32466277,0.435176401,-0.431784037
592,2.368,3.422050785,0.312814491,0.428527698,-0.43052296
593,2.372,3.361053617,0.30043445,0.420889303,-0.429108921
594,2.376,3.258126082,0.280670261,0.40800016,-0.427542421
595,2.38,3.198397587,0.26885904,0.400520636,-0.425824018
596,2.384,3.134953653,0.257459359,0.392575843,-0.423954321
597,2.388,3.053054837,0.243492122,0.382320031,-0.421933996
598,2.392,2.961771496,0.227327526,0.370889037,-0.419763759
599,2.396,2.864748709,0.21067685,0.358739319,-0.417444382
600,2.4,2.762556757,0.193126938,0.345942291,-0.41497669
601,2.404,2.656250297,0.175143843,0.332630021,-0.412361558
602,2.408,2.573766656,0.162147906,0.322300974,-0.409599915
603,2.412,2.515796693,0.153423792,0.315041662,-0.406692744
604,2.416,2.425855999,0.139158167,0.303778802,-0.403641077
605,2.42,2.370128591,0.132073768,0.296800314,-0.400445999
606,2.424,2.280214358,0.117325323,0.285540768,-0.397108643
607,2.428,2.173672547,0.099486101,0.272199027,-0.393630197
608,2.432,2.096165425,0.088354851,0.262493166,-0.390011896
609,2.436,2.036325581,0.080686099,0.254999697,-0.386255026
610,2.44,1.917669793,0.059745392,0.240140978,-0.382360921
611,2.444,1.81236877,0.043244923,0.226954615,-0.378330965
612,2.448,1.713066381,0.025942055,0.214519433,-0.374166589
613,2.452,1.642466878,0.014664046,0.205678581,-0.369869275
614,2.456,1.573264402,0.004852538,0.197012673,-0.365440547
615,2.46,1.439045974,-0.019083208,0.180205116,-0.36088198
616,2.464,1.368757582,-0.030575753,0.171403224,-0.356195193
617,2.468,1.278544424,-0.046259741,0.160106244,-0.351381852
618,2.472,1.175605203,-0.065150451,0.147215639,-0.346443667
619,2.476,1.067554157,-0.085301473,0.133684902,-0.341382392
620,2.48,1.014695137,-0.092553766,0.12706561,-0.336199825
621,2.484,0.956519377,-0.102751725,0.119780527,-0.330897809
622,2.488,0.869555388,-0.118334761,0.108890426,-0.325478225
623,2.492,0.763889673,-0.140987883,0.095658394,-0.319943001
624,2.496,0.707142621,-0.150100849,0.088552222,-0.314294103
625,2.5,0.640419843,-0.164309987,0.080196835,-0.308533537
626,2.504,0.522910306,-0.190078155,0.065481655,-0.302663351
627,2.508,0.483201038,-0.197875851,0.060509046,-0.29668563
628,2.512,0.42861112,-0.207888762,0.053673001,-0.290602499
629,2.516,0.359780589,-0.223233189,0.04505367,-0.284416117
630,2.52,0.300977592,-0.237083259,0.037690041,-0.278128684
631,2.524,0.242368595,-0.251814188,0.030350706,-0.271742433
632,2.528,0.195478058,-0.26294186,0.024478819,-0.265259633
633,2.532,0.106582831,-0.29063997,0.013346878,-0.258682588
634,2.536,0.053743324,-0.307726388,0.00673003,-0.252013634
635,2.54,0.02276259,-0.317912914,0.002850455,-0.24525514
636,2.544,-0.004019254,-0.327768276,-0.000503313,-0.238409509
637,2.548,-0.052109477,-0.346234988,-0.00652543,-0.231479172
638,2.552,-0.100361909,-0.367130875,-0.012567861,-0.224466592
639,2.556,-0.127056637,-0.379599338,-0.015910719,-0.217374259
640,2.56,-0.128239217,-0.382631421,-0.016058808,-0.210204695
641,2.564,-0.152522995,-0.396659561,-0.019099754,-0.202960446
642,2.568,-0.185611392,-0.416955566,-0.023243262,-0.195644086
643,2.572,-0.187765247,-0.42401204,-0.023512979,-0.188258214
644,2.576,-0.174915468,-0.424444119,-0.02190386,-0.180805456
645,2.58,-0.194011314,-0.442285724,-0.024295146,-0.173288458
646,2.584,-0.192062364,-0.450335607,-0.024051087,-0.165709891
647,2.588,-0.217370069,-0.469734423,-0.027220255,-0.158072449
648,2.592,-0.201979354,-0.47405289,-0.025292947,-0.150378844
649,2.596,-0.184728493,-0.480724337,-0.0231327,-0.14263181
650,2.6,-0.167283669,-0.483059219,-0.020948165,-0.1348341
651,2.604,-0.158527878,-0.495208644,-0.019851718,-0.126988484
652,2.608,-0.136824467,-0.502235743,-0.017133899,-0.119097749
653,2.612,-0.096344236,-0.499664268,-0.012064746,-0.1111647
654,2.616,-0.065530581,-0.498034918,-0.008206094,-0.103192154
655,2.62,-0.036624724,-0.503827419,-0.004586346,-0.095182945
656,2.624,-0.006772944,-0.508884614,-0.000848145,-0.087139918
657,2.628,0.038150411,-0.505427998,0.004777401,-0.07906593
658,2.632,0.086363552,-0.503247577,0.010814911,-0.07096385
659,2.636,0.121480446,-0.496856663,0.015212438,-0.062836558
660,2.64,0.166455931,-0.493644934,0.020844512,-0.05468694
661,2.644,0.201371866,-0.496794621,0.025216874,-0.046517892
662,2.648,0.261081238,-0.481145389,0.032694004,-0.038332316
663,2.652,0.309127399,-0.476163487,0.038710604,-0.030133121
664,2.656,0.352831516,-0.466452679,0.04418347,-0.02192322
665,2.66,0.403635671,-0.449753954,0.050545441,-0.013705529
666,2.664,0.448737039,-0.446022551,0.056193278,-0.005482969
667,2.668,0.502368814,-0.442578208,0.062909339,0.002741539
668,2.672,0.546032223,-0.428202066,0.068377107,0.010965073
669,2.676,0.593241578,-0.409515841,0.074288917,0.019184711
670,2.68,0.63453778,-0.403179472,0.079460251,0.027397533
671,2.684,0.689605567,-0.389303982,0.086356137,0.03560062
672,2.688,0.735932414,-0.375060869,0.092157435,0.043791059
673,2.692,0.772817494,-0.363233366,0.096776384,0.051965939
674,2.696,0.818620552,-0.353236424,0.102512091,0.060122356
675,2.7,0.866602233,-0.347582795,0.108520616,0.068257412
676,2.704,0.914208555,-0.342430108,0.114482137,0.076368216
677,2.708,0.95632613,-0.338906345,0.119756328,0.084451887
678,2.712,1.004594039,-0.339151227,0.125800696,0.092505553
679,2.716,1.056934032,-0.349276529,0.132354993,0.100526351
680,2.72,1.119673436,-0.355493725,0.14021156,0.108511434
681,2.724,1.180548151,-0.375998766,0.147834621,0.116457962
682,2.728,1.24707585,-0.394695091,0.156165579,0.124363114
683,2.732,1.329571763,-0.427698729,0.166496163,0.13222408
684,2.736,1.41877416,-0.45654515,0.17766657,0.140038068
685,2.74,1.509896146,-0.488078747,0.189077357,0.1478023
686,2.744,1.617259559,-0.540494841,0.202521984,0.155514019
687,2.748,1.743778671,-0.58840975,0.218365392,0.163170485
688,2.752,1.867708541,-0.643628657,0.23388456,0.170768977
689,2.756,1.99905125,-0.70046501,0.250332004,0.178306796
690,2.76,2.158959428,-0.768738416,0.27035657,0.185781263
691,2.764,2.315077955,-0.838301909,0.289906576,0.193189723
692,2.768,2.461408678,-0.898616289,0.3082309,0.200529544
693,2.772,2.617473365,-0.957395124,0.327774164,0.207798117
694,2.776,2.762110341,-1.011524661,0.345886388,0.214992861
695,2.78,2.889941261,-1.056434725,0.361894067,0.222111218
696,2.784,3.014543422,-1.094894607,0.377497423,0.229150661
697,2.788,3.116653315,-1.119195705,0.390284176,0.236108688
698,2.792,3.185425745,-1.13081951,0.398896231,0.242982826
699,2.796,3.243307789,-1.13099954,0.406144534,0.249770633
700,2.8,3.272933659,-1.120087364,0.409854445,0.256469699
701,2.804,3.287318763,-1.102534474,0.411655826,0.263077642
702,2.808,3.292259774,-1.079789722,0.412274566,0.269592114
703,2.812,3.291361144,-1.056556373,0.412162035,0.276010802
704,2.816,3.291293751,-1.033790716,0.412153595,0.282331424
705,2.82,3.30398616,-1.015348372,0.413743007,0.288551736
706,2.824,3.308437789,-0.997478838,0.414300464,0.294669526
707,2.828,3.342461721,-0.990940441,0.418561125,0.300682622
708,2.832,3.371143528,-0.983730916,0.422152816,0.306588887
709,2.836,3.407136409,-0.978588053,0.426660039,0.312386222
710,2.84,3.430934015,-0.969467094,0.429640104,0.318072567
711,2.844,3.461451892,-0.959652112,0.433461718,0.323645903
712,2.848,3.476294266,-0.945717394,0.43532036,0.32910425
713,2.852,3.500209848,-0.931828978,0.438315198,0.334445667
714,2.856,3.517079397,-0.916383533,0.440427694,0.339668257
715,2.86,3.534388641,-0.901432841,0.442595252,0.344770164
716,2.864,3.550833716,-0.885778058,0.444654593,0.349749577
717,2.868,3.574514631,-0.871847066,0.447620045,0.354604725
718,2.872,3.598246386,-0.857363007,0.450591864,0.359333883
719,2.876,3.626973261,-0.843670532,0.454189198,0.363935372
720,2.88,3.667018205,-0.832850297,0.459203842,0.368407557
721,2.884,3.689134275,-0.82010677,0.461973336,0.372748848
722,2.888,3.728965919,-0.809279441,0.46696127,0.376957703
723,2.892,3.767441167,-0.798511364,0.471779349,0.381032627
724,2.896,3.812763427,-0.789338176,0.477454847,0.384972172
725,2.9,3.845977529,-0.778078391,0.481614097,0.388774938
726,2.904,3.885908128,-0.767372869,0.486614422,0.392439574
727,2.908,3.910426633,-0.755584513,0.489684762,0.395964778
728,2.912,3.95004524,-0.745575412,0.494646018,0.399349298
729,2.916,3.984522967,-0.734363054,0.498963505,0.402591931
730,2.92,4.010536975,-0.721705865,0.50222112,0.405691525
731,2.924,4.031600207,-0.708999208,0.504858772,0.408646978
732,2.928,4.052330165,-0.695397078,0.507454689,0.411457242
733,2.932,4.063950193,-0.681489249,0.508909812,0.414121316
734,2.936,4.077286267,-0.668441703,0.510579827,0.416638255
735,2.94,4.098566847,-0.65603994,0.513244696,0.419007165
736,2.944,4.104207557,-0.641994382,0.513951057,0.421227203
737,2.948,4.10576932,-0.627736477,0.514146629,0.423297582
738,2.952,4.106542052,-0.614449449,0.514243395,0.425217564
739,2.956,4.089916966,-0.598144891,0.512161511,0.426986469
740,2.96,4.075051961,-0.58261501,0.510300035,0.428603668
741,2.964,4.058928975,-0.567483789,0.508281028,0.430068586
742,2.968,4.048374814,-0.553736105,0.506959379,0.431380703
743,2.972,4.026541701,-0.538896025,0.504225318,0.432539552
744,2.976,3.999517056,-0.523946153,0.500841146,0.433544721
745,2.98,3.967295339,-0.508806087,0.496806168,0.434395855
746,2.984,3.918287282,-0.4915468,0.490669115,0.435092649
747,2.988,3.873931363,-0.475524196,0.485114627,0.435634858
748,2.992,3.819440483,-0.458306959,0.478290984,0.436022287
749,2.996,3.764475594,-0.440896143,0.471407984,0.4362548
750,3,3.716436125,-0.425526141,0.465392222,0.436332313
751,3.004,3.671945563,-0.411350076,0.459820873,0.4362548
752,3.008,3.620533778,-0.396247547,0.453382811,0.436022287
753,3.012,3.563737384,-0.380862327,0.44627046,0.435634858
754,3.016,3.495583046,-0.364182891,0.437735805,0.435092649
755,3.02,3.432897133,-0.348610311,0.429885936,0.434395855
756,3.024,3.36442601,-0.332850025,0.421311612,0.433544721
757,3.028,3.304339184,-0.319303685,0.413787215,0.432539552
758,3.032,3.225773503,-0.303125873,0.403948796,0.431380703
759,3.036,3.13249243,-0.283685088,0.392267636,0.430068586
760,3.04,3.066379678,-0.270107955,0.383988639,0.428603668
761,3.044,3.002553991,-0.25676177,0.375996042,0.426986469
762,3.048,2.921293478,-0.240174609,0.365820161,0.425217564
763,3.052,2.830696499,-0.223447411,0.354475118,0.423297582
764,3.056,2.745557625,-0.207846219,0.343813568,0.421227203
765,3.06,2.688444704,-0.197993112,0.336661579,0.419007165
766,3.064,2.591750386,-0.18032562,0.324552994,0.416638255
767,3.068,2.487882807,-0.161628583,0.311546134,0.414121316
768,3.072,2.41616296,-0.148691366,0.302564987,0.411457242
769,3.076,2.361339209,-0.14146144,0.29569966,0.408646978
770,3.08,2.280864958,-0.127804967,0.28562224,0.405691525
771,3.084,2.195400039,-0.113018687,0.274919861,0.402591931
772,3.088,2.115079319,-0.10088501,0.264861666,0.399349298
773,3.092,2.040203715,-0.089406081,0.255485338,0.395964778
774,3.096,1.961496795,-0.076309909,0.245629232,0.392439574
775,3.1,1.859653522,-0.058978591,0.232875867,0.388774938
776,3.104,1.757250142,-0.042065717,0.220052362,0.384972172
777,3.108,1.671370519,-0.0273096,0.209298051,0.381032627
778,3.112,1.574549144,-0.010084178,0.197173555,0.376957703
779,3.116,1.502118938,0.000507174,0.188103453,0.372748848
780,3.12,1.379757377,0.023526032,0.172780677,0.368407557
781,3.124,1.349422131,0.026978374,0.168981934,0.363935372
782,3.128,1.256628299,0.043168192,0.157361789,0.359333883
783,3.132,1.140889715,0.065747262,0.142868377,0.354604725
784,3.136,1.038333721,0.084930768,0.130025761,0.349749577
785,3.14,0.96288767,0.098439693,0.120577999,0.344770164
786,3.144,0.904272045,0.109436784,0.113237834,0.339668257
787,3.148,0.847793289,0.11866419,0.106165259,0.334445667
788,3.152,0.734809686,0.143507643,0.092016841,0.32910425
789,3.156,0.647258544,0.161092677,0.081053214,0.323645903
790,3.16,0.59862319,0.171422986,0.074962832,0.318072567
791,3.164,0.493229258,0.194321521,0.061764834,0.312386222
792,3.168,0.431194373,0.209067528,0.05399649,0.306588887
793,3.172,0.379085249,0.218524767,0.047471104,0.300682622
794,3.176,0.308275905,0.235589331,0.038603975,0.294669526
795,3.18,0.229244408,0.255282323,0.028707224,0.288551736
796,3.184,0.185910802,0.266260594,0.023280756,0.282331424
797,3.188,0.12879713,0.281774383,0.016128673,0.276010802
798,3.192,0.053134595,0.305201161,0.006653801,0.269592114
799,3.196,0.007825957,0.319661956,0.000980009,0.263077642
800,3.2,-0.024446145,0.331413214,-0.003061278,0.256469699
801,3.204,-0.071653708,0.346806767,-0.008972865,0.249770633
802,3.208,-0.108436009,0.361241735,-0.013578943,0.242982826
803,3.212,-0.140357659,0.376016085,-0.017576345,0.236108688
804,3.216,-0.187293375,0.398133962,-0.023453889,0.229150661
805,3.22,-0.21165657,0.409538137,-0.02650478,0.222111218
806,3.224,-0.243723734,0.427770843,-0.030520403,0.214992861
807,3.228,-0.268355101,0.44576755,-0.033604876,0.207798117
808,3.232,-0.277374689,0.456018293,-0.034734358,0.200529544
809,3.236,-0.276193853,0.465587311,-0.034586487,0.193189723
810,3.24,-0.281437292,0.475782071,-0.035243099,0.185781263
811,3.244,-0.300300261,0.494900646,-0.037605222,0.178306796
812,3.248,-0.293030347,0.503704726,-0.036694844,0.170768977
813,3.252,-0.258405352,0.501051971,-0.032358915,0.163170485
814,3.256,-0.265952561,0.514647614,-0.033304017,0.155514019
815,3.26,-0.260156694,0.52796036,-0.032578228,0.1478023
816,3.264,-0.254780751,0.545979031,-0.031905023,0.140038068
817,3.268,-0.219188388,0.545192692,-0.027447955,0.13222408
818,3.272,-0.213492082,0.562168948,-0.026734633,0.124363114
819,3.276,-0.166608637,0.558556716,-0.020863634,0.116457962
820,3.28,-0.134191266,0.566244654,-0.016804156,0.108511434
821,3.284,-0.108997199,0.576669603,-0.013649218,0.100526351
822,3.288,-0.05431376,0.572935311,-0.006801463,0.092505553
823,3.292,-0.009783047,0.568693078,-0.001225086,0.084451887
824,3.296,0.020310655,0.57751526,0.00254341,0.076368216
825,3.3,0.069993953,0.575878338,0.008765021,0.068257412
826,3.304,0.125659375,0.569625248,0.015735746,0.060122356
827,3.308,0.165550592,0.570625341,0.02073114,0.051965939
828,3.312,0.214951502,0.567088786,0.026917389,0.043791059
829,3.316,0.269421216,0.558521694,0.033738381,0.03560062
830,3.32,0.331468356,0.550330268,0.041508259,0.027397533
831,3.324,0.381815935,0.543740101,0.047813055,0.019184711
832,3.328,0.428529348,0.542888965,0.053662761,0.010965073
833,3.332,0.484702034,0.532846034,0.060697009,0.002741539
834,3.336,0.537432934,0.525107554,0.067300257,-0.005482969
835,3.34,0.595874036,0.509997633,0.074618568,-0.013705529
836,3.344,0.643073578,0.50365982,0.08052915,-0.02192322
837,3.348,0.6948198,0.487194177,0.087009091,-0.030133121
838,3.352,0.74645835,0.475583279,0.09347555,-0.038332316
839,3.356,0.803497153,0.468090482,0.100618257,-0.046517892
840,3.36,0.848972658,0.449973633,0.106312946,-0.05468694
841,3.364,0.892718706,0.440335486,0.111791062,-0.062836558
842,3.368,0.938913711,0.426474571,0.11757585,-0.07096385
843,3.372,0.994296332,0.42585306,0.124511162,-0.07906593
844,3.376,1.046415704,0.416430153,0.131037831,-0.087139918
845,3.38,1.089614006,0.41748035,0.136447356,-0.095182945
846,3.384,1.14503059,0.41594679,0.14338692,-0.103192154
847,3.388,1.209107818,0.426743964,0.151411017,-0.1111647
848,3.392,1.263771308,0.432185009,0.158256275,-0.119097749
849,3.396,1.329432069,0.444930067,0.16647867,-0.126988484
850,3.4,1.40201676,0.468852576,0.175568118,-0.1348341
851,3.404,1.494311453,0.49178933,0.187125758,-0.14263181
852,3.408,1.585512523,0.52652352,0.198546449,-0.150378844
853,3.412,1.68140546,0.561176757,0.210554681,-0.158072449
854,3.416,1.807326324,0.608023559,0.226323172,-0.165709891
855,3.42,1.916117215,0.650548667,0.239946556,-0.173288458
856,3.424,2.054563464,0.709834886,0.257283543,-0.180805456
857,3.428,2.210632724,0.768090955,0.27682738,-0.188258214
858,3.432,2.347759302,0.823528101,0.293999111,-0.195644086
859,3.436,2.495386143,0.879036842,0.312485742,-0.202960446
860,3.44,2.649385421,0.934240817,0.331770364,-0.210204695
861,3.444,2.796517911,0.987102444,0.35019509,-0.217374259
862,3.448,2.930944629,1.031192962,0.36702873,-0.224466592
863,3.452,3.063383231,1.073372951,0.383613408,-0.231479172
864,3.456,3.173929543,1.101022848,0.397456615,-0.238409509
865,3.46,3.262008738,1.122953095,0.408486368,-0.24525514
866,3.464,3.329729426,1.127830129,0.416966718,-0.252013634
867,3.468,3.369558398,1.123083412,0.421954318,-0.258682588
868,3.472,3.391866976,1.107136899,0.424747918,-0.265259633
869,3.476,3.406595899,1.088181725,0.426592354,-0.271742433
870,3.48,3.414014387,1.067585048,0.427521337,-0.278128684
871,3.484,3.415534367,1.044401388,0.427711677,-0.284416117
872,3.488,3.416220851,1.02314334,0.427797642,-0.290602499
873,3.492,3.437316054,1.009133622,0.430439298,-0.29668563
874,3.496,3.461745543,0.997477862,0.43349849,-0.302663351
875,3.5,3.484398345,0.988296621,0.436335196,-0.308533537
876,3.504,3.534344373,0.984810417,0.442589708,-0.314294103
877,3.508,3.569430163,0.977943732,0.44698334,-0.319943001
878,3.512,3.613653053,0.970701459,0.45252117,-0.325478225
879,3.516,3.652013322,0.961066021,0.45732485,-0.330897809
880,3.52,3.682531992,0.949650018,0.461146563,-0.336199825
881,3.524,3.71751958,0.936857438,0.465527898,-0.341382392
882,3.528,3.741896721,0.922511052,0.468580535,-0.346443667
883,3.532,3.770879978,0.907466018,0.472209975,-0.351381852
884,3.536,3.804530011,0.893465836,0.476423814,-0.356195193
885,3.54,3.839374525,0.880106127,0.480787233,-0.36088198
886,3.544,3.873837361,0.866345717,0.485102855,-0.365440547
887,3.548,3.915676729,0.854447749,0.490342207,-0.369869275
888,3.552,3.955280455,0.842061666,0.4953016,-0.374166589
889,3.556,4.003404314,0.832255847,0.501327929,-0.378330965
890,3.56,4.043557757,0.819799619,0.506356161,-0.382360921
891,3.564,4.086449179,0.809625113,0.511727256,-0.386255026
892,3.568,4.120895016,0.797784354,0.51604075,-0.390011896
893,3.572,4.173327754,0.788834608,0.522606661,-0.393630197
894,3.576,4.206833583,0.776296126,0.526802442,-0.397108643
