theta,Cd,Cip
-0.223504474,-0.287832265,-0.189554518
-0.224826901,-0.302918827,-0.192051747
-0.226077566,-0.321776516,-0.19273052
-0.227256103,-0.3396014,-0.191652817
-0.228362173,-0.350965254,-0.188444048
-0.229395456,-0.366994713,-0.183980713
-0.230355659,-0.381965722,-0.177925672
-0.231242511,-0.397560319,-0.170053303
-0.232055763,-0.413613052,-0.160634427
-0.232795191,-0.428298334,-0.149429974
-0.233460595,-0.442820587,-0.136685758
-0.234051798,-0.456468465,-0.122306516
-0.234568646,-0.470015878,-0.106546099
-0.23501101,-0.484060722,-0.089390791
-0.235378783,-0.497207783,-0.070735691
-0.235671884,-0.510219988,-0.050625278
-0.235890253,-0.523094353,-0.029116003
-0.236033857,-0.535668024,-0.006203588
-0.236102683,-0.547933589,0.018077471
-0.236096746,-0.56006492,0.043731993
-0.236016082,-0.572196801,0.070786289
-0.23586075,-0.583928226,0.099151448
-0.235630835,-0.595318722,0.128830085
-0.235326445,-0.606259968,0.159756165
-0.23494771,-0.616996705,0.192068354
-0.234494785,-0.627721904,0.22571327
-0.233967849,-0.638269533,0.260701632
-0.233367103,-0.64865026,0.296859294
-0.232692772,-0.658033403,0.334242726
-0.231945105,-0.666950647,0.372492616
-0.231124372,-0.675732617,0.412185538
-0.230230868,-0.68408755,0.453252407
-0.22926491,-0.692273594,0.494946855
-0.22822684,-0.699989445,0.53786721
-0.227117018,-0.706531767,0.581484029
-0.225935831,-0.713208995,0.626427109
-0.224683688,-0.719087346,0.672488066
-0.223361017,-0.724856567,0.719432257
-0.221968272,-0.73040914,0.767107514
-0.220505927,-0.736633244,0.816118218
-0.218974478,-0.739574934,0.864577773
-0.217374443,-0.745954416,0.916347354
-0.215706362,-0.748040612,0.967411543
-0.213970795,-0.75092044,1.01897156
-0.212168323,-0.75437603,1.072598232
-0.210299551,-0.75650807,1.12604199
-0.208365101,-0.759951861,1.181005904
-0.206365617,-0.759346103,1.232702384
-0.204301763,-0.758986631,1.286559289
-0.202174224,-0.75866573,1.341992285
-0.199983704,-0.757453009,1.3958062
-0.197730927,-0.756098876,1.451049826
-0.195416635,-0.757584417,1.509177914
-0.193041591,-0.752868482,1.563563315
-0.190606576,-0.750185895,1.621218952
-0.18811239,-0.747608579,1.676516506
-0.185559851,-0.743517816,1.732488534
-0.182949794,-0.738619896,1.78795543
-0.180283074,-0.73269274,1.84215122
-0.177560562,-0.726668234,1.894909219
-0.174783146,-0.721253835,1.95428042
-0.171951732,-0.714638256,2.008372041
-0.169067242,-0.705558162,2.052234764
-0.166130615,-0.696367648,2.112936244
-0.163142804,-0.688016902,2.15959698
-0.160104781,-0.678388165,2.214643102
-0.15701753,-0.66927834,2.263568331
-0.153882052,-0.658652079,2.310183275
-0.150699362,-0.647027645,2.370770287
-0.14747049,-0.634812691,2.409031768
-0.144196481,-0.623118181,2.447545001
-0.14087839,-0.608391722,2.493374795
-0.13751729,-0.595788671,2.553077166
-0.134114263,-0.581866764,2.574318247
-0.130670408,-0.566816138,2.619428353
-0.127186831,-0.550854398,2.667376992
-0.123664655,-0.538865892,2.692067281
-0.120105012,-0.519939013,2.728860363
-0.116509045,-0.504220213,2.764392287
-0.112877909,-0.491206154,2.776005904
-0.109212769,-0.471152782,2.820647749
-0.1055148,-0.45589049,2.846750658
-0.101785187,-0.437629834,2.867893991
-0.098025124,-0.418231291,2.891417907
-0.094235814,-0.402447028,2.907723646
-0.090418469,-0.382700964,2.929552171
-0.086574309,-0.367234199,2.932253743
-0.082704562,-0.347793666,2.941165359
-0.078810462,-0.32733857,2.981321294
-0.074893252,-0.313288487,2.964112464
-0.070954181,-0.289213411,2.983046854
-0.066994503,-0.271884957,2.99386088
-0.063015479,-0.254882454,2.990343883
-0.059018375,-0.229457793,3.009665156
-0.055004462,-0.217832532,2.982058259
-0.050975016,-0.196368699,2.98850499
-0.046931317,-0.175016296,2.984670071
-0.042874648,-0.159565817,2.965651731
-0.038806296,-0.138645435,2.96394401
-0.034727552,-0.122020382,2.945827261
-0.030639707,-0.100953652,2.936488128
-0.026544056,-0.080219319,2.922502635
-0.022441895,-0.063840886,2.905179549
-0.018334522,-0.050803819,2.868275343
-0.014223236,-0.029155668,2.852915129
-0.010109334,-0.014345113,2.830639313
-0.005994117,0.001168303,2.796467069
-0.001878882,0.017212871,2.765853404
0.002235072,0.035243057,2.740764296
0.006346448,0.047719732,2.695859681
0.010453953,0.063755617,2.664742872
0.014556292,0.081816095,2.632586023
0.018652175,0.089398976,2.584862241
0.022740314,0.109810341,2.557986908
0.026819425,0.115264688,2.50101923
0.030888226,0.131282933,2.461619222
0.03494544,0.141784273,2.417457032
0.038989796,0.149101393,2.359355065
0.043020024,0.164536968,2.321260751
0.047034863,0.169556659,2.263772503
0.051033056,0.177801015,2.213425669
0.055013352,0.187930943,2.159257017
0.058974507,0.194466529,2.10533443
0.062915282,0.204045709,2.052953862
0.066834448,0.205310947,1.992683019
0.070730782,0.209319421,1.933024245
0.074603068,0.222868963,1.888937426
0.0784501,0.217900039,1.81643583
0.08227068,0.222469276,1.759064741
0.08606362,0.232424089,1.711386009
0.08982774,0.225250238,1.639126086
0.093561871,0.2316578,1.583642306
0.097264852,0.235556499,1.529288212
0.100935537,0.222199079,1.453455514
0.104572786,0.232121505,1.407979349
0.108175473,0.231110022,1.349705741
0.111742483,0.217551137,1.274610157
0.115272714,0.224715739,1.227763258
0.118765073,0.221684914,1.17181599
0.122218484,0.206784218,1.102331609
0.12563188,0.209916286,1.051541477
0.129004211,0.206084577,0.995724121
0.132334437,0.189362532,0.929856318
0.135621535,0.191597668,0.882742473
0.138864494,0.18157945,0.825154495
0.142062319,0.172990218,0.773047021
0.145214029,0.162769254,0.716050875
0.148318659,0.152809407,0.664020124
0.151375258,0.148285447,0.619556193
0.154382892,0.129859453,0.565460642
0.157340643,0.12168887,0.517554728
0.160247608,0.113800056,0.471090386
0.163102903,0.103368043,0.427313017
0.165905658,0.083761689,0.37860195
0.168655023,0.074745044,0.338144703
0.171350163,0.064344871,0.299629012
0.173990261,0.05017112,0.260284791
0.176574519,0.034985516,0.219004278
0.179102157,0.02083601,0.183172728
0.181572411,0.007769837,0.149110501
0.183984539,-0.009214396,0.116003495
0.186337816,-0.021791717,0.0846642
0.188631535,-0.035996788,0.056174382
0.190865011,-0.052759872,0.026246588
0.193037575,-0.066737747,0.000833903
0.19514858,-0.085157393,-0.02460729
0.197197398,-0.096688855,-0.046060623
0.199183422,-0.114495888,-0.066660385
0.201106063,-0.13195787,-0.086245895
0.202964754,-0.144116807,-0.102885371
0.204758948,-0.160285658,-0.118187062
0.20648812,-0.177666503,-0.133249085
0.208151763,-0.191115139,-0.144528544
0.209749392,-0.205744223,-0.154661953
0.211280545,-0.225089935,-0.16376509
0.21274478,-0.237763143,-0.169673172
0.214141674,-0.251251998,-0.174120218
0.21547083,-0.265984688,-0.177631579
0.216731868,-0.280921908,-0.179329645
0.217924433,-0.297340977,-0.179987805
0.21904819,-0.30971321,-0.177891192
0.220102827,-0.322180193,-0.174818876
0.221088052,-0.338529819,-0.170006183
0.222003597,-0.351770168,-0.164021636
0.222849216,-0.364720527,-0.156627282
0.223624683,-0.378153055,-0.147575749
0.224329798,-0.391607735,-0.137075127
0.224964378,-0.403886574,-0.125303604
0.225528267,-0.415874608,-0.111927637
0.22602133,-0.428615049,-0.097466332
0.226443452,-0.440661424,-0.081582533
0.226794543,-0.452002266,-0.0644814
0.227074535,-0.463725085,-0.04607104
0.227283381,-0.474849721,-0.026468232
0.227421059,-0.485894355,-0.005632053
0.227487565,-0.496644057,0.016415115
0.227482921,-0.507243275,0.039660845
0.227407171,-0.517606705,0.064086126
0.22726038,-0.527886102,0.089711761
0.227042636,-0.537462783,0.116454621
0.226754048,-0.54750159,0.14434002
0.226394749,-0.556119629,0.173318891
0.225964893,-0.565790006,0.20364235
0.225464656,-0.574287463,0.235030991
0.224894236,-0.582506761,0.267238741
0.224253853,-0.590474768,0.300463709
0.223543749,-0.599178978,0.335185905
0.222764188,-0.604834618,0.370201583
0.221915454,-0.612473405,0.406508497
0.220997854,-0.619518924,0.443922155
0.220011716,-0.625034525,0.481783567
0.218957388,-0.631407683,0.521415708
0.217835242,-0.636971456,0.56125577
0.216645669,-0.64137275,0.601952343
0.21538908,-0.646705516,0.643673945
0.214065908,-0.651447067,0.686452167
0.212676607,-0.656239565,0.730492616
0.21122165,-0.659328337,0.773598836
0.209701532,-0.660998104,0.816600417
0.208116765,-0.663842773,0.861245234
0.206467884,-0.665894854,0.907297278
0.204755443,-0.666993608,0.952807526
0.202980015,-0.669015833,1.001249947
0.201142191,-0.669733223,1.047226522
0.199242583,-0.67226851,1.096923194
0.197281822,-0.670906735,1.14400521
0.195260556,-0.670131653,1.193204958
0.193179453,-0.669446679,1.242986769
0.191039199,-0.667662439,1.289414934
0.188840497,-0.666336004,1.33965024
0.186584069,-0.663617156,1.388616795
0.184270653,-0.659944378,1.438187881
0.181901006,-0.656352631,1.484071624
0.179475901,-0.652356926,1.53447165
0.176996128,-0.649717862,1.588258655
0.174462495,-0.642631998,1.628882718
0.171875822,-0.636493205,1.679256846
0.16923695,-0.630765668,1.727423257
0.166546732,-0.624260651,1.773118613
0.163806039,-0.616692244,1.820953728
0.161015756,-0.609235469,1.866164891
0.158176782,-0.60187674,1.909779217
0.155290031,-0.592133696,1.959489522
0.152356433,-0.582178686,1.999350312
0.14937693,-0.572263337,2.040467328
0.146352478,-0.562533873,2.080446662
0.143284047,-0.551349664,2.121418662
0.140172618,-0.54038912,2.165965817
0.137019188,-0.527233323,2.198886104
0.133824764,-0.515934741,2.241406958
0.130590365,-0.503290654,2.268454189
0.127317023,-0.490044812,2.319264809
0.124005781,-0.475507004,2.344729199
0.120657691,-0.461395076,2.380875923
0.11727382,-0.45081565,2.393687838
0.11385524,-0.433894585,2.435684937
0.110403038,-0.418030631,2.46412955
0.106918308,-0.405366222,2.47858317
0.103402153,-0.387984312,2.507840527
0.099855687,-0.373384547,2.533574902
0.09628003,-0.357225667,2.545473364
0.092676312,-0.340396755,2.572732655
0.089045671,-0.326949394,2.574031611
0.085389252,-0.307901561,2.597075305
0.081708206,-0.294469153,2.605358949
0.078003694,-0.277763935,2.602862232
0.07427688,-0.258223027,2.624509269
0.070528935,-0.243768316,2.630082033
0.066761037,-0.227885959,2.632725578
0.062974369,-0.205230828,2.650851048
0.059170117,-0.19514357,2.630960737
0.055349474,-0.175544057,2.637051199
0.051513635,-0.156724508,2.633554179
0.047663801,-0.142686537,2.622541852
0.043801175,-0.124058985,2.622463341
0.039926964,-0.105939691,2.621026242
0.036042376,-0.091369119,2.600320729
0.032148623,-0.071753058,2.596408732
0.028246919,-0.056852175,2.581851996
0.024338477,-0.043235595,2.552719606
0.020424515,-0.024892731,2.547015044
0.016506248,-0.011312533,2.521293692
0.012584894,-0.000550188,2.494224208
0.008661671,0.018224382,2.477112839
0.004737794,0.033880981,2.449265245
0.00081448,0.04709645,2.425262042
-0.003107056,0.058566678,2.385236025
-0.0070256,0.073814675,2.363414839
-0.010939942,0.088291314,2.332421701
-0.014848872,0.096801447,2.292639543
-0.018751183,0.113446593,2.268346153
-0.022645671,0.118751155,2.218009727
-0.026531137,0.13446017,2.187905892
-0.030406384,0.14316281,2.147838719
-0.034270219,0.150217365,2.100164368
-0.038121454,0.162752508,2.064077329
-0.041958907,0.16839862,2.016799301
-0.0457814,0.175657796,1.972454426
-0.049587759,0.185775227,1.929577667
-0.05337682,0.188118687,1.876636595
-0.057147421,0.196278201,1.831571674
-0.06089841,0.204758607,1.784947929
-0.064628639,0.20304586,1.728748401
-0.068336971,0.21413703,1.689102703
-0.072022273,0.212821273,1.631857567
-0.075683422,0.214626609,1.574378977
-0.079319304,0.2248711,1.536718293
-0.082928811,0.222934963,1.480287283
-0.086510847,0.218487231,1.420807368
-0.090064325,0.226000669,1.374436196
-0.093588165,0.22475027,1.322567127
-0.0970813,0.217414685,1.261968888
-0.100542673,0.224456913,1.220773444
-0.103971236,0.222908638,1.169599222
-0.107365953,0.210680261,1.104779256
-0.1107258,0.216360373,1.063747835
-0.114049764,0.21303539,1.014204236
-0.117336843,0.199906063,0.95508611
-0.120586049,0.202122726,0.910797326
-0.123796405,0.197347508,0.861591865
-0.126966948,0.185917584,0.807434051
-0.130096727,0.181970092,0.761299187
-0.133184805,0.175927565,0.715535756
-0.136230259,0.168125024,0.667762003
-0.139232179,0.15741916,0.619581998
-0.14218967,0.149404433,0.574600338
-0.145101851,0.140756164,0.530804667
-0.147967856,0.134702183,0.49265685
-0.150786834,0.117263438,0.445728898
-0.153557948,0.109550251,0.405340272
-0.156280378,0.101908879,0.367091079
-0.15895332,0.092328244,0.330222701
-0.161575985,0.073089635,0.288984618
-0.1641476,0.06480787,0.254260056
-0.166667408,0.055846103,0.222469428
-0.16913467,0.042500631,0.190481111
-0.171548664,0.026612532,0.155077935
-0.173908683,0.01530168,0.12549829
-0.176214039,0.00290179,0.097673617
-0.17846406,-0.011217168,0.070482153
-0.180658094,-0.027800226,0.042644003
-0.182795504,-0.039196417,0.019769188
-0.184875673,-0.05030203,-0.001591168
-0.186898001,-0.067098564,-0.024567887
-0.188861906,-0.079637567,-0.044385954
-0.190766827,-0.09663458,-0.063168521
-0.192612218,-0.108035715,-0.079132632
-0.194397555,-0.122731993,-0.094015495
-0.196122331,-0.138135628,-0.107514535
-0.197786059,-0.153767385,-0.12012458
-0.19938827,-0.164559095,-0.130281343
-0.200928516,-0.180455206,-0.139841304
-0.202406367,-0.19375881,-0.147168753
-0.203821414,-0.20761706,-0.153704185
-0.205173267,-0.219267433,-0.157763182
-0.206461554,-0.235934193,-0.16139065
-0.207685926,-0.249121745,-0.163022527
-0.208846051,-0.261079958,-0.163107182
-0.20994162,-0.274198886,-0.161953297
-0.210972342,-0.286640533,-0.159474067
-0.211937947,-0.299401536,-0.155905836
-0.212838184,-0.311547197,-0.150687616
-0.213672824,-0.325410406,-0.144655386
-0.214441657,-0.336373097,-0.136947585
-0.215144495,-0.347814053,-0.127962551
-0.215781169,-0.36132506,-0.117977134
-0.216351531,-0.37275567,-0.106751366
-0.216855453,-0.382452533,-0.094428413
-0.217292827,-0.392675074,-0.080955275
-0.217663569,-0.403679829,-0.066314153
-0.21796761,-0.414971691,-0.0507083
-0.218204906,-0.424718421,-0.033959144
-0.218375432,-0.434875672,-0.016187657
-0.218479183,-0.444670102,0.002627424
-0.218516175,-0.454329783,0.022462017
-0.218486444,-0.463724727,0.043302722
-0.218390047,-0.472851979,0.065137752
-0.218227061,-0.48200343,0.087961588
-0.217997584,-0.490401506,0.111697542
-0.217701734,-0.498998011,0.136441507
-0.217339647,-0.507367638,0.162185208
-0.216911484,-0.516715267,0.18904035
-0.216417421,-0.522774272,0.216239435
-0.215857657,-0.530997383,0.244626204
-0.21523241,-0.537261418,0.273923792
-0.214541918,-0.544090495,0.304169813
-0.21378644,-0.550240292,0.335091816
-0.212966251,-0.556505877,0.36679339
-0.212081651,-0.56179459,0.399288524
-0.211132954,-0.567768503,0.432845271
-0.210120496,-0.572797352,0.466633468
-0.209044633,-0.577860986,0.502392823
-0.207905738,-0.583024033,0.537630887
-0.206704205,-0.586416452,0.572726815
-0.205440445,-0.5895366,0.609005681
-0.204114888,-0.592704918,0.645606693
-0.202727983,-0.595402213,0.682945186
-0.201280198,-0.597971239,0.721845317
-0.199772017,-0.600042894,0.760004419
-0.198203945,-0.601555123,0.800089752
-0.196576501,-0.604263401,0.840516065
-0.194890226,-0.606468559,0.881440858
-0.193145675,-0.605681519,0.920641973
-0.191343422,-0.606215742,0.962174377
-0.189484057,-0.606430968,1.004248372
-0.187568188,-0.605689975,1.044262988
-0.185596439,-0.604505123,1.086722133
-0.183569451,-0.603470826,1.127314829
-0.18148788,-0.601601856,1.169590414
-0.1793524,-0.598480673,1.211160136
-0.1771637,-0.596270539,1.251595735
-0.174922483,-0.593016626,1.294688507
-0.17262947,-0.590971688,1.339695482
-0.170285395,-0.585270989,1.376186511
-0.167891007,-0.580314837,1.41855769
-0.165447072,-0.575002536,1.458954
-0.162954368,-0.570080422,1.497570513
-0.160413687,-0.563810682,1.538968815
-0.157825836,-0.55790633,1.575437937
-0.155191636,-0.551142785,1.617579772
-0.152511921,-0.543761546,1.654529154
-0.149787536,-0.536298091,1.694111396
-0.147019341,-0.52766269,1.727127219
-0.144208209,-0.519583378,1.761731953
-0.141355024,-0.510169945,1.79276823
-0.138460681,-0.500153521,1.834321227
-0.135526089,-0.49068501,1.86074247
-0.132552167,-0.478964395,1.896666708
-0.129539845,-0.469750199,1.933336172
-0.126490064,-0.458981182,1.955893191
-0.123403777,-0.446939409,1.997123817
-0.120281944,-0.434599621,2.01989349
-0.117125537,-0.422489381,2.047129341
-0.113935539,-0.410536125,2.07231955
-0.110712939,-0.398884301,2.101723509
-0.107458736,-0.38613589,2.116001074
-0.104173939,-0.373469182,2.134899847
-0.100859565,-0.359343373,2.160897843
-0.097516638,-0.344231138,2.18241934
-0.094146189,-0.333658884,2.186151787
-0.09074926,-0.317317186,2.211330584
-0.087326895,-0.304412642,2.220186861
-0.083880149,-0.289995549,2.227300947
-0.08041008,-0.273851162,2.256296533
-0.076917755,-0.264231796,2.253113743
-0.073404246,-0.248457732,2.250826354
-0.069870628,-0.230731956,2.267072588
-0.066317985,-0.218864012,2.266171945
-0.062747401,-0.205911841,2.262604558
-0.059159969,-0.187125465,2.27282774
-0.055556784,-0.171829808,2.273646216
-0.051938943,-0.161537148,2.260826017
-0.04830755,-0.144573344,2.25435483
-0.04466371,-0.130527701,2.252162973
-0.04100853,-0.114215758,2.250688627
-0.03734312,-0.097842367,2.249052879
-0.033668593,-0.086020005,2.232897688
-0.029986063,-0.071758844,2.220329339
-0.026296645,-0.054774967,2.209679075
-0.022601455,-0.042926491,2.194943136
-0.01890161,-0.030894562,2.171378919
-0.015198228,-0.017292481,2.155819142
-0.011492425,-0.00300101,2.141997862
-0.007785319,0.007482341,2.11711576
-0.004078025,0.020201095,2.091614033
-0.000371659,0.03565874,2.070168312
0.003332665,0.046667666,2.048030042
0.007033836,0.054535052,2.010498761
0.010730744,0.069283918,1.991912076
0.01442228,0.081266509,1.96406342
0.018107339,0.087601593,1.930991008
0.021784821,0.100920615,1.903139766
0.025453626,0.108870774,1.866790144
0.02911266,0.114228191,1.825692353
0.032760831,0.129888664,1.803466432
0.036397054,0.129697466,1.753756345
0.040020245,0.138241443,1.716464651
0.04362933,0.149310657,1.687887804
0.047223235,0.15051417,1.639556639
0.050800896,0.157186257,1.602747136
0.054361252,0.166452103,1.564065358
0.057903249,0.167307384,1.520671183
0.061425841,0.173215267,1.478125549
0.064927987,0.179794893,1.438732155
0.068408654,0.17614067,1.389323723
0.071866817,0.184215783,1.353003387
0.075301457,0.188362633,1.311717528
0.078711565,0.183211314,1.257536152
0.08209614,0.18796222,1.218718885
0.085454189,0.193302273,1.179775885
0.088784729,0.187033426,1.127443095
0.092086784,0.188671984,1.085135147
0.09535939,0.192078265,1.045472193
0.098601591,0.187159464,0.998110825
0.101812444,0.181363772,0.949490089
0.104991012,0.185437677,0.913815016
0.108136372,0.181759142,0.869583475
0.111247611,0.172954037,0.820043437
0.114323827,0.174479014,0.783247787
0.117364128,0.16845326,0.74053447
0.120367636,0.160220162,0.696334369
0.123333485,0.159674202,0.659624312
0.126260818,0.152149744,0.617119393
0.129148793,0.147891204,0.578333305
0.131996582,0.137618929,0.537656981
0.134803365,0.132911417,0.500491053
0.137568341,0.122752715,0.461977837
0.140290717,0.118434531,0.426975005
0.142969717,0.109087694,0.390916116
0.145604578,0.098244521,0.353528026
0.14819455,0.088260227,0.319271381
0.150738899,0.082514988,0.288983745
0.153236903,0.077094019,0.261725178
0.155687856,0.058042805,0.225788423
0.158091067,0.049939499,0.196227642
0.16044586,0.043011893,0.168909561
0.162751573,0.033691594,0.14301945
0.16500756,0.016714135,0.114005519
0.167213192,0.008653538,0.090743041
0.169367852,-0.002683006,0.066440316
0.171470943,-0.012866116,0.045444988
0.173521881,-0.023834665,0.024548462
0.175520099,-0.037253071,0.003293697
0.177465048,-0.047065705,-0.014755041
0.179356192,-0.060022804,-0.031851786
0.181193016,-0.073802584,-0.048904614
0.182975017,-0.083116404,-0.062926759
0.184701712,-0.097443066,-0.076829618
0.186372635,-0.107348933,-0.088788958
0.187987335,-0.120686701,-0.099841753
0.189545379,-0.131575566,-0.109595708
0.191046354,-0.145955295,-0.118835033
0.192489859,-0.155678295,-0.125663613
0.193875516,-0.168035768,-0.131483251
0.195202962,-0.179912589,-0.136334985
0.196471851,-0.191011024,-0.139973254
0.197681856,-0.203222807,-0.142580141
0.198832667,-0.212634481,-0.143425839
0.199923994,-0.226816132,-0.143364796
0.200955562,-0.236509859,-0.14205821
0.201927116,-0.248534378,-0.139967152
0.202838419,-0.258444953,-0.13650478
0.203689251,-0.270520588,-0.132524834
0.20447941,-0.279585118,-0.126813433
0.205208715,-0.288769876,-0.12033877
0.205877,-0.299168369,-0.112755213
0.206484119,-0.309115094,-0.10428123
0.207029944,-0.318861072,-0.094777318
0.207514365,-0.328404933,-0.08432211
0.207937291,-0.338216227,-0.072974247
0.208298647,-0.347126883,-0.060575142
0.20859838,-0.355969066,-0.047334401
0.208836453,-0.364592714,-0.033229934
0.209012848,-0.373245977,-0.018260525
0.209127564,-0.382654701,-0.002446455
0.20918062,-0.389582345,0.014188974
0.209172052,-0.396560968,0.031672949
0.209101915,-0.404988178,0.049925329
0.208970282,-0.412431397,0.068984601
0.208777244,-0.419501396,0.088790947
0.208522909,-0.426559561,0.109420813
0.208207405,-0.43328806,0.130803681
0.207830877,-0.439594018,0.152845666
0.207393487,-0.445934268,0.175729503
0.206895416,-0.451501829,0.199245059
0.206336862,-0.457535937,0.223577369
0.205718041,-0.462765352,0.248454504
0.205039186,-0.467914156,0.273912805
0.20430055,-0.473190089,0.300385781
0.203502399,-0.477535224,0.327110946
0.202645019,-0.482289037,0.354893686
0.201728714,-0.486349862,0.383033663
0.200753803,-0.491086253,0.412128013
0.199720622,-0.494908877,0.441371493
0.198629525,-0.498927692,0.47135799
0.197480882,-0.501529842,0.501288466
0.19627508,-0.503262886,0.531781433
0.195012522,-0.505510902,0.562779708
0.193693627,-0.50733008,0.594163524
0.192318831,-0.509596006,0.627404087
0.190888586,-0.510389814,0.658975079
0.189403357,-0.512158523,0.692138311
0.187863629,-0.513384851,0.725260128
0.1862699,-0.513819559,0.758003981
0.184622683,-0.513310661,0.791577759
0.182922507,-0.512464022,0.824815848
0.181169917,-0.51240967,0.858811322
0.17936547,-0.511139371,0.893420265
0.17750974,-0.510938081,0.929392694
0.175603315,-0.509001103,0.963878886
0.173646796,-0.506710465,0.996650967
0.171640799,-0.503612369,1.03112318
0.169585955,-0.500895644,1.065336718
0.167482906,-0.497859291,1.098190146
0.165332309,-0.49480484,1.132809444
0.163134835,-0.490982206,1.166990529
0.160891165,-0.486654826,1.201758345
0.158601997,-0.482202873,1.235537746
0.156268037,-0.477050572,1.26815085
0.153890008,-0.471635379,1.300515482
0.151468641,-0.465520984,1.331544589
0.14900468,-0.459191933,1.359688727
0.146498883,-0.453053503,1.392638614
0.143952017,-0.446190373,1.420366055
0.14136486,-0.438572095,1.45632855
0.138738202,-0.430743095,1.478864291
0.136072843,-0.422302335,1.509192283
0.133369594,-0.415370085,1.541644872
0.130629276,-0.405832294,1.566304231
0.12785272,-0.398283669,1.592357278
0.125040765,-0.387725023,1.617636444
0.122194262,-0.378725779,1.644216231
0.11931407,-0.367739003,1.670279321
0.116401056,-0.360738795,1.686113868
0.113456096,-0.349293042,1.714924413
0.110480075,-0.337344673,1.736655265
0.107473886,-0.328772879,1.750797347
0.104438429,-0.315533589,1.775360791
0.101374613,-0.304496232,1.798151407
0.098283351,-0.295105976,1.799690841
0.095165568,-0.282299313,1.823233562
0.09202219,-0.269905344,1.841995053
0.088854154,-0.259734417,1.850686746
0.0856624,-0.246383535,1.861524896
0.082447876,-0.235342747,1.879250226
0.079211534,-0.225702863,1.872960613
0.075954332,-0.210985625,1.880981111
0.072677234,-0.197969222,1.894179848
0.069381205,-0.19043979,1.889275355
0.06606722,-0.175565724,1.89793888
0.062736252,-0.159739036,1.90685046
0.059389283,-0.15348154,1.892831169
0.056027295,-0.137677187,1.899297957
0.052651274,-0.125668208,1.894846734
0.049262211,-0.112950873,1.894221224
0.045861098,-0.099307628,1.892719695
0.042448928,-0.086892902,1.892842958
0.039026698,-0.075467381,1.883849525
0.035595406,-0.062043892,1.875309692
0.032156053,-0.049004016,1.868946046
0.028709638,-0.0378087,1.858596088
0.025257164,-0.027278033,1.843792921
0.021799633,-0.015765386,1.833342119
0.018338047,-0.004574735,1.818296758
0.014873408,0.007429891,1.808042692
0.01140672,0.018121157,1.792855864
0.007938984,0.027211949,1.767765785
0.004471201,0.040846286,1.752633862
0.00100437,0.049958204,1.734115461
-0.002460511,0.057027718,1.706084769
-0.005922445,0.069493695,1.690116749
-0.009380437,0.079898665,1.668594351
-0.012833496,0.083907068,1.639628886
-0.016280632,0.098372417,1.624233053
-0.019720859,0.103003599,1.590063422
-0.023153193,0.107863745,1.558974756
-0.026576653,0.120467928,1.538276012
-0.029990265,0.127261731,1.511643529
-0.033393055,0.127900216,1.468854927
-0.036784056,0.138646145,1.44784167
-0.040162304,0.142870536,1.414868414
-0.04352684,0.144604551,1.376328712
-0.046876711,0.153810635,1.352261844
-0.050210969,0.159164713,1.317126875
-0.053528672,0.158051314,1.278737017
-0.056828882,0.165355384,1.249056559
-0.06011067,0.170470462,1.215537604
-0.063373111,0.167358446,1.174868081
-0.066615288,0.172441933,1.142141317
-0.06983629,0.179292136,1.112889543
-0.073035214,0.176431972,1.072436105
-0.076211165,0.175473494,1.031530904
-0.079363254,0.182186156,1.004769579
-0.082490602,0.181392678,0.966673917
-0.085592335,0.174284155,0.922801941
-0.088667591,0.179825514,0.89350928
-0.091715514,0.17941966,0.857656589
-0.094735259,0.17397403,0.81750756
-0.097725988,0.171171273,0.781595904
-0.100686874,0.173978303,0.751772583
-0.103617099,0.169757948,0.714564163
-0.106515854,0.163247342,0.676031806
-0.109382341,0.163115563,0.644928439
-0.112215773,0.158593688,0.610165306
-0.11501537,0.155399405,0.577167526
-0.117780368,0.146016829,0.54133459
-0.120510008,0.14429833,0.510211727
-0.123203547,0.137253911,0.476913892
-0.12586025,0.134519782,0.446743687
-0.128479395,0.124992589,0.414188459
-0.13106027,0.119002763,0.383793723
-0.133602178,0.11049939,0.353160865
-0.136104431,0.106196369,0.324561993
-0.138566355,0.098855835,0.297576364
-0.140987286,0.088127912,0.2670646
-0.143366575,0.079629618,0.239948684
-0.145703584,0.074542861,0.216160642
-0.14799769,0.068771822,0.193768412
-0.15024828,0.051713063,0.165401161
-0.152454757,0.048100895,0.144810864
-0.154616535,0.037315224,0.120517971
-0.156733044,0.03037178,0.100100953
-0.158803725,0.021748424,0.080468186
-0.160828034,0.006498754,0.058452825
-0.162805442,0.000705137,0.041357327
-0.164735431,-0.009967612,0.023694346
-0.1666175,-0.019487454,0.007414544
-0.168451162,-0.027998858,-0.007660541
-0.170235942,-0.040502137,-0.022871162
-0.171971381,-0.050893613,-0.036616898
-0.173657037,-0.059421151,-0.049038063
-0.175292478,-0.070405517,-0.060102141
-0.17687729,-0.082528237,-0.071390883
-0.178411073,-0.090545226,-0.080051928
-0.179893443,-0.10118247,-0.088639579
-0.18132403,-0.112055551,-0.096127955
-0.182702478,-0.122868244,-0.102809337
-0.184028449,-0.132549424,-0.108270517
-0.185301618,-0.143022613,-0.112705285
-0.186521677,-0.154225976,-0.116563593
-0.187688332,-0.163042372,-0.118782538
-0.188801306,-0.172958462,-0.120334569
