time,forcex,moment,Cd,theta,omega,Cip,real_moment
2.22,-0.550868312,-0.20757534,-1.103723325,-0.258313776,0.214021931,0.545195871,-0.127139895
2.224,-0.559946668,-0.21263843,-1.121912778,-0.257405535,0.24008333,0.626501748,-0.130241038
2.228,-0.569361169,-0.218029439,-1.140775735,-0.256393239,0.266047677,0.711857611,-0.133543032
2.232,-0.578375439,-0.223349603,-1.158836783,-0.255277297,0.291904475,0.800100351,-0.136801632
2.236,-0.585991801,-0.228446151,-1.174096977,-0.25405816,0.317643272,0.890516621,-0.139923267
2.24,-0.593579714,-0.23351507,-1.189300168,-0.252736322,0.343253664,0.983668169,-0.14302798
2.244,-0.601522876,-0.238683128,-1.20521514,-0.251312316,0.368725296,1.080048299,-0.146193416
2.248,-0.608638326,-0.244032835,-1.219471701,-0.249786718,0.394047874,1.180091758,-0.149470112
2.252,-0.61512814,-0.249065918,-1.232474735,-0.248160146,0.419211159,1.281343765,-0.152552875
2.256,-0.621903606,-0.254470506,-1.246050102,-0.246433255,0.44420498,1.387201018,-0.155863185
2.26,-0.62557185,-0.25891394,-1.25339982,-0.244606745,0.469019233,1.490268801,-0.158584789
2.264,-0.631683731,-0.264245122,-1.265645624,-0.242681354,0.493643887,1.600808074,-0.161850137
2.268,-0.637110524,-0.269513872,-1.276518782,-0.24065786,0.518068988,1.713512363,-0.165077246
2.272,-0.640228079,-0.274148179,-1.282765136,-0.238537081,0.542284662,1.824446827,-0.16791576
2.276,-0.643502621,-0.278929966,-1.289326028,-0.236319875,0.56628112,1.938410613,-0.170844604
2.28,-0.647692461,-0.284625995,-1.297720819,-0.234007138,0.590048662,2.061013875,-0.174333422
2.284,-0.649868095,-0.289147331,-1.302079933,-0.231599804,0.613577679,2.177244804,-0.17710274
2.288,-0.653082909,-0.294428614,-1.308521156,-0.229098847,0.63685866,2.301132339,-0.180337526
2.292,-0.654027883,-0.299058171,-1.310414513,-0.226505278,0.659882194,2.421812994,-0.18317313
2.296,-0.65428535,-0.303433387,-1.310930375,-0.223820145,0.682638973,2.541984908,-0.18585295
2.3,-0.654904547,-0.308180912,-1.312171003,-0.221044534,0.705119799,2.66677987,-0.188760808
2.304,-0.654516606,-0.313162736,-1.311393721,-0.218179567,0.727315584,2.795191034,-0.191812176
2.308,-0.653753868,-0.317427768,-1.309865493,-0.215226401,0.749217354,2.91857775,-0.194424508
2.312,-0.651893867,-0.321734595,-1.306138784,-0.212186232,0.770816257,3.043456866,-0.19706244
2.316,-0.651080156,-0.327219607,-1.304508426,-0.209060287,0.792103561,3.180825233,-0.200422009
2.32,-0.64775478,-0.330746979,-1.297845682,-0.20584983,0.813070661,3.300218534,-0.202582524
2.324,-0.642911395,-0.334699579,-1.288141445,-0.20255616,0.833709081,3.424429427,-0.205003492
2.328,-0.639356142,-0.339796777,-1.281018117,-0.199180607,0.854010477,3.561237818,-0.208125526
2.332,-0.635036493,-0.343538863,-1.272363239,-0.195724536,0.873966644,3.684590724,-0.210417553
2.336,-0.62825972,-0.346586064,-1.258785253,-0.192189345,0.893569514,3.800650745,-0.212283964
2.34,-0.622656347,-0.351377376,-1.247558298,-0.188576462,0.912811163,3.936164683,-0.215218643
2.344,-0.616745802,-0.355230815,-1.235715892,-0.184887348,0.931683812,4.061605183,-0.217578874
2.348,-0.607904135,-0.357974627,-1.21800067,-0.181123493,0.950179832,4.174231934,-0.219259459
2.352,-0.599768278,-0.361855606,-1.201699616,-0.177286421,0.968291746,4.299916856,-0.221636559
2.356,-0.593269769,-0.368145779,-1.18867916,-0.173377681,0.986012232,4.454722452,-0.225489289
2.36,-0.581188448,-0.366587092,-1.164472947,-0.169398855,1.003334128,4.513789239,-0.224534594
2.364,-0.570170866,-0.370403176,-1.142398049,-0.165351549,1.020250431,4.637671809,-0.226871945
2.368,-0.559743993,-0.372646494,-1.121506698,-0.161237401,1.036754302,4.741234211,-0.228245978
2.372,-0.548690301,-0.375791603,-1.099359449,-0.157058074,1.05283907,4.855428779,-0.230172357
2.376,-0.537191907,-0.376948907,-1.076321192,-0.152815256,1.068498233,4.942820273,-0.230881205
2.38,-0.523484513,-0.38077202,-1.048856969,-0.148510664,1.08372546,5.064106462,-0.233222862
2.384,-0.512594774,-0.379824275,-1.027038217,-0.144146036,1.098514596,5.120437542,-0.232642369
2.388,-0.49577346,-0.380873316,-0.993334922,-0.139723139,1.112859663,5.201630179,-0.233284906
2.392,-0.482724181,-0.385438076,-0.967189303,-0.135243759,1.126754861,5.329697719,-0.236080821
2.396,-0.467608879,-0.384649978,-0.936904185,-0.130709707,1.140194574,5.382241806,-0.235598112
2.4,-0.450865034,-0.38757917,-0.90335611,-0.126122817,1.153173369,5.484961146,-0.237392241
2.404,-0.436617187,-0.38935792,-0.87480903,-0.121484942,1.165685998,5.569922035,-0.238481726
2.408,-0.419252664,-0.389230194,-0.84001736,-0.116797957,1.177727405,5.625612666,-0.238403494
2.412,-0.404644199,-0.388953939,-0.810747743,-0.112063758,1.18929272,5.67682436,-0.238234287
2.416,-0.386894163,-0.389578122,-0.775183657,-0.107284257,1.20037727,5.738928927,-0.2386166
2.42,-0.369145789,-0.3903412,-0.739622899,-0.102461386,1.210976572,5.800943795,-0.239083985
2.424,-0.351168739,-0.39072384,-0.703603965,-0.097597097,1.221086343,5.85510662,-0.239318352
2.428,-0.334680514,-0.390068365,-0.67056805,-0.092693354,1.230702495,5.891316223,-0.238916874
2.432,-0.314579486,-0.391692343,-0.6302935,-0.08775214,1.239821142,5.9596759,-0.23991156
2.436,-0.298119968,-0.38905218,-0.597315103,-0.082775453,1.248438596,5.960649194,-0.23829446
2.44,-0.278314906,-0.391395763,-0.557633553,-0.077765304,1.256551375,6.035522771,-0.239729905
2.444,-0.262968475,-0.387598277,-0.526885343,-0.072723719,1.264156199,6.01313702,-0.237403945
2.448,-0.241663125,-0.387872268,-0.484197805,-0.067652736,1.271249994,6.051154148,-0.237571764
2.452,-0.228762965,-0.38405424,-0.458350962,-0.062554404,1.277829891,6.022601535,-0.235233222
2.456,-0.205329008,-0.384054058,-0.411398534,-0.057430786,1.283893232,6.051176088,-0.235233111
2.46,-0.19218952,-0.379279194,-0.385072169,-0.052283951,1.289437565,6.001749436,-0.232308506
2.464,-0.171123961,-0.377632402,-0.342865078,-0.04711598,1.294460649,5.998969122,-0.231299846
2.468,-0.155623215,-0.374548742,-0.311807685,-0.041928963,1.298960453,5.970666242,-0.229411104
2.472,-0.134858596,-0.373274199,-0.270203559,-0.036724997,1.302935158,5.968556344,-0.228630447
2.476,-0.120600463,-0.369087761,-0.241635871,-0.031506184,1.306383158,5.917233942,-0.226066253
2.48,-0.097759688,-0.368251015,-0.195871946,-0.026274636,1.309303058,5.917014833,-0.225553747
2.484,-0.086150307,-0.362565227,-0.172611314,-0.021032465,1.311693679,5.836293154,-0.222071202
2.488,-0.063343556,-0.361793868,-0.12691556,-0.015781793,1.313554053,5.832136425,-0.221598744
2.492,-0.052280739,-0.35601778,-0.104750027,-0.010524741,1.31488343,5.744833733,-0.218060891
2.496,-0.035185566,-0.352183817,-0.070498028,-0.005263434,1.315681271,5.686415784,-0.215712588
2.5,-0.019836942,-0.347694178,-0.039745425,-1.28E-16,1.315947253,5.615060286,-0.212962684
2.504,-0.001044255,-0.344906144,-0.002092275,0.005263434,1.315681271,5.568909326,-0.211255013
2.508,0.007827228,-0.338106709,0.015682684,0.010524741,1.31488343,5.4558141,-0.207090359
2.512,0.029094993,-0.336124554,0.058294918,0.015781793,1.313554053,5.418345703,-0.205876289
2.516,0.036622853,-0.329178114,0.073377787,0.021032465,1.311693679,5.298853363,-0.201621595
2.52,0.055903362,-0.326626885,0.112008339,0.026274636,1.309303058,5.248203121,-0.200058967
2.524,0.062311677,-0.31888445,0.12484808,0.031506184,1.306383158,5.112371888,-0.195316726
2.528,0.078868622,-0.315692396,0.158021683,0.036724997,1.302935158,5.047838455,-0.193361593
2.532,0.088718062,-0.309525893,0.177756085,0.041928963,1.298960453,4.934139654,-0.189584609
2.536,0.100562182,-0.304414485,0.201487041,0.04711598,1.294460649,4.835848528,-0.186453872
2.54,0.107758816,-0.298123818,0.215906264,0.052283951,1.289437565,4.71753919,-0.182600839
2.544,0.118075408,-0.291725723,0.236576655,0.057430786,1.283893232,4.596445944,-0.178682005
2.548,0.126487956,-0.286009031,0.253432089,0.062554404,1.277829891,4.485091557,-0.175180532
2.552,0.133882041,-0.279700752,0.268246927,0.067652736,1.271249994,4.363581787,-0.17131671
2.556,0.140923938,-0.273191166,0.282356118,0.072723719,1.264156199,4.238243588,-0.167329589
2.56,0.146751425,-0.266649616,0.294032109,0.077765304,1.256551375,4.111873408,-0.16332289
2.564,0.150021983,-0.258730504,0.30058502,0.082775453,1.248438596,3.963997255,-0.158472434
2.568,0.158901625,-0.253309554,0.318376327,0.08775214,1.239821142,3.854154594,-0.155152102
2.572,0.156294556,-0.244745058,0.313152787,0.092693354,1.230702495,3.696455952,-0.149906348
2.576,0.166229269,-0.239138574,0.333058042,0.097597097,1.221086343,3.583558778,-0.146472377
2.58,0.159114941,-0.229900619,0.318803729,0.102461386,1.210976572,3.416602116,-0.140814129
2.584,0.16973001,-0.225182294,0.34007215,0.107284257,1.20037727,3.317191358,-0.137924155
2.588,0.162396567,-0.215479364,0.325378817,0.112063758,1.18929272,3.144944371,-0.13198111
2.592,0.16756459,-0.209503819,0.3357335,0.116797957,1.177727405,3.027995664,-0.128321089
2.596,0.164163693,-0.201825081,0.328919441,0.121484942,1.165685998,2.887189161,-0.123617862
2.6,0.160623755,-0.193530552,0.321826797,0.126122817,1.153173369,2.738814776,-0.118537463
2.604,0.162555178,-0.186786276,0.32569661,0.130709707,1.140194574,2.613620066,-0.114406594
2.608,0.151041986,-0.177480579,0.302628705,0.135243759,1.126754861,2.454136991,-0.108706855
2.612,0.155182068,-0.171791585,0.310923798,0.139723139,1.112859663,2.346177203,-0.105222346
2.616,0.142103476,-0.161804194,0.284719448,0.144146036,1.098514596,2.18129362,-0.099105069
2.62,0.141618884,-0.155059207,0.283748516,0.148510664,1.08372546,2.062221732,-0.094973765
2.624,0.132594671,-0.147319115,0.265667544,0.152815256,1.068498233,1.931752274,-0.090232958
2.628,0.124578578,-0.139265879,0.249606447,0.157058074,1.05283907,1.799389749,-0.085300351
2.632,0.120629961,-0.131608798,0.241694972,0.161237401,1.036754302,1.674477402,-0.080610389
2.636,0.108033874,-0.122970732,0.216457372,0.165351549,1.020250431,1.53966794,-0.075319573
2.64,0.101856171,-0.115811372,0.204079685,0.169398855,1.003334128,1.42598618,-0.070934466
2.644,0.091612219,-0.108411557,0.183554836,0.173377681,0.986012232,1.311826526,-0.066402079
2.648,0.08064823,-0.099717949,0.161587316,0.177286421,0.968291746,1.184944717,-0.061077244
2.652,0.071782915,-0.092374421,0.143824715,0.181123493,0.950179832,1.07714969,-0.056579333
2.656,0.062715774,-0.085182082,0.125657732,0.184887348,0.931683812,0.973946997,-0.052174025
2.66,0.046619493,-0.076714673,0.093407118,0.188576462,0.912811163,0.859365475,-0.046987737
2.664,0.037072373,-0.069059566,0.074278448,0.192189345,0.893569514,0.757304804,-0.042298984
2.668,0.026806231,-0.061854465,0.053709138,0.195724536,0.873966644,0.663413703,-0.03788586
2.672,0.008830703,-0.053492354,0.017693253,0.199180607,0.854010477,0.560626253,-0.032764067
2.676,-0.000829089,-0.046668418,-0.001661169,0.20255616,0.833709081,0.477481047,-0.028584406
2.68,-0.012616488,-0.03934366,-0.025278478,0.20584983,0.813070661,0.392574031,-0.024097991
2.684,-0.030887947,-0.030898105,-0.06188729,0.209060287,0.792103561,0.300353244,-0.018925089
2.688,-0.040607505,-0.024263902,-0.081361461,0.212186232,0.770816257,0.229525018,-0.01486164
2.692,-0.056312077,-0.016958912,-0.112827243,0.215226401,0.749217354,0.155928081,-0.010387333
2.696,-0.071321079,-0.00957879,-0.142899377,0.218179567,0.727315584,0.085497237,-0.005867009
2.7,-0.084061358,-0.002736241,-0.168425883,0.221044534,0.705119799,0.023677493,-0.001675947
2.704,-0.098375288,0.004124778,-0.197105366,0.223820145,0.682638973,-0.034554941,0.002526426
2.708,-0.113051831,0.010982581,-0.226511383,0.226505278,0.659882194,-0.08893841,0.006726831
2.712,-0.127499335,0.017828186,-0.255458496,0.229098847,0.63685866,-0.139337734,0.010919764
2.716,-0.139932804,0.024181437,-0.280370274,0.231599804,0.613577679,-0.182083325,0.01481113
2.72,-0.156231944,0.030983008,-0.313027338,0.234007138,0.590048662,-0.22435199,0.018977092
2.724,-0.170004836,0.03732103,-0.340622793,0.236319875,0.56628112,-0.259360736,0.022859131
2.728,-0.182871542,0.043437496,-0.366402609,0.238537081,0.542284662,-0.289075062,0.026605466
2.732,-0.19885384,0.049868685,-0.398424845,0.24065786,0.518068988,-0.317054586,0.03054457
2.736,-0.211188636,0.055709618,-0.423138922,0.242681354,0.493643887,-0.33749121,0.034122141
2.74,-0.226761782,0.061722614,-0.454341378,0.244606745,0.469019233,-0.355265869,0.037805101
2.744,-0.238854179,0.067380979,-0.478569784,0.246433255,0.44420498,-0.367315506,0.04127085
2.748,-0.252689093,0.073353198,-0.506289508,0.248160146,0.419211159,-0.377372638,0.044928834
2.752,-0.267057927,0.079170457,-0.535078995,0.249786718,0.394047874,-0.382851772,0.048491905
2.756,-0.280373756,0.084856876,-0.561758679,0.251312316,0.368725296,-0.383979902,0.051974836
2.76,-0.293879489,0.090378968,-0.588818853,0.252736322,0.343253664,-0.380715959,0.055357118
2.764,-0.30626866,0.095588706,-0.613641876,0.25405816,0.317643272,-0.372618803,0.058548082
2.768,-0.318726334,0.101014567,-0.638602152,0.255277297,0.291904475,-0.361862254,0.061871422
2.772,-0.329435793,0.106129756,-0.660059693,0.256393239,0.266047677,-0.346509511,0.065004476
2.776,-0.342684308,0.111318567,-0.686604505,0.257405535,0.24008333,-0.327980586,0.068182622
2.78,-0.355030915,0.116444104,-0.711342245,0.258313776,0.214021931,-0.305840013,0.071322014
2.784,-0.367534809,0.121673511,-0.736395128,0.259117595,0.187874014,-0.280531271,0.074525026
2.788,-0.379178268,0.126791151,-0.75972404,0.259816667,0.16165015,-0.251526404,0.07765958
2.792,-0.390709406,0.131839192,-0.782827901,0.260410709,0.13536094,-0.219006203,0.080751505
2.796,-0.401902796,0.136856866,-0.80525505,0.260899482,0.109017011,-0.183096222,0.083824831
2.8,-0.413595468,0.141939215,-0.828682564,0.261282787,0.082629012,-0.143930715,0.086937769
2.804,-0.424702361,0.14702831,-0.850936407,0.261560469,0.05620761,-0.101417899,0.09005484
2.808,-0.435621985,0.152133769,-0.872815038,0.261732417,0.029763487,-0.055568409,0.093181934
2.812,-0.446487478,0.157270725,-0.89458521,0.261798561,0.003307333,-0.006383286,0.096328319
2.816,-0.457143744,0.162427664,-0.915936174,0.261758874,-0.023150159,0.046145834,0.099486944
2.82,-0.467326154,0.167515505,-0.936337716,0.261613372,-0.049598292,0.101962449,0.102603247
2.824,-0.47743792,0.172671332,-0.956597716,0.261362114,-0.076026376,0.161102786,0.105761191
2.828,-0.487598099,0.177823437,-0.976954717,0.261005202,-0.102423726,0.223515731,0.108916855
2.832,-0.497102098,0.182910038,-0.995996991,0.26054278,-0.128779672,0.289070236,0.112032398
2.836,-0.506472762,0.188107075,-1.014772113,0.259975034,-0.155083559,0.358005264,0.115215583
2.84,-0.515408403,0.193039664,-1.032675623,0.259302195,-0.181324755,0.429558358,0.118236794
2.844,-0.524004008,0.198077166,-1.049897833,0.258524534,-0.20749265,0.504377441,0.121322264
2.848,-0.531594403,0.203006172,-1.065105996,0.257642366,-0.233576668,0.581911881,0.12434128
2.852,-0.539838162,0.208076783,-1.081623245,0.256656046,-0.259566264,0.662812046,0.127447029
2.856,-0.547355999,0.213058775,-1.096686033,0.255565975,-0.285450931,0.746361815,0.1304985
2.86,-0.554652335,0.218064668,-1.111305019,0.254372593,-0.311220206,0.832859249,0.133564609
2.864,-0.561634686,0.223097256,-1.125294903,0.253076381,-0.336863671,0.922288786,0.136647069
2.868,-0.568667012,0.228280563,-1.139384917,0.251677865,-0.362370961,1.015174841,0.139821845
2.872,-0.57301639,0.232737322,-1.148099359,0.250177609,-0.387731764,1.107429115,0.14255161
2.876,-0.580089129,0.238103916,-1.162270344,0.24857622,-0.412935829,1.206611963,0.145838648
2.88,-0.585182726,0.242815549,-1.172475908,0.246874345,-0.437972966,1.305095586,0.148724524
2.884,-0.590156023,0.247928721,-1.182440439,0.245072672,-0.462833054,1.408217477,0.151856341
2.888,-0.59489954,0.253051993,-1.19194458,0.24317193,-0.487506044,1.513938694,0.154994345
2.892,-0.598449866,0.257837096,-1.199058037,0.241172887,-0.511981962,1.62001332,0.157925221
2.896,-0.602741794,0.263100576,-1.207657371,0.23907635,-0.536250914,1.731443673,0.161149103
2.9,-0.605530055,0.267882813,-1.213243949,0.236883168,-0.560303089,1.841986281,0.164078223
2.904,-0.609449681,0.273047818,-1.221097337,0.234594228,-0.584128764,1.957337995,0.167241789
2.908,-0.61073298,0.277797531,-1.223668564,0.232210453,-0.607718308,2.07180666,0.170150988
2.912,-0.612163723,0.282554995,-1.22653521,0.229732809,-0.631062184,2.188233533,0.173064935
2.916,-0.613182229,0.287288915,-1.228575895,0.227162296,-0.654150957,2.30629774,0.175964461
2.92,-0.613441186,0.291952241,-1.229094742,0.224499954,-0.676975292,2.425510473,0.178820748
2.924,-0.614555398,0.296963965,-1.231327185,0.221746858,-0.699525962,2.549330336,0.181890429
2.928,-0.612736669,0.301155797,-1.227683168,0.218904123,-0.721793853,2.667613643,0.184457926
2.932,-0.612952522,0.306455235,-1.228115652,0.215972897,-0.743769962,2.797204397,0.187703831
2.936,-0.612748068,0.311444447,-1.227706007,0.212954364,-0.765445405,2.925589144,0.190759724
2.94,-0.606939284,0.314673995,-1.216067489,0.209849746,-0.78681142,3.038435576,0.192737822
2.944,-0.60410532,0.31928381,-1.210389341,0.206660297,-0.807859371,3.165418877,0.195561334
2.948,-0.599957914,0.323351179,-1.202079571,0.203387306,-0.828580748,3.287969726,0.198052597
2.952,-0.597188138,0.327559076,-1.196530031,0.200032098,-0.848967175,3.412707444,0.200629934
2.956,-0.591010268,0.331949322,-1.184152009,0.196596027,-0.869010411,3.540098034,0.20331896
2.96,-0.585248268,0.33548046,-1.172607229,0.193080483,-0.888702354,3.658828758,0.205481782
2.964,-0.580145252,0.339972604,-1.162382792,0.189486887,-0.908035043,3.788480478,0.20823322
2.968,-0.571156213,0.34283156,-1.144372296,0.185816692,-0.927000663,3.90013251,0.209984331
2.972,-0.564139857,0.347110712,-1.130314279,0.182071381,-0.945591547,4.028006112,0.212605311
2.976,-0.558221014,0.352086778,-1.118455248,0.178252469,-0.96380018,4.164426895,0.215653152
2.98,-0.545441299,0.352241978,-1.092849727,0.174361499,-0.981619202,4.243289659,0.215748211
2.984,-0.537344269,0.358411911,-1.076626466,0.170400044,-0.999041408,4.394246814,0.219527296
2.988,-0.526565966,0.36000263,-1.055030987,0.166369706,-1.016059756,4.488936346,0.220501611
2.992,-0.515731144,0.363745159,-1.033322269,0.162272114,-1.032667368,4.609737534,0.22279391
2.996,-0.50540611,0.364741275,-1.012634964,0.158108924,-1.048857528,4.694830682,0.223404031
3,-0.491889902,0.367941424,-0.985553802,0.153881819,-1.064623692,4.807212661,0.225364122
3.004,-0.480113447,0.368686838,-0.961958419,0.149592508,-1.079959487,4.886339298,0.225820688
3.008,-0.464789771,0.369144024,-0.931255803,0.145242725,-1.094858713,4.959894562,0.226100715
3.012,-0.452425996,0.371946823,-0.906483663,0.140834229,-1.109315348,5.06354179,0.227817429
3.016,-0.437360317,0.371576809,-0.876297971,0.136368801,-1.123323547,5.12238228,0.227590795
3.02,-0.421281059,0.374932415,-0.844081465,0.131848246,-1.136877648,5.231006264,0.229646104
3.024,-0.407391698,0.376539494,-0.816252651,0.127274392,-1.149972171,5.313936852,0.23063044
3.028,-0.389957226,0.37785069,-0.78132083,0.122649088,-1.162601824,5.391005105,0.231433548
3.032,-0.376073888,0.376389539,-0.753504083,0.117974204,-1.1747615,5.426324637,0.230538592
3.036,-0.357637154,0.380171048,-0.716564124,0.11325163,-1.186446284,5.535357107,0.232854767
3.04,-0.340790645,0.379851647,-0.682810349,0.108483273,-1.197651452,5.582940289,0.232659134
3.044,-0.322373406,0.381127865,-0.645909448,0.103671063,-1.208372476,5.651842489,0.233440817
3.048,-0.305839865,0.380972282,-0.612782739,0.098816945,-1.218605021,5.697375786,0.233345523
3.052,-0.287977977,0.381157698,-0.576994544,0.09392288,-1.22834495,5.745708163,0.23345909
3.056,-0.271143471,0.3789218,-0.54326482,0.088990847,-1.237588326,5.754986627,0.232089602
3.06,-0.250671915,0.382186403,-0.502247877,0.084022841,-1.246331413,5.84557581,0.234089172
3.064,-0.236346832,0.377862839,-0.473546047,0.079020868,-1.254570677,5.817653338,0.231440989
3.068,-0.213315232,0.380241681,-0.427399784,0.073986951,-1.262302785,5.890359274,0.232898029
3.072,-0.199283264,0.377080616,-0.399285242,0.068923126,-1.269524614,5.874810426,0.230961877
3.076,-0.177754507,0.37707234,-0.356150083,0.063831439,-1.276233244,5.905725442,0.230956808
3.08,-0.163857632,0.3732556,-0.328306215,0.058713948,-1.282425962,5.874313991,0.228619055
3.084,-0.143609669,0.371902464,-0.287737266,0.053572722,-1.288100265,5.87891592,0.227790259
3.088,-0.12710757,0.369078989,-0.254673553,0.04840984,-1.29325386,5.857625851,0.226060881
3.092,-0.108193536,0.367547224,-0.216777271,0.043227388,-1.297884662,5.854202894,0.225122675
3.096,-0.091791266,0.364157961,-0.183913576,0.038027462,-1.301990801,5.818569797,0.223046751
3.1,-0.07050773,0.362668142,-0.141269747,0.032812164,-1.305570616,5.810697905,0.222134237
3.104,-0.052212673,0.360625461,-0.10461365,0.027583601,-1.308622661,5.791477123,0.220883095
3.108,-0.039372976,0.355257154,-0.078887951,0.022343888,-1.3111457,5.716264427,0.217595007
3.112,-0.021226047,0.352983009,-0.042528646,0.017095142,-1.313138715,5.688305729,0.216202093
3.116,-0.006285997,0.349267008,-0.012594664,0.011839486,-1.3146009,5.634689798,0.213926042
3.12,0.011018951,0.345453628,0.022077641,0.006579044,-1.315531663,5.577114833,0.211590347
3.124,0.029499278,0.342730389,0.059104945,0.001315942,-1.315930629,5.534828043,0.209922363
3.128,0.039174118,0.335936326,0.078489517,-0.003947692,-1.315797636,5.424560943,0.205760999
3.132,0.060003619,0.334858932,0.120223641,-0.00920973,-1.315132738,5.404431291,0.205101096
3.136,0.069541374,0.328067661,0.139333548,-0.014468045,-1.313936203,5.290006737,0.200941443
3.14,0.087901173,0.325592355,0.176119361,-0.019720512,-1.312208516,5.243189735,0.199425317
3.144,0.098890761,0.320009138,0.198138171,-0.024965006,-1.309950375,5.144412047,0.196005597
3.148,0.112415401,0.315524065,0.225236227,-0.030199409,-1.307162692,5.061516485,0.19325849
3.152,0.121969809,0.308992166,0.244379502,-0.035421603,-1.303846595,4.944159691,0.189257702
3.156,0.135605704,0.305527362,0.271700469,-0.040629478,-1.300003423,4.874309806,0.187135509
3.16,0.146343649,0.299971853,0.293215085,-0.04582093,-1.295634732,4.769596172,0.18373276
3.164,0.154125943,0.293479416,0.308807739,-0.050993858,-1.290742286,4.648744829,0.179756143
3.168,0.1660462,0.288666832,0.332691245,-0.056146172,-1.285328063,4.55333286,0.176808435
3.172,0.173457721,0.282453712,0.347541016,-0.06127579,-1.279394253,4.434760849,0.173002898
3.176,0.180039415,0.276132045,0.36072814,-0.066380637,-1.272943253,4.313644748,0.169130877
3.18,0.189947684,0.270675079,0.380580412,-0.07145865,-1.265977672,4.205259894,0.165788486
3.184,0.190965345,0.262429108,0.382619406,-0.076507776,-1.258500325,4.053067716,0.160737829
3.188,0.201521082,0.257583455,0.403768948,-0.081525974,-1.250514236,3.952984651,0.157769866
3.192,0.199365943,0.249239407,0.399450897,-0.086511216,-1.242022632,3.798960178,0.152659137
3.196,0.210763348,0.244184056,0.422286812,-0.091461485,-1.233028945,3.694954529,0.149562734
3.2,0.203060253,0.234641447,0.40685284,-0.096374783,-1.223536813,3.523224296,0.143717886
3.204,0.214813305,0.230478154,0.430401332,-0.101249121,-1.213550071,3.432463998,0.14116787
3.208,0.208815447,0.221205254,0.418383985,-0.106082529,-1.203072758,3.265922343,0.135488218
3.212,0.214290511,0.215308587,0.42935386,-0.110873054,-1.192109108,3.149893568,0.131876509
3.216,0.211718966,0.207971761,0.424201494,-0.115618759,-1.180663553,3.013346332,0.127382704
3.22,0.20860885,0.199847481,0.417970047,-0.120317726,-1.168740721,2.866390649,0.122406582
3.224,0.210931334,0.193236124,0.422623391,-0.124968055,-1.15634543,2.742170334,0.118357126
3.228,0.201240555,0.184415877,0.403206883,-0.129567866,-1.143482692,2.587893666,0.112954725
3.232,0.204424326,0.178507398,0.409585907,-0.1341153,-1.130157707,2.475789933,0.109335781
3.236,0.192747744,0.168947792,0.386190631,-0.138608519,-1.11637586,2.314629477,0.103480522
3.24,0.191856763,0.162192111,0.384405455,-0.143045705,-1.102142724,2.193744711,0.099342668
3.244,0.183555719,0.154674537,0.367773429,-0.147425067,-1.087464052,2.064202299,0.094738154
3.248,0.174490179,0.146355517,0.349609656,-0.151744832,-1.072345777,1.92602743,0.089642754
3.252,0.171529881,0.139041713,0.343678384,-0.156003255,-1.056794012,1.803241844,0.085163049
3.256,0.159441094,0.130481596,0.31945721,-0.160198614,-1.040815042,1.666638238,0.079919977
3.26,0.152484762,0.123217422,0.30551946,-0.164329214,-1.024415328,1.549054546,0.075470671
3.264,0.14365314,0.116036618,0.287824364,-0.168393385,-1.007601498,1.434836421,0.071072429
3.268,0.130845106,0.106977131,0.262162104,-0.172389483,-0.990380351,1.300203965,0.065523493
3.272,0.122209223,0.099817276,0.244859192,-0.176315894,-0.972758846,1.19159707,0.061138082
3.276,0.112818143,0.092584808,0.226043164,-0.180171029,-0.954744109,1.084788917,0.056708195
3.28,0.096406356,0.083994518,0.1931604,-0.183953332,-0.93634342,0.965171811,0.051446642
3.284,0.08912057,0.076934482,0.178562553,-0.187661272,-0.917564219,0.866315389,0.04712237
3.288,0.075454843,0.069079216,0.151181812,-0.191293351,-0.898414097,0.761627262,0.04231102
3.292,0.058029849,0.060969857,0.116268982,-0.194848101,-0.878900795,0.657617793,0.037344037
3.296,0.048345954,0.053926289,0.096866268,-0.198324084,-0.859032202,0.568497425,0.033029852
3.3,0.033209554,0.045902317,0.066538878,-0.201719895,-0.838816349,0.472519809,0.028115169
3.304,0.016221403,0.037995317,0.032501308,-0.205034162,-0.818261408,0.381540514,0.023272131
3.308,0.006352703,0.03133641,0.012728318,-0.208265545,-0.797375689,0.306641371,0.019193551
3.312,-0.012247236,0.023489681,-0.024538641,-0.211412738,-0.776167634,0.223743881,0.01438743
3.316,-0.025584354,0.016287976,-0.051260977,-0.214474468,-0.754645817,0.150844264,0.009976385
3.32,-0.041510881,0.009070896,-0.083171471,-0.217449498,-0.732818938,0.08157656,0.005555924
3.324,-0.056334827,0.002124136,-0.112872824,-0.220336625,-0.71069582,0.018526129,0.001301034
3.328,-0.07183024,-0.005083233,-0.143919534,-0.223134681,-0.688285407,-0.042936548,-0.00311348
3.332,-0.085004607,-0.011545753,-0.170315782,-0.225842537,-0.665596758,-0.094308747,-0.007071774
3.336,-0.103162851,-0.018742495,-0.206697759,-0.228459097,-0.642639044,-0.14781314,-0.011479778
3.34,-0.117315514,-0.025243706,-0.235054126,-0.230983303,-0.619421547,-0.191892472,-0.01546177
3.344,-0.134094136,-0.032004176,-0.268671881,-0.233414135,-0.595953651,-0.234065634,-0.019602558
3.348,-0.148788775,-0.038481206,-0.298114156,-0.235750611,-0.572244843,-0.270239657,-0.023569738
