time,theta,omega,real_moment,Cd,Cip
6.412,-0.193642035,0.556695046,-0.1472923,-0.89357636,1.64289509
6.416,-0.191376178,0.576197008,-0.149566255,-0.893027417,1.72670063
6.42,-0.189032758,0.595475126,-0.151773609,-0.891921806,1.810807632
6.424,-0.186612686,0.614521532,-0.153669166,-0.889671531,1.892065943
6.428,-0.184116905,0.633328447,-0.155638335,-0.886102363,1.97495862
6.432,-0.181546388,0.651888183,-0.157681862,-0.88242699,2.059526004
6.436,-0.178902139,0.67019315,-0.159695259,-0.877339267,2.144393277
6.44,-0.176185192,0.688235851,-0.161423896,-0.871087271,2.225960981
6.444,-0.173396612,0.706008895,-0.163796986,-0.867718901,2.317013202
6.448,-0.17053749,0.723504992,-0.164740154,-0.857305418,2.38810507
6.452,-0.16760895,0.74071696,-0.166825526,-0.848234234,2.475866494
6.456,-0.164612143,0.757637727,-0.168733691,-0.839136062,2.561390713
6.46,-0.161548246,0.774260336,-0.170209236,-0.829113069,2.640478068
6.464,-0.158418467,0.790577943,-0.172112563,-0.817571811,2.726275219
6.468,-0.155224038,0.806583824,-0.173296803,-0.807345518,2.800609057
6.472,-0.151966221,0.822271378,-0.174948244,-0.794001628,2.882286793
6.476,-0.1486463,0.837634126,-0.176155084,-0.779744686,2.956391697
6.48,-0.145265589,0.852665717,-0.177432923,-0.765090559,3.031275703
6.484,-0.141825424,0.867359931,-0.178223721,-0.750199841,3.097257346
6.488,-0.138327168,0.881710679,-0.180361401,-0.73408988,3.186266744
6.492,-0.134772205,0.895712006,-0.180688568,-0.716457906,3.242735321
6.496,-0.131161945,0.909358095,-0.181481761,-0.698269908,3.306590038
6.5,-0.127497821,0.922643271,-0.183411598,-0.678255612,3.390572567
6.504,-0.123781288,0.935561999,-0.183622811,-0.662221602,3.442006101
6.508,-0.120013821,0.948108888,-0.183898768,-0.639498948,3.493409262
6.512,-0.116196919,0.960278695,-0.185058756,-0.617990744,3.560568646
6.516,-0.112332101,0.972066326,-0.183888031,-0.601406126,3.581473914
6.52,-0.108420905,0.983466838,-0.185025349,-0.577921154,3.645888497
6.524,-0.104464889,0.994475441,-0.186393,-0.55337395,3.713950333
6.528,-0.10046563,1.0050875,-0.185610091,-0.532967292,3.737815716
6.532,-0.096424724,1.015298539,-0.186135373,-0.506259877,3.786475108
6.536,-0.092343782,1.025104239,-0.185719627,-0.484010456,3.814505642
6.54,-0.088224436,1.034500444,-0.186131563,-0.45924263,3.858008097
6.544,-0.08406833,1.043483159,-0.184969508,-0.436239542,3.867212313
6.548,-0.079877127,1.052048557,-0.186615202,-0.408315472,3.93364564
6.552,-0.075652503,1.060192972,-0.184092807,-0.39144908,3.910516925
6.556,-0.071396149,1.067912911,-0.184506027,-0.359090066,3.947833465
6.56,-0.06710977,1.075205047,-0.183823291,-0.33608602,3.960082757
6.564,-0.062795083,1.082066226,-0.183120627,-0.313708369,3.970119135
6.568,-0.058453819,1.088493464,-0.183526954,-0.281620736,4.002562407
6.572,-0.054087718,1.094483954,-0.181167356,-0.264308916,3.972846401
6.576,-0.049698533,1.10003506,-0.181060031,-0.233575077,3.990630765
6.58,-0.045288027,1.105144324,-0.179712387,-0.211780014,3.979325269
6.584,-0.040857971,1.109809466,-0.178568895,-0.184648589,3.970696246
6.588,-0.036410146,1.114028382,-0.177691597,-0.157022435,3.966208823
6.592,-0.031946341,1.117799148,-0.17583624,-0.136837156,3.938080522
6.596,-0.027468353,1.121120022,-0.174956751,-0.10767906,3.930024379
6.6,-0.022977983,1.123989441,-0.173745279,-0.08176098,3.912800219
6.604,-0.018477041,1.126406022,-0.171010277,-0.065506121,3.859487206
6.608,-0.01396734,1.128368568,-0.169967753,-0.036003135,3.842642169
6.612,-0.009450699,1.129876063,-0.168350522,-0.016544903,3.811164602
6.616,-0.00492894,1.130927675,-0.165366233,6.25E-05,3.747089747
6.62,-0.000403886,1.131522754,-0.163565302,0.025111192,3.708232041
6.624,0.004122633,1.131660838,-0.162102252,0.048734751,3.675511319
6.628,0.008648791,1.131341646,-0.158434233,0.059142559,3.591329323
6.632,0.013172756,1.130565085,-0.157629095,0.088815509,3.570626161
6.636,0.017692702,1.129331245,-0.154482989,0.099975196,3.495541305
6.64,0.022206797,1.127640402,-0.152859362,0.125163794,3.453624371
6.644,0.026713216,1.125493016,-0.150556871,0.14271438,3.39512537
6.648,0.031210133,1.122889734,-0.14691792,0.152039228,3.305402206
6.652,0.035695727,1.119831387,-0.145124859,0.172889368,3.256168542
6.656,0.040168179,1.116318991,-0.141894448,0.183722105,3.173702003
6.66,0.044625675,1.112353746,-0.13914176,0.196052426,3.101079107
6.664,0.049066407,1.107937035,-0.136513636,0.211260915,3.030425021
6.668,0.053488572,1.103070429,-0.133606648,0.224087599,2.952865999
6.672,0.057890373,1.097755677,-0.130704985,0.234285651,2.874817453
6.676,0.062270022,1.091994713,-0.126579273,0.235225274,2.769462976
6.68,0.066625739,1.085789654,-0.123759597,0.24533664,2.692384081
6.684,0.07095575,1.079142796,-0.120330522,0.249676486,2.601759477
6.688,0.075258295,1.072056617,-0.117730746,0.264519802,2.528832395
6.692,0.079531621,1.064533774,-0.113416142,0.2604649,2.419060578
6.696,0.083773987,1.056577101,-0.110638986,0.269900286,2.342188325
6.7,0.087983663,1.048189613,-0.106844207,0.266365569,2.243898771
6.704,0.092158934,1.039374498,-0.102847158,0.264718696,2.141789489
6.708,0.096298094,1.030135121,-0.100029901,0.274686555,2.06460256
6.712,0.100399454,1.020475021,-0.095545197,0.261548511,1.953546127
6.716,0.104461338,1.010397909,-0.092538179,0.267168303,1.87337974
6.72,0.108482086,0.999907667,-0.089191032,0.267593293,1.786872299
6.724,0.112460054,0.989008349,-0.084213595,0.247572692,1.668762741
6.728,0.116393613,0.977704175,-0.08129879,0.253167245,1.592589983
6.732,0.120281153,0.965999532,-0.077406151,0.241566643,1.498182838
6.736,0.124121081,0.953898972,-0.073379912,0.233043312,1.402464886
6.74,0.127911823,0.941407213,-0.070019257,0.23046407,1.320709949
6.744,0.131651824,0.928529131,-0.065430062,0.209377025,1.217265449
6.748,0.135339548,0.915269762,-0.062019079,0.205409046,1.13733095
6.752,0.138973481,0.901634302,-0.058278363,0.195189621,1.052810486
6.756,0.142552128,0.887628101,-0.05392522,0.172844356,0.959037077
6.76,0.146074018,0.873256663,-0.050395094,0.167405476,0.881744178
6.764,0.149537702,0.858525643,-0.046621202,0.153085054,0.801953465
6.768,0.152941752,0.843440845,-0.04291081,0.136223333,0.725159877
6.772,0.156284765,0.828008222,-0.03887252,0.116997192,0.644896144
6.776,0.159565362,0.812233871,-0.034973276,0.103346622,0.569154056
6.78,0.162782189,0.796124028,-0.031209082,0.085617215,0.497822074
6.784,0.165933915,0.779685074,-0.027243551,0.063618986,0.42559387
6.788,0.169019239,0.762923524,-0.02342978,0.044755082,0.358147269
6.792,0.172036882,0.74584603,-0.020019367,0.028890028,0.299165811
6.796,0.174985595,0.728459373,-0.016070064,0.006671609,0.234549965
6.8,0.177864154,0.710770467,-0.012095639,-0.017038679,0.172254512
6.804,0.180671365,0.692786351,-0.008648624,-0.03458039,0.120049065
6.808,0.183406061,0.674514188,-0.005060114,-0.056778208,0.068385462
6.812,0.186067104,0.655961263,-0.001323281,-0.079562618,0.017391732
6.816,0.188653387,0.63713498,0.002253192,-0.10194276,-0.028763523
6.82,0.19116383,0.618042856,0.005847083,-0.122947251,-0.072405287
6.824,0.193597385,0.598692521,0.009336423,-0.146487085,-0.111994521
6.828,0.195953036,0.579091717,0.012973356,-0.172340238,-0.150526206
6.832,0.198229795,0.55924829,0.016273327,-0.192330796,-0.182344825
6.836,0.200426709,0.539170189,0.019520953,-0.214071717,-0.210881903
6.84,0.202542855,0.518865464,0.022947091,-0.238352469,-0.238558467
6.844,0.204577342,0.498342261,0.02621651,-0.261185328,-0.261767082
6.848,0.206529313,0.47760882,0.029629015,-0.286332829,-0.283531931
6.852,0.208397943,0.456673471,0.032703437,-0.305588252,-0.299234465
6.856,0.210182442,0.435544632,0.035876667,-0.329844081,-0.313081345
6.86,0.211882053,0.414230803,0.039048276,-0.354133527,-0.324083321
6.864,0.213496054,0.392740565,0.041939329,-0.372558128,-0.330019548
6.868,0.215023754,0.371082575,0.044949558,-0.395318352,-0.334201521
6.872,0.216464502,0.349265565,0.047828017,-0.415261036,-0.334696043
6.876,0.217817679,0.327298334,0.050845875,-0.438767357,-0.33343559
6.88,0.2190827,0.30518975,0.053614699,-0.458512934,-0.327843248
6.884,0.22025902,0.282948741,0.056433187,-0.477330258,-0.319929856
6.888,0.221346126,0.260584295,0.059210979,-0.500597226,-0.309145488
6.892,0.222343542,0.238105457,0.061977502,-0.519873086,-0.295675846
6.896,0.223250829,0.215521321,0.064657357,-0.538369985,-0.279203348
6.9,0.224067584,0.192841031,0.067314634,-0.55783246,-0.260088628
6.904,0.224793441,0.170073775,0.070055655,-0.576902261,-0.238722294
6.908,0.225428071,0.14722878,0.072603731,-0.594698034,-0.214172686
6.912,0.22597118,0.124315313,0.075206578,-0.613325853,-0.187323769
6.916,0.226422514,0.101342672,0.077799569,-0.631143981,-0.157972674
6.92,0.226781855,0.078320184,0.080356554,-0.648317458,-0.126097778
6.924,0.227049022,0.055257203,0.082960472,-0.665294469,-0.091848601
6.928,0.227223871,0.032163105,0.085517769,-0.682582141,-0.055109536
6.932,0.227306298,0.009047281,0.088113683,-0.698606371,-0.015972535
6.936,0.227296233,-0.01408086,0.090712772,-0.71467658,0.025592343
6.94,0.227193647,-0.037211901,0.093327737,-0.729617687,0.0695833
6.944,0.226998546,-0.060336418,0.09588655,-0.745026983,0.11591767
6.948,0.226710977,-0.083444983,0.098494757,-0.759817706,0.16467428
6.952,0.22633102,-0.106528172,0.101061029,-0.774398569,0.215705202
6.956,0.225858798,-0.129576563,0.103612848,-0.787562595,0.269000136
6.96,0.225294467,-0.152580746,0.106266183,-0.801476195,0.324868231
6.964,0.224638223,-0.17553132,0.108864195,-0.813949973,0.382870685
6.968,0.2238903,-0.198418905,0.111431715,-0.826815225,0.443000579
6.972,0.223050969,-0.221234137,0.11398942,-0.839308373,0.505276516
6.976,0.222120536,-0.24396768,0.11642716,-0.848453136,0.569113684
6.98,0.221099348,-0.266610223,0.118869678,-0.858763039,0.634980392
6.984,0.219987788,-0.28915249,0.121458983,-0.869146573,0.703669952
6.988,0.218786275,-0.311585238,0.123970894,-0.878427935,0.773943107
6.992,0.217495264,-0.333899265,0.126439723,-0.886496424,0.845885206
6.996,0.216115251,-0.356085413,0.128960495,-0.893667129,0.920075156
7,0.214646764,-0.378134568,0.131466357,-0.901925993,0.996032338
7.004,0.213090369,-0.400037671,0.133903872,-0.908656699,1.073263734
7.008,0.211446669,-0.421785714,0.13663801,-0.915989387,1.154717703
7.012,0.209716302,-0.44336975,0.138590849,-0.91719291,1.231155886
7.016,0.207899942,-0.464780892,0.14101965,-0.921710103,1.313228582
7.02,0.205998297,-0.48601032,0.14343829,-0.925291176,1.39676396
7.024,0.204012113,-0.507049283,0.145699531,-0.926939275,1.480201216
7.028,0.201942169,-0.527889102,0.14829472,-0.929775581,1.568486607
7.032,0.199789277,-0.548521176,0.150507647,-0.931932276,1.654110031
7.036,0.197554287,-0.568936983,0.152985169,-0.932616907,1.743917456
7.04,0.195238081,-0.589128085,0.155244109,-0.930506097,1.83247174
7.044,0.192841574,-0.609086132,0.157600015,-0.929595893,1.923301615
7.048,0.190365714,-0.628802864,0.159533528,-0.926876703,2.009920639
7.052,0.187811483,-0.648270114,0.161931971,-0.924647392,2.103299085
7.056,0.185179896,-0.667479813,0.163951694,-0.919789519,2.192635671
7.06,0.182471999,-0.686423995,0.165996607,-0.913972247,2.282990458
7.064,0.179688869,-0.705094795,0.168021962,-0.908484627,2.373700885
7.068,0.176831615,-0.723484457,0.170333606,-0.903153897,2.469118737
7.072,0.173901378,-0.741585336,0.171360843,-0.892573609,2.546156852
7.076,0.170899328,-0.759389901,0.173729746,-0.883241984,2.643330287
7.08,0.167826664,-0.776890736,0.175885408,-0.874447534,2.737802923
7.084,0.164684617,-0.794080548,0.177339305,-0.862839651,2.821512566
7.088,0.161474444,-0.810952165,0.179394168,-0.85077513,2.914848499
7.092,0.158197433,-0.827498543,0.180630972,-0.839248519,2.994828006
7.096,0.154854898,-0.843712765,0.182525117,-0.825213957,3.085529385
7.1,0.151448183,-0.859588049,0.183717474,-0.810296958,3.164122324
7.104,0.147978655,-0.875117746,0.184870404,-0.795088629,3.241502122
7.108,0.14444771,-0.890295345,0.185843945,-0.777760688,3.31508714
7.112,0.14085677,-0.905114476,0.188260816,-0.760808335,3.414097163
7.116,0.137207281,-0.919568912,0.188231269,-0.741379564,3.468075
7.12,0.133500713,-0.933652572,0.189619496,-0.722424028,3.547159492
7.124,0.129738562,-0.947359524,0.190645767,-0.702089767,3.618715348
7.128,0.125922347,-0.960683986,0.191818684,-0.682496185,3.692188699
7.132,0.122053608,-0.973620329,0.192182952,-0.659172984,3.749012805
7.136,0.118133909,-0.986163083,0.193051057,-0.6369919,3.814462537
7.14,0.114164835,-0.998306933,0.192516455,-0.618557574,3.850741579
7.144,0.110147992,-1.010046726,0.193422946,-0.592199476,3.914370132
7.148,0.106085007,-1.021377471,0.193326386,-0.569927634,3.956305649
7.152,0.101977524,-1.032294342,0.194065777,-0.542295294,4.013885073
7.156,0.09782721,-1.042792681,0.193972301,-0.51871079,4.052752882
7.16,0.093635747,-1.052867998,0.194334203,-0.492034003,4.099544448
7.164,0.089404836,-1.062515974,0.194353806,-0.466327329,4.137528014
7.168,0.085136195,-1.071732462,0.194040099,-0.440615228,4.166681489
7.172,0.080831557,-1.080513492,0.194326906,-0.415147072,4.207029535
7.176,0.076492672,-1.088855269,0.192552476,-0.390604842,4.200796988
7.18,0.072121305,-1.096754175,0.192945245,-0.360037406,4.239901872
7.184,0.067719234,-1.104206773,0.191787299,-0.3388455,4.243094256
7.188,0.06328825,-1.111209806,0.191676538,-0.307089661,4.267538532
7.192,0.058830159,-1.117760202,0.190579006,-0.283583132,4.26811517
7.196,0.054346776,-1.12385507,0.190075369,-0.253610928,4.280047427
7.2,0.049839929,-1.129491707,0.189511888,-0.222420105,4.288761882
7.204,0.045311457,-1.134667593,0.187084899,-0.203525517,4.253239283
7.208,0.040763206,-1.1393804,0.186728648,-0.171671719,4.262772219
7.212,0.036197034,-1.143627986,0.185047939,-0.149380641,4.240152302
7.216,0.031614805,-1.147408398,0.183931577,-0.117691615,4.228504039
7.22,0.027018392,-1.150719877,0.182840589,-0.09155698,4.215554005
7.224,0.022409673,-1.153560853,0.180098966,-0.069427834,4.162595014
7.228,0.017790534,-1.155929947,0.179077608,-0.04174079,4.147488877
7.232,0.013162865,-1.157825977,0.177492314,-0.018941705,4.117515772
7.236,0.008528559,-1.159247952,0.17424199,-0.002025181,4.04707815
7.24,0.003889514,-1.160195074,0.172670591,0.025841803,4.013856333
7.244,-0.000752368,-1.160666742,0.171149872,0.052173725,3.980123518
7.248,-0.005395185,-1.160662549,0.167374712,0.063477547,3.89231737
7.252,-0.010037034,-1.160182283,0.166573326,0.094843892,3.872078164
7.256,-0.014676009,-1.159225927,0.16327095,0.106865842,3.79218429
7.26,-0.019310206,-1.157793661,0.161699471,0.135007149,3.751044326
7.264,-0.023937724,-1.155885859,0.159326719,0.154634993,3.689911863
7.268,-0.02855666,-1.153503092,0.155712518,0.164654925,3.598775207
7.272,-0.033165116,-1.150646124,0.153753853,0.187535877,3.544705979
7.276,-0.037761198,-1.147315918,0.149909615,0.1958963,3.446076686
7.28,-0.042343014,-1.143513629,0.147681139,0.213520379,3.383598386
7.284,-0.046908679,-1.139240607,0.144813213,0.22844757,3.305491751
7.288,-0.051456314,-1.134498398,0.141587781,0.240111423,3.218415354
7.292,-0.055984043,-1.12928874,0.138139779,0.249579072,3.12562005
7.296,-0.060490003,-1.123613565,0.13535292,0.264238596,3.047172456
7.3,-0.064972334,-1.117474996,0.132054287,0.271936513,2.956669275
7.304,-0.069429188,-1.11087535,0.128548302,0.278367193,2.861172912
7.308,-0.073858725,-1.103817133,0.124930355,0.282591686,2.762978688
7.312,-0.078259117,-1.09630304,0.120957467,0.285739643,2.656903213
7.316,-0.082628546,-1.088335959,0.118203008,0.298032228,2.577531228
7.32,-0.086965205,-1.079918961,0.113793578,0.290907942,2.462188797
7.324,-0.091267302,-1.071055307,0.110465475,0.299728193,2.370559667
7.328,-0.095533056,-1.061748443,0.106904192,0.298893952,2.274200746
7.332,-0.099760703,-1.052001997,0.102373612,0.290399784,2.157828975
7.336,-0.103948491,-1.041819783,0.099709607,0.301810993,2.081335232
7.34,-0.108094686,-1.031205793,0.094362554,0.280162089,1.949653618
7.344,-0.112197568,-1.020164203,0.091381872,0.287707227,1.86785242
7.348,-0.116255435,-1.008699362,0.087545748,0.279897043,1.769331604
7.352,-0.120266604,-0.996815801,0.083093771,0.267583692,1.659570907
7.356,-0.124229409,-0.984518221,0.079659148,0.268224625,1.57134607
7.36,-0.128142204,-0.971811499,0.07493078,0.247386761,1.458998076
7.364,-0.132003363,-0.958700682,0.071253893,0.243070602,1.368686758
7.368,-0.135811278,-0.945190986,0.067407842,0.234073008,1.276563511
7.372,-0.139564366,-0.931287794,0.062747579,0.213153918,1.170828582
7.376,-0.143261063,-0.916996654,0.058952447,0.203615976,1.083133574
7.38,-0.146899829,-0.902323277,0.055042298,0.190428584,0.995110133
7.384,-0.150479148,-0.887273533,0.051064719,0.172329927,0.907801517
7.388,-0.153997524,-0.871853454,0.047058748,0.158854485,0.822046321
7.392,-0.15745349,-0.856069222,0.042922466,0.141261568,0.736217241
7.396,-0.160845601,-0.839927178,0.038820704,0.122423492,0.653307245
7.4,-0.164172439,-0.823433809,0.034730039,0.100894732,0.572989151
7.404,-0.167432612,-0.806595754,0.030937227,0.083573707,0.499976669
7.408,-0.170624754,-0.789419794,0.027123858,0.065422431,0.429014433
7.412,-0.173747529,-0.771912857,0.022517138,0.037034546,0.348252219
7.416,-0.176799625,-0.754082008,0.018958024,0.021711684,0.28643367
7.42,-0.179779762,-0.735934449,0.015143053,-0.00146245,0.223287808
7.424,-0.182686688,-0.717477518,0.011133195,-0.02584638,0.160044422
7.428,-0.18551918,-0.698718684,0.007230188,-0.049733318,0.101219538
7.432,-0.188276045,-0.679665545,0.003469451,-0.069502437,0.047246375
7.436,-0.190956122,-0.660325822,-0.000305126,-0.094952485,-0.00403692
7.44,-0.19355828,-0.64070736,-0.004215574,-0.120507295,-0.0541164
7.444,-0.19608142,-0.620818124,-0.007787117,-0.145583216,-0.09686202
7.448,-0.198524475,-0.600666193,-0.011375257,-0.168106191,-0.136901068
7.452,-0.20088641,-0.580259759,-0.015143829,-0.195225723,-0.176064002
7.456,-0.203166225,-0.559607124,-0.018724171,-0.217431323,-0.209941482
7.46,-0.20536295,-0.538716696,-0.022085042,-0.240811711,-0.2383807
7.464,-0.207475653,-0.517596983,-0.025742137,-0.269785901,-0.266961584
7.468,-0.209503432,-0.496256596,-0.029049093,-0.292539562,-0.288835983
7.472,-0.211445423,-0.47470424,-0.032290719,-0.315327369,-0.307123643
7.476,-0.213300795,-0.45294871,-0.035591344,-0.338162057,-0.323002476
7.48,-0.215068753,-0.430998891,-0.038958612,-0.365071552,-0.33642794
7.484,-0.216748539,-0.408863755,-0.04209108,-0.387633985,-0.344811
7.488,-0.218339428,-0.386552351,-0.045315037,-0.414867797,-0.350964421
7.492,-0.219840735,-0.364073808,-0.048196291,-0.431895781,-0.351572973
7.496,-0.221251808,-0.34143733,-0.051340649,-0.457173823,-0.351224485
7.5,-0.222572035,-0.318652187,-0.054291329,-0.478674786,-0.346624938
7.504,-0.22380084,-0.295727719,-0.057197453,-0.500960263,-0.338907481
7.508,-0.224937684,-0.272673326,-0.060220542,-0.523590623,-0.329002916
7.512,-0.225982066,-0.249498468,-0.063106217,-0.547162703,-0.315465927
7.516,-0.226933524,-0.22621266,-0.06586358,-0.566544073,-0.29852085
7.52,-0.227791632,-0.202825465,-0.06871442,-0.590063757,-0.27924332
7.524,-0.228556005,-0.179346497,-0.071410103,-0.607189378,-0.256604923
7.528,-0.229226294,-0.155785408,-0.074227373,-0.626525862,-0.231687871
7.532,-0.229802192,-0.132151894,-0.077031593,-0.646939509,-0.203964555
7.536,-0.230283426,-0.108455682,-0.079688351,-0.665721907,-0.173164786
7.54,-0.230669766,-0.084706532,-0.082414058,-0.684301643,-0.139871949
7.544,-0.230961021,-0.06091423,-0.085129108,-0.703522233,-0.103898498
7.548,-0.231157036,-0.037088586,-0.087827278,-0.721719703,-0.065265268
7.552,-0.231257698,-0.013239427,-0.090544835,-0.739703829,-0.024018468
7.556,-0.231262933,0.010623403,-0.093255511,-0.757186381,0.019849548
7.56,-0.231172706,0.034490052,-0.095956937,-0.774029597,0.066310553
7.564,-0.230987021,0.058350658,-0.098684072,-0.790825859,0.115373283
7.568,-0.230705922,0.082195359,-0.101404784,-0.806729309,0.167000653
7.572,-0.230329492,0.106014293,-0.104144991,-0.822744701,0.22121534
7.576,-0.229857855,0.129797606,-0.106786171,-0.837251971,0.277711668
7.58,-0.229291172,0.15353545,-0.109536853,-0.852677102,0.336962331
7.584,-0.228629645,0.177217994,-0.112195506,-0.86630793,0.398378329
7.588,-0.227873515,0.200835422,-0.114850994,-0.879537687,0.462154835
7.592,-0.227023061,0.224377944,-0.117510105,-0.891787085,0.528284426
7.596,-0.226078604,0.247835791,-0.120141341,-0.903493756,0.596580332
7.6,-0.225040501,0.271199228,-0.122709969,-0.914358893,0.666777178
7.604,-0.223909149,0.294458552,-0.125433237,-0.926009273,0.740029842
7.608,-0.222684984,0.317604099,-0.127957141,-0.935614232,0.814259914
7.612,-0.221368481,0.340626246,-0.130670387,-0.945968864,0.891800509
7.616,-0.219960152,0.363515418,-0.133263179,-0.954474082,0.970611501
7.62,-0.218460548,0.386262088,-0.135801204,-0.962242619,1.05098891
7.624,-0.216870258,0.408856786,-0.138552564,-0.970962128,1.135006129
7.628,-0.215189908,0.431290097,-0.141109449,-0.976257515,1.219377041
7.632,-0.213420164,0.45355267,-0.143690896,-0.98195926,1.305778193
7.636,-0.211561727,0.47563522,-0.146245363,-0.987700914,1.393697565
7.64,-0.209615335,0.49752853,-0.14884985,-0.992458636,1.483811807
7.644,-0.207581763,0.519223459,-0.151335387,-0.995857042,1.574371532
7.648,-0.205461824,0.540710941,-0.153621776,-0.997169095,1.664295237
7.652,-0.203256364,0.561981995,-0.156021546,-0.997592736,1.756788212
7.656,-0.200966268,0.583027721,-0.158493594,-0.998234148,1.851455792
7.66,-0.198592455,0.60383931,-0.160918994,-0.997920986,1.946888686
7.664,-0.196135878,0.624408046,-0.163526173,-1.000487834,2.045823648
7.668,-0.193597526,0.644725309,-0.165575891,-0.99608468,2.138869313
7.672,-0.190978422,0.664782577,-0.168015879,-0.992837125,2.237908821
7.676,-0.188279623,0.684571433,-0.170410337,-0.989748337,2.337368234
7.68,-0.185502219,0.704083568,-0.17224778,-0.984447162,2.429910468
7.684,-0.182647334,0.723310781,-0.174379822,-0.97775489,2.527164998
7.688,-0.179716124,0.742244987,-0.17654766,-0.970213442,2.625558312
7.692,-0.176709776,0.760878217,-0.178630751,-0.962212589,2.723226749
7.696,-0.17362951,0.779202625,-0.181130619,-0.956106431,2.827839189
7.7,-0.170476577,0.797210486,-0.181827494,-0.94199937,2.904323475
7.704,-0.167252258,0.814894205,-0.184680463,-0.930832238,3.015328372
7.708,-0.163957865,0.832246316,-0.186131495,-0.918611881,3.10373173
7.712,-0.16059474,0.849259487,-0.18848446,-0.905980121,3.207217303
7.716,-0.157164251,0.865926525,-0.189628645,-0.89237071,3.29001149
7.72,-0.153667798,0.882240373,-0.190411971,-0.877033473,3.365841088
7.724,-0.150106808,0.898194121,-0.193558295,-0.860819365,3.483328443
7.728,-0.146482735,0.913781003,-0.194228446,-0.842593315,3.556046172
7.732,-0.142797058,0.928994401,-0.19511425,-0.823486259,3.631738044
7.736,-0.139051286,0.94382785,-0.196159658,-0.804233511,3.709496066
7.74,-0.13524695,0.958275039,-0.197763004,-0.785666373,3.797061711
7.744,-0.131385609,0.972329816,-0.197901297,-0.763065277,3.855446433
7.748,-0.127468843,0.985986185,-0.199997008,-0.739564157,3.950997531
7.752,-0.123498258,0.999238315,-0.199590062,-0.721168621,3.995953471
7.756,-0.119475483,1.01208054,-0.200096014,-0.694058316,4.057569257
7.76,-0.115402168,1.024507361,-0.201434159,-0.669902225,4.134858312
7.764,-0.111279985,1.036513447,-0.200701363,-0.648546873,4.168095799
7.768,-0.107110628,1.048093642,-0.201308087,-0.621489014,4.227403839
7.772,-0.102895811,1.059242962,-0.20139764,-0.595609533,4.274274341
7.776,-0.098637265,1.069956601,-0.202115659,-0.566489973,4.332898899
7.78,-0.094336745,1.08022993,-0.202150511,-0.540644155,4.375256107
7.784,-0.089996019,1.090058503,-0.20226191,-0.513121855,4.417497787
7.788,-0.085616876,1.099438053,-0.201318616,-0.486129104,4.434729456
7.792,-0.081201119,1.1083645,-0.201759134,-0.456220669,4.480518158
7.796,-0.076750569,1.116833951,-0.200474416,-0.432500283,4.486007496
7.8,-0.072267061,1.124842699,-0.200017905,-0.400836102,4.507887798
7.804,-0.067752446,1.132387226,-0.200638883,-0.368453751,4.552212156
7.808,-0.063208587,1.139464208,-0.199073021,-0.346364424,4.544912495
7.812,-0.05863736,1.146070512,-0.199483387,-0.30949003,4.580685788
7.816,-0.054040654,1.152203198,-0.196852853,-0.289623134,4.54446977
7.82,-0.04942037,1.157859524,-0.196284815,-0.257029818,4.553601343
7.824,-0.044778417,1.163036942,-0.195137775,-0.230315048,4.547233842
7.828,-0.040116716,1.167733105,-0.193544377,-0.201544533,4.528314483
7.832,-0.035437196,1.171945861,-0.192569885,-0.172838087,4.52176877
7.836,-0.030741796,1.175673262,-0.190782481,-0.144471625,4.49404651
7.84,-0.02603246,1.178913557,-0.189747046,-0.112092659,4.481974855
7.844,-0.021311139,1.1816652,-0.186798138,-0.093310195,4.422617882
7.848,-0.016579792,1.183926846,-0.186261745,-0.058777548,4.41835864
7.852,-0.011840379,1.185697353,-0.183806676,-0.037758609,4.366641728
7.856,-0.007094869,1.186975783,-0.180998693,-0.017362085,4.304569536
7.86,-0.00234523,1.187761402,-0.179105032,0.011527263,4.262353122
7.864,0.002406565,1.188053682,-0.177558873,0.038610489,4.226597328
7.868,0.007158541,1.187852298,-0.174089989,0.057890101,4.143321854
7.872,0.011908725,1.187157132,-0.172178643,0.080649902,4.095433862
7.876,0.01665514,1.18596827,-0.170456618,0.108590583,4.050413551
7.88,0.021395813,1.184286005,-0.166681262,0.120138602,3.955084873
7.884,0.026128771,1.182110834,-0.16474011,0.14651503,3.901844689
7.888,0.030852043,1.17944346,-0.160728992,0.157123951,3.798252014
7.892,0.035563663,1.176284793,-0.159000041,0.18261913,3.747331792
7.896,0.040261668,1.172635944,-0.155421354,0.195335897,3.651626248
7.9,0.044944099,1.168498233,-0.152358266,0.20791602,3.567027943
7.904,0.049609004,1.163873181,-0.149503022,0.227066037,3.486326542
7.908,0.054254437,1.158762514,-0.146623049,0.243437737,3.404153323
7.912,0.058878459,1.153168162,-0.142888647,0.25131538,3.301435345
7.916,0.06347914,1.147092255,-0.138985416,0.258491015,3.194331681
7.92,0.068054558,1.140537127,-0.135830574,0.269305125,3.103983426
7.924,0.072602802,1.133505311,-0.132198064,0.27658532,3.002348386
7.928,0.077121969,1.125999541,-0.128475818,0.281991449,2.898491521
7.932,0.08161017,1.11802275,-0.124227072,0.284857997,2.782782864
7.936,0.086065527,1.109578067,-0.121265821,0.296890421,2.695930578
7.94,0.090486175,1.100668818,-0.116668284,0.289631041,2.572894062
7.944,0.094870263,1.091298526,-0.113436665,0.301574778,2.480329906
