time,theta,Cd,Cip
2.432,0.255848196,-0.138672286,-0.054818185
2.436,0.256525453,-0.146111955,-0.054555923
2.44,0.257162201,-0.154099497,-0.053931875
2.444,0.25775834,-0.161540814,-0.052880419
2.448,0.258313776,-0.168815012,-0.051420336
2.452,0.258828422,-0.176277652,-0.049620739
2.456,0.259302195,-0.183480006,-0.047378403
2.46,0.259735021,-0.190647503,-0.044810333
2.464,0.260126833,-0.197800596,-0.041900061
2.468,0.260477567,-0.204915527,-0.038655336
2.472,0.260787169,-0.211756562,-0.034984383
2.476,0.26105559,-0.218192895,-0.030981826
2.48,0.261282787,-0.225126935,-0.026662413
2.484,0.261468724,-0.231652291,-0.021987066
2.488,0.261613372,-0.23823891,-0.016989286
2.492,0.261716709,-0.244560491,-0.01165094
2.496,0.261778717,-0.250922513,-0.005988505
2.5,0.261799388,-0.257106014,8.43901E-11
2.504,0.261778717,-0.263186874,0.006306747
2.508,0.261716709,-0.269269825,0.012928501
2.512,0.261613372,-0.275186912,0.019859725
2.516,0.261468724,-0.280985551,0.027099731
2.52,0.261282787,-0.286754132,0.034649704
2.524,0.26105559,-0.292716291,0.042532179
2.528,0.260787169,-0.297875659,0.050656436
2.532,0.260477567,-0.303452596,0.059088248
2.536,0.260126833,-0.308962897,0.067847395
2.54,0.259735021,-0.314542695,0.076926956
2.544,0.259302195,-0.319705847,0.086235535
2.548,0.258828422,-0.32489755,0.095849797
2.552,0.258313776,-0.330014921,0.105783751
2.556,0.25775834,-0.334808262,0.115996984
2.56,0.257162201,-0.339913596,0.126341844
2.564,0.256525453,-0.344678353,0.137206049
2.568,0.255848196,-0.348858521,0.148146239
2.572,0.255130539,-0.354052826,0.159721623
2.576,0.254372593,-0.358621019,0.171367096
2.58,0.253574479,-0.363633302,0.18329465
2.584,0.252736322,-0.367566831,0.195469025
2.588,0.251858255,-0.372030815,0.20810226
2.592,0.250940418,-0.376933711,0.221090684
2.596,0.249982953,-0.38105168,0.234290722
2.6,0.248986014,-0.385280568,0.247709032
2.604,0.247949756,-0.388772949,0.261149223
2.608,0.246874345,-0.392810969,0.275176388
2.612,0.245759949,-0.397238094,0.289887428
2.616,0.244606745,-0.400568078,0.304433643
2.62,0.243414915,-0.404502424,0.319233392
2.624,0.242184646,-0.407471185,0.33399339
2.628,0.240916134,-0.410646817,0.349761675
2.632,0.239609579,-0.413728349,0.365504525
2.636,0.238265186,-0.416804411,0.381232762
2.64,0.236883168,-0.420102892,0.397363977
2.644,0.235463744,-0.423070358,0.414028378
2.648,0.234007138,-0.426006501,0.430060529
2.652,0.232513579,-0.428081176,0.447592048
2.656,0.230983303,-0.431024991,0.464620651
2.66,0.229416552,-0.432203841,0.481312835
2.664,0.227813574,-0.433637077,0.499003332
2.668,0.226174622,-0.435705515,0.517094371
2.672,0.224499954,-0.437115597,0.533940217
2.676,0.222789834,-0.439195771,0.551856452
2.68,0.221044534,-0.438907737,0.568848833
2.684,0.219264328,-0.440783872,0.587465955
2.688,0.217449498,-0.440703518,0.606390009
2.692,0.21560033,-0.441588417,0.624741233
2.696,0.213717116,-0.442704759,0.643794401
2.7,0.211800154,-0.444663434,0.662468699
2.704,0.209849746,-0.443043878,0.681312217
2.708,0.2078662,-0.441941342,0.699041042
2.712,0.20584983,-0.442490168,0.719289617
2.716,0.203800954,-0.441826731,0.73731226
2.72,0.201719895,-0.440308801,0.755695548
2.724,0.199606983,-0.439718531,0.773708432
2.728,0.19746255,-0.438908699,0.794668423
2.732,0.195286935,-0.437438422,0.81376121
2.736,0.193080483,-0.43473864,0.833037496
2.74,0.19084354,-0.434201652,0.852690846
2.744,0.188576462,-0.432178165,0.870771444
2.748,0.186279605,-0.429853842,0.891292791
2.752,0.183953332,-0.427357648,0.910295419
2.756,0.181598011,-0.42417555,0.927497649
2.76,0.179214013,-0.421831294,0.945101065
2.764,0.176801716,-0.418957969,0.966434833
2.768,0.174361499,-0.415853212,0.988178175
2.772,0.171893749,-0.411760413,1.001943262
2.776,0.169398855,-0.407749555,1.020932965
2.78,0.16687721,-0.404102006,1.040984051
2.784,0.164329214,-0.399511608,1.058676135
2.788,0.161755268,-0.395630828,1.075352571
2.792,0.15915578,-0.391230467,1.093010523
2.796,0.156531158,-0.387077045,1.112932149
2.8,0.153881819,-0.381072274,1.131305184
2.804,0.15120818,-0.376097298,1.149838737
2.808,0.148510664,-0.370512244,1.163077337
2.812,0.145789695,-0.365716216,1.17660744
2.816,0.143045705,-0.35965859,1.192358612
2.82,0.140279127,-0.352801153,1.217126788
2.824,0.137490397,-0.347245389,1.225275213
2.828,0.134679955,-0.339363741,1.244029902
2.832,0.131848246,-0.334102349,1.261651314
2.836,0.128995716,-0.326456979,1.275558488
2.84,0.126122817,-0.320619269,1.288575656
2.844,0.123230001,-0.312129128,1.303480302
2.848,0.120317726,-0.306064088,1.316068705
2.852,0.117386451,-0.297243009,1.330516267
2.856,0.11443664,-0.290937094,1.34208275
2.86,0.111468758,-0.282923059,1.358859633
2.864,0.108483273,-0.275245742,1.365467907
2.868,0.105480658,-0.267228378,1.377022157
2.872,0.102461386,-0.257816475,1.389730844
2.876,0.099425935,-0.25307452,1.390729604
2.88,0.096374782,-0.242968358,1.40143635
2.884,0.093308412,-0.233018874,1.41550724
2.888,0.090227306,-0.224616581,1.426169423
2.892,0.087131953,-0.218917884,1.425255898
2.896,0.08402284,-0.207615551,1.436825529
2.9,0.08090046,-0.198031841,1.454360066
2.904,0.077765304,-0.191152021,1.451648269
2.908,0.074617868,-0.180676939,1.455869462
2.912,0.07145865,-0.168612787,1.473804116
2.916,0.068288147,-0.160480828,1.477626979
2.92,0.06510686,-0.15279189,1.478946182
2.924,0.061915293,-0.141146536,1.486322898
2.928,0.058713948,-0.131287394,1.490687893
2.932,0.055503332,-0.124084976,1.48883692
2.936,0.052283951,-0.115472405,1.492917878
2.94,0.049056313,-0.102995724,1.496195257
2.944,0.04582093,-0.095232955,1.495063655
2.948,0.04257831,-0.084623071,1.499000523
2.952,0.039328967,-0.074592051,1.501695785
2.956,0.036073414,-0.066858031,1.499178633
2.96,0.032812164,-0.055070315,1.499426725
2.964,0.029545732,-0.045005202,1.498016086
2.968,0.026274635,-0.036842491,1.495240791
2.972,0.022999389,-0.02657414,1.492733368
2.976,0.019720511,-0.016772499,1.493295771
2.98,0.016438519,-0.008723508,1.487678737
2.984,0.013153932,0.003053628,1.490969383
2.988,0.009867267,0.011898969,1.483695655
2.992,0.006579044,0.017612583,1.473316748
2.996,0.003289781,0.030902946,1.473094113
3,-9.04E-11,0.040186349,1.468080408
3.004,-0.005263435,0.08,3.163329043
3.008,-0.010524741,0.152109112,4.099439597
3.012,-0.015781793,0.157806544,4.215354236
3.016,-0.021032466,0.172648383,4.203103359
3.02,-0.026274636,0.180784477,4.151122603
3.024,-0.031506184,0.197364888,4.117587062
3.028,-0.036724997,0.2121678,4.075192074
3.032,-0.041928963,0.224742091,4.020286576
3.036,-0.04711598,0.242279656,3.961466912
3.04,-0.052283951,0.249670459,3.865018047
3.044,-0.057430786,0.271532042,3.810679188
3.048,-0.062554405,0.276815,3.69641253
3.052,-0.067652736,0.295375725,3.625324969
3.056,-0.072723719,0.299901559,3.50499463
3.06,-0.077765304,0.316386008,3.412611328
3.064,-0.082775453,0.316832588,3.284937982
3.068,-0.08775214,0.329077013,3.183771088
3.072,-0.092693354,0.327742836,3.046726182
3.076,-0.097597097,0.335509895,2.936549563
3.08,-0.102461387,0.332777126,2.810464434
3.084,-0.107284257,0.338246066,2.694922385
3.088,-0.112063758,0.337831297,2.576047359
3.092,-0.116797957,0.327629083,2.430516329
3.096,-0.121484942,0.329722347,2.323835787
3.1,-0.126122817,0.318544194,2.185017763
3.104,-0.130709707,0.305407049,2.047599801
3.108,-0.135243759,0.323771262,1.995274692
3.112,-0.139723139,0.29943571,1.834878111
3.116,-0.144146037,0.290627097,1.711803699
3.12,-0.148510664,0.265671281,1.57914947
3.124,-0.152815256,0.257470914,1.466970331
3.128,-0.157058074,0.225678937,1.322038089
3.132,-0.161237401,0.214887037,1.21717459
3.136,-0.165351549,0.197411954,1.103741118
3.14,-0.169398855,0.17772909,1.004631529
3.144,-0.173377681,0.158893337,0.89371734
3.148,-0.177286421,0.139779105,0.794676893
3.152,-0.181123494,0.11392259,0.694671688
3.156,-0.184887348,0.094341763,0.602948731
3.16,-0.188576462,0.070825122,0.514257921
3.164,-0.192189345,0.044025966,0.420968491
3.168,-0.195724536,0.018495078,0.335107599
3.172,-0.199180607,-0.004002514,0.262070376
3.176,-0.20255616,-0.028800813,0.187164196
3.18,-0.20584983,-0.057793497,0.109934611
3.184,-0.209060287,-0.088102899,0.037757997
3.188,-0.212186232,-0.112707693,-0.023217889
3.192,-0.215226401,-0.139237205,-0.082673189
3.196,-0.218179567,-0.169607792,-0.14280593
3.2,-0.221044534,-0.205486138,-0.197802546
3.204,-0.223820145,-0.233773067,-0.246882208
3.208,-0.226505278,-0.258381932,-0.285841652
3.212,-0.229098847,-0.286942549,-0.324024255
3.216,-0.231599804,-0.320344463,-0.360672342
3.22,-0.234007138,-0.347211341,-0.389907529
3.224,-0.236319875,-0.377512925,-0.415932144
3.228,-0.238537081,-0.406465839,-0.438251627
3.232,-0.24065786,-0.440083903,-0.457319591
3.236,-0.242681354,-0.466842898,-0.468708329
3.24,-0.244606745,-0.493964623,-0.477112452
3.244,-0.246433255,-0.525780935,-0.484276593
3.248,-0.248160146,-0.554540274,-0.485751924
3.252,-0.249786718,-0.583581058,-0.482552108
3.256,-0.251312316,-0.611703609,-0.475676258
3.26,-0.252736322,-0.636909822,-0.464655349
3.264,-0.25405816,-0.663762746,-0.449882778
3.268,-0.255277297,-0.69171122,-0.431919435
3.272,-0.256393239,-0.720193855,-0.410528747
3.276,-0.257405535,-0.746299135,-0.385330261
3.28,-0.258313776,-0.771213739,-0.356327387
3.284,-0.259117595,-0.796503365,-0.324246806
3.288,-0.259816667,-0.820678342,-0.288443691
3.292,-0.260410709,-0.845048638,-0.249702856
3.296,-0.260899482,-0.868126443,-0.20749555
3.3,-0.261282787,-0.891901859,-0.162283171
3.304,-0.261560469,-0.915289433,-0.113805461
3.308,-0.261732417,-0.937827432,-0.062050944
3.312,-0.261798561,-0.96016289,-0.007094664
3.316,-0.261758874,-0.981179805,0.051019736
3.32,-0.261613372,-1.002170583,0.112247378
3.324,-0.261362114,-1.02245444,0.176553291
3.328,-0.261005202,-1.04357877,0.244081161
3.332,-0.26054278,-1.062680956,0.314461215
3.336,-0.259975034,-1.082760294,0.388188701
3.34,-0.259302195,-1.101650081,0.464869875
3.344,-0.258524534,-1.119131922,0.54423846
3.348,-0.257642365,-1.135993379,0.626627679
3.352,-0.256656046,-1.152295516,0.711782971
3.356,-0.255565975,-1.16665459,0.799107451
3.36,-0.254372593,-1.183657541,0.890199742
3.364,-0.253076381,-1.197898383,0.984370689
3.368,-0.251677865,-1.211528479,1.079981604
3.372,-0.250177609,-1.226631628,1.180789717
3.376,-0.24857622,-1.237025973,1.281240218
3.38,-0.246874345,-1.246607357,1.383043842
3.384,-0.245072672,-1.2579544,1.489841022
3.388,-0.24317193,-1.268378504,1.597826857
3.392,-0.241172887,-1.274716019,1.707234072
3.396,-0.23907635,-1.281400035,1.818494925
3.4,-0.236883168,-1.288784722,1.935340265
3.404,-0.234594227,-1.294401018,2.049722608
3.408,-0.232210453,-1.300274997,2.168857432
3.412,-0.229732809,-1.301889375,2.286320563
3.416,-0.227162296,-1.303227974,2.403105296
3.42,-0.224499954,-1.304079074,2.523843894
3.424,-0.221746858,-1.301985296,2.643339104
3.428,-0.218904123,-1.303587557,2.769527499
3.432,-0.215972896,-1.297530643,2.886348274
3.436,-0.212954364,-1.294891177,3.012598881
3.44,-0.209849746,-1.292136197,3.140324993
3.444,-0.206660297,-1.281876927,3.253648176
3.448,-0.203387306,-1.273172918,3.377743461
3.452,-0.200032097,-1.263805174,3.495989268
3.456,-0.196596026,-1.255736204,3.620202113
3.46,-0.193080482,-1.24278206,3.74430232
3.464,-0.189486887,-1.22915803,3.855747503
3.468,-0.185816692,-1.217798335,3.989960948
3.472,-0.182071381,-1.199481501,4.092428788
3.476,-0.178252469,-1.182554116,4.211070335
3.48,-0.174361499,-1.16865397,4.343279491
3.484,-0.170400044,-1.14400064,4.4150964
3.488,-0.166369706,-1.124165245,4.547610769
3.492,-0.162272114,-1.102856343,4.657271289
3.496,-0.158108924,-1.07997399,4.75017478
3.5,-0.153881819,-1.055512143,4.82885821
3.504,-0.149592508,-1.031057622,4.938313914
3.508,-0.145242725,-1.004870647,4.993161031
3.512,-0.140834229,-0.976173098,5.094390353
3.516,-0.1363688,-0.94976517,5.150112608
3.52,-0.131848246,-0.919938203,5.219004722
3.524,-0.127274392,-0.889735299,5.315817952
3.528,-0.122649088,-0.858331436,5.376807303
3.532,-0.117974204,-0.825741572,5.438643024
3.536,-0.113251629,-0.796155313,5.528552438
3.54,-0.108483273,-0.761781404,5.565939829
3.544,-0.103671063,-0.730118506,5.613056953
3.548,-0.098816945,-0.690327938,5.690973904
3.552,-0.09392288,-0.660616066,5.691481557
3.556,-0.088990847,-0.621726739,5.76334781
3.56,-0.08402284,-0.587393696,5.783430762
3.564,-0.079020868,-0.554977336,5.819888592
3.568,-0.073986951,-0.517056276,5.822313586
3.572,-0.068923126,-0.48194442,5.84280924
3.576,-0.063831439,-0.44848199,5.838308079
3.58,-0.058713948,-0.409051227,5.855793975
3.584,-0.053572722,-0.382978127,5.817102891
3.588,-0.04840984,-0.340192761,5.827395745
3.592,-0.043227388,-0.312693373,5.779312748
3.596,-0.038027462,-0.27189325,5.788470384
3.6,-0.032812164,-0.243742643,5.731375364
3.604,-0.027583601,-0.203798007,5.713564987
3.608,-0.022343888,-0.17808837,5.640606936
3.612,-0.017095142,-0.140647237,5.613219966
3.616,-0.011839486,-0.111548347,5.561474952
3.62,-0.006579043,-0.082517622,5.4883725
3.624,-0.001315941,-0.049394026,5.430533368
3.628,0.00493451,0,7.578994691
3.632,0.011510827,0.045809374,8.625068983
3.636,0.018079873,0.069888526,8.656825674
3.64,0.024637499,0.122944607,8.613794291
3.644,0.031179564,0.143272602,8.385128032
3.648,0.037701935,0.188254377,8.215186659
3.652,0.044200493,0.21711925,8.001592246
3.656,0.050671133,0.235797698,7.700821603
3.66,0.057109767,0.239896777,7.354649194
3.664,0.06351233,0.293375211,7.208755885
3.668,0.069874778,0.320997815,6.963227594
3.672,0.076193091,0.33298807,6.645796244
3.676,0.082463278,0.347631557,6.364051159
3.68,0.08868138,0.357489302,6.062026794
3.684,0.09484347,0.36459278,5.74834218
3.688,0.100945653,0.360722193,5.436082567
3.692,0.106984078,0.370340692,5.156174271
3.696,0.112954929,0.341501689,4.7709118
3.7,0.118854435,0.351919413,4.517295751
3.704,0.12467887,0.315048831,4.138374423
3.708,0.130424556,0.317641128,3.867495804
3.712,0.136087862,0.280353878,3.52645016
3.716,0.141665213,0.23846923,3.149607536
3.72,0.147153084,0.241417625,2.946587827
3.724,0.152548011,0.215171555,2.66262153
3.728,0.157846585,0.185016138,2.375628698
3.732,0.16304546,0.148395533,2.089653379
3.736,0.168141352,0.112994675,1.842243711
3.74,0.173131042,0.069852795,1.570334458
3.744,0.178011379,0.034437874,1.336636029
3.748,0.18277928,-0.009735882,1.101605479
3.752,0.187431733,-0.058938161,0.868877685
3.756,0.191965801,-0.096766216,0.661046272
3.76,0.196378619,-0.156613995,0.444772034
3.764,0.2006674,-0.200634279,0.260240985
3.768,0.204829435,-0.245063205,0.089108677
3.772,0.208862096,-0.301702218,-0.081038942
3.776,0.212762835,-0.358116952,-0.236444809
3.78,0.216529188,-0.407604597,-0.37094244
3.784,0.220158777,-0.462666127,-0.497214185
3.788,0.223649309,-0.521059903,-0.611217282
3.792,0.226998579,-0.57383299,-0.709997519
3.796,0.230204472,-0.636219678,-0.800474596
3.8,0.233264963,-0.680038262,-0.862498306
3.804,0.236178118,-0.738441216,-0.924148108
3.808,0.238942099,-0.788937304,-0.965207424
3.812,0.241555159,-0.850985326,-1.00006058
3.816,0.244015647,-0.893605431,-1.013553232
3.82,0.246322009,-0.948795034,-1.023427151
3.824,0.24847279,-1.003043708,-1.019452233
3.828,0.250466629,-1.051652162,-1.000960093
3.832,0.252302269,-1.102206414,-0.971706505
3.836,0.253978549,-1.143884736,-0.930205366
3.84,0.255494411,-1.195861648,-0.880291587
3.844,0.256848897,-1.244320831,-0.819081716
3.848,0.258041152,-1.290910091,-0.747619111
3.852,0.259070422,-1.336327031,-0.665444632
3.856,0.259936058,-1.383595396,-0.574166779
3.86,0.260637513,-1.427604601,-0.471839191
3.864,0.261174343,-1.471639301,-0.359817522
3.868,0.261546211,-1.513925932,-0.23767463
3.872,0.26175288,-1.555306511,-0.105532744
3.876,0.26179422,-1.594754431,0.036376231
3.88,0.261670206,-1.632909671,0.187813567
3.884,0.261380915,-1.668920585,0.348545576
3.888,0.26092653,-1.70439398,0.518515421
3.892,0.260307338,-1.739089406,0.697723676
3.896,0.259523731,-1.772800988,0.886106865
3.9,0.258576203,-1.804804159,1.083437328
3.904,0.257465353,-1.835665512,1.289998453
3.908,0.256191882,-1.863202135,1.503943481
3.912,0.254756594,-1.889789388,1.725540239
3.916,0.253160397,-1.914535437,1.956590069
3.92,0.251404299,-1.937668896,2.194977057
3.924,0.249489408,-1.960463797,2.443110136
3.928,0.247416934,-1.974402866,2.691383183
3.932,0.245188187,-1.993552432,2.952546291
3.936,0.242804573,-2.009896203,3.2218137
3.94,0.240267599,-2.021467196,3.494047518
3.944,0.237578867,-2.030663851,3.774618475
3.948,0.234740074,-2.038117313,4.055675086
3.952,0.231753015,-2.046857506,4.349205318
3.956,0.228619576,-2.046978335,4.638235007
3.96,0.225341736,-2.047659964,4.938731445
3.964,0.221921565,-2.043564608,5.236630354
3.968,0.218361223,-2.042329313,5.553812083
3.972,0.21466296,-2.03073899,5.834151331
3.976,0.210829111,-2.02965256,6.172795929
3.98,0.206862098,-2.007067116,6.465929092
3.984,0.202764427,-1.990077056,6.767592952
3.988,0.198538685,-1.974156058,7.05931901
3.992,0.194187542,-1.947942708,7.38126806
3.996,0.189713746,-1.921131404,7.676212709
4,0.185120122,-1.894503756,7.966500166
4.004,0.180409573,-1.859579028,8.25544165
4.008,0.175585073,-1.829786639,8.56425254
4.012,0.17064967,-1.782261712,8.784861033
4.016,0.165606481,-1.744781365,9.092363014
4.02,0.160458691,-1.699099231,9.356812392
4.024,0.155209552,-1.653682882,9.528364507
4.028,0.14986238,-1.601757857,9.803545213
4.032,0.144420551,-1.549100646,9.917182299
4.036,0.138887503,-1.495248539,10.19315921
4.04,0.133266731,-1.438335686,10.30507661
4.044,0.127561784,-1.379595717,10.57046319
4.048,0.121776267,-1.316942666,10.69207031
4.052,0.115913833,-1.26079589,10.79574416
4.056,0.109978186,-1.184639286,11.12694774
4.06,0.103973074,-1.125500808,11.15703174
4.064,0.097902291,-1.047323052,11.41479605
4.068,0.09176967,-0.989119168,11.36761164
4.072,0.085579086,-0.90919086,11.55939137
4.076,0.079334448,-0.848970549,11.61360051
4.08,0.0730397,-0.772796453,11.63992278
4.084,0.06669882,-0.710436418,11.61942045
4.088,0.06031581,-0.636840237,11.65058263
4.092,0.053894705,-0.580605814,11.54839936
4.096,0.047439558,-0.50358376,11.56240179
4.1,0.040954447,-0.439353139,11.50383049
4.104,0.034443468,-0.381382276,11.35565404
4.108,0.027910735,-0.305080649,11.32523215
4.112,0.021360372,-0.246065537,11.16595039
4.116,0.014796517,-0.195856741,10.99568268
4.12,0.008223317,-0.123973506,10.89030395
4.124,0.001644923,-0.065581365,10.70428502
4.128,-0.005921258,0.01,14.23421631
4.132,-0.013811033,0.09354427,15.54519315
4.136,-0.021688246,0.152440131,15.43473406
4.14,-0.029545733,0.204325043,14.95996892
4.144,-0.037376348,0.269815896,14.5199756
4.148,-0.045172969,0.336973552,14.09126498
4.152,-0.052928504,0.366969866,13.43031595
4.156,-0.0606359,0.406519585,12.83522723
4.16,-0.068288147,0.449947056,12.27478705
4.164,-0.075878285,0.474457086,11.60558269
4.168,-0.083399411,0.492067318,10.96663037
4.172,-0.090844683,0.495515108,10.26558153
4.176,-0.098207331,0.502462032,9.608284973
4.18,-0.105480659,0.495537256,8.927713867
4.184,-0.11265805,0.46317694,8.167857593
4.188,-0.119732977,0.456350838,7.546657464
4.192,-0.126699005,0.411440556,6.810190464
4.196,-0.133549799,0.380776245,6.165131608
4.2,-0.140279127,0.345474304,5.51304896
4.204,-0.14688087,0.300536973,4.902205605
4.208,-0.153349022,0.251387619,4.30614432
4.212,-0.159677702,0.184610049,3.690140322
4.216,-0.165861152,0.121648412,3.123297864
4.22,-0.171893749,0.037996148,2.562054657
4.224,-0.177770007,-0.037126566,2.03651893
4.228,-0.18348458,-0.114631707,1.555254256
4.232,-0.189032272,-0.19967587,1.084953528
4.236,-0.194408036,-0.281889824,0.658200673
4.24,-0.199606983,-0.379420396,0.251158548
4.244,-0.204624385,-0.469218604,-0.124266099
4.248,-0.209455678,-0.572821592,-0.474590831
4.252,-0.214096469,-0.664587514,-0.767041615
4.256,-0.218542535,-0.762188571,-1.03916388
4.26,-0.222789835,-0.854182231,-1.262739055
4.264,-0.226834503,-0.951996695,-1.466523704
4.268,-0.230672863,-1.050078869,-1.62950045
4.272,-0.234301423,-1.135116068,-1.748514487
4.276,-0.237716882,-1.228251248,-1.845420557
4.28,-0.240916134,-1.328801079,-1.912332266
4.284,-0.24389627,-1.403403975,-1.929056631
4.288,-0.246654579,-1.499415647,-1.934582098
4.292,-0.249188552,-1.585890276,-1.904531153
4.296,-0.251495885,-1.672622713,-1.844512261
4.3,-0.253574479,-1.750341579,-1.755639302
4.304,-0.255422443,-1.83362509,-1.640150798
4.308,-0.257038097,-1.917634792,-1.498589921
4.312,-0.258419971,-1.995744106,-1.330664927
4.316,-0.259566809,-2.073072292,-1.135802246
4.32,-0.260477567,-2.150990387,-0.916727244
4.324,-0.261151417,-2.22829937,-0.671707273
4.328,-0.261587747,-2.301457467,-0.400702748
4.332,-0.261786159,-2.37498699,-0.104389325
4.336,-0.261746472,-2.443112348,0.216972453
4.34,-0.261468724,-2.510608579,0.562912163
4.344,-0.260953166,-2.57449656,0.933366617
4.348,-0.260200268,-2.637589851,1.327908931
4.352,-0.259210714,-2.697717221,1.746898182
4.356,-0.257985404,-2.75492449,2.190172579
4.36,-0.256525453,-2.805619264,2.654022948
4.364,-0.254832188,-2.853394461,3.137590759
4.368,-0.25290715,-2.899405585,3.647801664
4.372,-0.25075209,-2.943084074,4.178154505
4.376,-0.248368967,-2.973526513,4.719545214
4.38,-0.245759949,-3.005624888,5.281860559
4.384,-0.242927409,-3.034283862,5.864422674
4.388,-0.239873923,-3.050131553,6.446694763
4.392,-0.236602269,-3.072018987,7.076310973
4.396,-0.233115421,-3.081833623,7.692134432
4.4,-0.229416552,-3.08171564,8.313931962
4.404,-0.225509025,-3.079449731,8.944787797
4.408,-0.221396395,-3.07549669,9.619640322
4.412,-0.217082402,-3.055803577,10.22740686
4.416,-0.212570969,-3.037959606,10.88943799
4.42,-0.2078662,-3.012913958,11.54876912
4.424,-0.202972374,-2.972200222,12.14676743
4.428,-0.197893941,-2.937979946,12.79491576
4.432,-0.192635522,-2.892504099,13.4761876
4.436,-0.187201897,-2.839024728,14.04226399
4.44,-0.18159801,-2.77554378,14.61758286
4.444,-0.175828958,-2.717978418,15.24149193
4.448,-0.169899986,-2.633921764,15.77348354
4.452,-0.163816488,-2.562016223,16.34064893
4.456,-0.157583996,-2.474084909,16.67976809
4.46,-0.15120818,-2.38560768,17.29925071
4.464,-0.144694837,-2.290808157,17.59324544
4.468,-0.138049893,-2.193242226,18.15594655
4.472,-0.131279391,-2.091430776,18.43136748
4.476,-0.124389488,-1.988293886,18.94980974
4.48,-0.117386451,-1.878425713,19.0815041
4.484,-0.11027665,-1.761668071,19.59407994
4.488,-0.10306655,-1.655236256,19.65017574
4.492,-0.09576271,-1.524509662,20.05397992
4.496,-0.088371772,-1.396291647,20.35237853
4.5,-0.080900459,-1.289801559,20.39009213
4.504,-0.073355566,-1.159907604,20.43109917
4.508,-0.065743956,-1.047739491,20.36533156
4.512,-0.05807255,-0.918796629,20.38907352
4.516,-0.050348326,-0.808910079,20.24502581
4.52,-0.04257831,-0.700206116,20.06176428
4.524,-0.034769568,-0.588258226,19.83017577
4.528,-0.026929203,-0.470288752,19.62974696
4.532,-0.019064345,-0.354564197,19.36929952
4.536,-0.011182148,-0.249378094,19.10181537
4.54,-0.003289781,-0.166313297,18.5523727
4.544,0.003947505,-0.849050083,9.489477538
4.548,0.009207355,0.054554751,8.193753593
4.552,0.01445883,0.083795835,7.476850298
4.556,0.019697155,0.11215208,7.001815158
4.56,0.024917565,0.144957852,6.654058656
4.564,0.030115313,0.164456141,6.286129164
4.568,0.035285669,0.18083639,5.95524586
4.572,0.040423934,0.19866463,5.638780301
4.576,0.045525431,0.202420021,5.296975032
4.58,0.050585523,0.206135147,4.975782209
4.584,0.055599607,0.21697112,4.663132883
4.588,0.060563122,0.211520608,4.338233403
4.592,0.065471554,0.214878287,4.041217706
4.596,0.070320439,0.207693217,3.733212119
4.6,0.075105367,0.198711029,3.427426847
4.604,0.079821985,0.192056273,3.131352304
4.608,0.084466003,0.175430282,2.833688767
4.612,0.089033199,0.159005293,2.549255606
4.616,0.093519418,0.13561274,2.263714859
4.62,0.09792058,0.114288971,1.997160684
4.624,0.102232682,0.084565906,1.726627508
4.628,0.106451801,0.059623705,1.475850918
4.632,0.110574101,0.028307455,1.230594295
4.636,0.114595833,-0.007109964,0.99491048
4.64,0.118513338,-0.040725521,0.775653358
4.644,0.122323053,-0.079893257,0.565492009
4.648,0.126021514,-0.118780898,0.367932675
4.652,0.129605357,-0.152140942,0.190793883
4.656,0.133071322,-0.19947375,0.017979055
4.66,0.136416257,-0.243510213,-0.138785046
4.664,0.139637119,-0.279444597,-0.271096246
4.668,0.142730979,-0.326217381,-0.401428045
4.672,0.145695024,-0.367734897,-0.51232684
4.676,0.148526556,-0.412415208,-0.608414767
4.68,0.151223002,-0.451029682,-0.683215061
4.684,0.153781909,-0.496437142,-0.752354469
4.688,0.156200949,-0.537187672,-0.80431906
4.692,0.158477921,-0.579544551,-0.841699169
4.696,0.160610756,-0.620480095,-0.866761392
4.7,0.162597514,-0.659216712,-0.87467839
4.704,0.164436386,-0.691771305,-0.868367457
4.708,0.166125702,-0.732008027,-0.853007093
4.712,0.167663923,-0.769139239,-0.824090347
4.716,0.169049653,-0.805676978,-0.78316266
4.72,0.170281629,-0.83993755,-0.729785373
4.724,0.171358731,-0.872802713,-0.66484089
4.728,0.172279981,-0.903777796,-0.588504272
4.732,0.173044539,-0.934629138,-0.501190543
4.736,0.173651711,-0.963842654,-0.402890735
4.74,0.174100945,-0.993103801,-0.294407903
4.744,0.174391831,-1.020244936,-0.174984918
4.748,0.174524106,-1.046659458,-0.045436986
4.752,0.174497648,-1.07099899,0.094099554
4.756,0.174312483,-1.093815496,0.243237921
4.76,0.173968777,-1.115874877,0.40199699
4.764,0.173466845,-1.135536157,0.56948799
4.768,0.172807142,-1.153183247,0.745967342
4.772,0.171990269,-1.170190311,0.930719023
4.776,0.171016968,-1.184094912,1.122366465
4.78,0.169888125,-1.196289932,1.322170713
4.784,0.168604767,-1.206061887,1.528162617
4.788,0.16716806,-1.213938525,1.739933283
4.792,0.165579311,-1.220588819,1.958132886
4.796,0.163839966,-1.22496629,2.180377485
4.8,0.161951606,-1.226548471,2.408323881
4.804,0.159915949,-1.22508851,2.64128547
4.808,0.157734846,-1.225068308,2.878399547
4.812,0.155410281,-1.218659608,3.111270772
4.816,0.152944368,-1.20999105,3.350563249
