0,0,0,0,0,0,0,0,0,0
3030,125,24,44,93,880,2780,0.8,8.2,14.7
5700,224,42,77,122,810,2560,0.04,11.9,5.7
8200,486,82,153,219,1550,4900,0.4,24.4,23
10500,974,173,378,511,3380,10680,3.6,56.9,123
